content,clean_final,pred_topic
"Untuk desain char, kualitas nya bagus dan menarik. Untuk story sudah oke, seruu bgtt. Dan satu usulan saya untuk game ini adalah MOHON bansos Stellar Jade nya seperti yang ada di event, itu tolong diperbanyak. Terimakasih hoyo, semoga usulan diterima 🌹‼️",desain char kualitas tarik story seruu usul bansos stellar jade event banyak hoyo moga usul terima,-1
"Puas Banget Dengan Fitur Turn basenya,Saya Kira Game Ini Akan Bosan Bagi Saya,Rupanya Tidak Saya Malah Ketagihan Bermain Game Ini Terutama Mengikuti perkembangan alur cerita digame ini sangatlah menarik,Dan juga Characternya sangat waifuable sekali ya adik"".",puas fitur turn basenya bosan tagih main ikut kembang alur cerita digame tarik characternya waifuable adik,0
"minimal kasih penjelasan ama player awam dongo yg ga tau fungsi Global Passive, padahal di game lain kyk Granblue Fantasy B aja.. lo malah diem aja Dawei, Mana SJ yang kau janjikan itu pity",minimal jelas ama player awam dongo tau fungsi global passive granblue fantasy b lo diem dawei sj kau janji pity,17
Kok hp saya langsung mati main nih game padahan genshin ga papa,hp langsung mati nih padah genshin papa,-1
Hp ku ga bisa menampung game ini,hp ku tampung,-1
Bagus seri tapi butuh banyak hapus memori,seri butuh hapus memori,-1
Bintang 4 dulu nanti tambah lagi,bintang,-1
"eventnya yg sekarang terlalu banyak cerita dan teka teki ribet, ngak seperti dulu yg banyak actionnya lebih seru gitu",eventnya cerita teka teki ribet actionnya gitu,0
Game nya superduper ampas lebih ampas game ini dari pada game lain!!! masa memeriksa data 0.1% sampai 24.5% itu butuh waktu tu 8 jam lebih!!!!!!!!!!!! update,superduper ampas ampas periksa data butuh tu jam update,-1
Bagussssssss,bagussssssss,15
Mantap gamenya seru lag,lag,22
"Game nya seruuu, story dan grafik nya gk pernah salah game buatan hoyovers tuh update",seruuu story grafik salah buat hoyovers tuh update,-1
Habis update jadi sering terputus dari server padahal jaringannya dah bagus,habis update putus server jaring,-1
Optimalkan dulu grafik nya untuk ram 6 GB cukup berat Tambahin tombol skip soal nya ngantuk lag,optimal grafik ram gb berat tambah tombol skip ngantuk lag,-1
Lumayan,lumayan,-1
"Overaall bagus, namun ada beberapa kekurangan. Yaitu, saat ada cinematic lore, suara yang dikeluarkan oleh animasinya sember/kresek-kresek. Lalu, berikan fitur chat in-game dengan teman.",overaall kurang cinematic lore suara keluar animasi sember kresek kresek fitur chat teman,-1
"ini game kalo buat cerita absolute cinema, alasan aku bertahan di hsr tentu aja karna story nya ga cuma itu tapi reward yg diberikan oleh developer kepada pemain tidak pelit.",cerita absolute cema alas tahan hsr karna story reward developer main pelit,-1
Good game update,update,5
cihuy,cihuy,4
Tolol,tolol,-1
Kapan Rerun Luocha Anjeng,rerun luocha anjeng,3
"sering"" bansos star jade yah min, biar player f2p full senyum",bansos star jade yah biar player f p full senyum,-1
"Saya player dari awal rilis, sangat kecewa dengan : Powercreep, HP inflation, favoritism terhadap karakter tertentu ( salah satu contoh: 2 new karakter rilis 1 patch tapi promosi/animasi/kit hanya terfokus terhadap 1 karakter saja), kurangnya karakter 4*. Animasi dalam penyampaian story terasa monoton (bukan yang cutscene), black screen dan hanya tulisan dalam story tolong dikurangi. Akan saya ubah lagi kalau ada peningkatan. ohhh goddd I HATE FAVORITISM SO MUCH!",player rilis kecewa powercreep hp inflation favoritism karakter salah contoh new karakter rilis patch promosi animasi kit fokus karakter kurang karakter animasi sampai story monoton cutscene black screen tulis story rang ubah tingkat ohhh goddd hate favoritism much,0
"Banyak bug saat masuk pertempuran tiba² suka stak entah kenapa padahal sinyal bagus, terutama di farming artefak nya ampass bngt sumpah emang game ini pelit artefak sama kaya genshin l😡😡😡😡",bug masuk tempur suka stak sinyal farming artefak ampass sumpah pelit artefak kaya genshin l,17
"Ini game sudah sangat bagus untuk dimainkan, tapi masih banyak kesalahan, misalkan soal optimalisasi di beberapa hardware android, kaya fps tidak stabil, saat cutscreen juga kadang masih ada error di audio (kayak stuck gitu)",main salah optimalisasi hardware android kaya fps stabil cutscreen kadang error audio stuck gitu,-1
"Have high expectation at release (and is good),but now i don't see any future for this game anymore...scrapped it after penacony...y'all know we're tired of all BS they make and they don't listen...ngl this game might be one of the best turn base on mobile but well,it was fun when it lasted...congrats hoyo you destroy it...",high expectation release see future anymore scrapped penacony know tired bs listen ngl might one turn base mobile well fun lasted congrats hoyo destroy,1
Tidak ramah f2p karena hp boss inflasi,ramah f p hp boss inflasi,7
"Tingkatkan lagi buat nonton video klip story masih lag parah, padahal buat liat story genshin lancar",tingkat nonton video klip story lag parah lihat story genshin lancar,-1
Fun game update,fun update,5
F2P senang,f p senang,7
AWWW SUKAA,awww sukaa,32
KERENNN lag,kerennn lag,15
"itu yang ngasi rating jelek ke game ini,fomo karbit semua,cuma gara gara char baru doang.udh f2p banyak gaya😹🤣",ngasi rating jelek fomo karbit gara gara char doang f p gaya,14
Can't login with fb update,login fb update,23
Tolong untuk Map selanjutnya jangan di perbanyak lagi chestnya 30 puluhan aja cukup. kalau chestnya di kurangi lebih bagus gacha,map banyak chestnya puluh chestnya kurang gacha,-1
Cool,cool,27
setelah update terbaru game saya suka banget force close padahal di gamemode event saja bukan in fight dengan animasi. tolong lah diperbaiki sudah berkali kali. belum lagi permasalahan powercreep bikin ga nyaman,update baru suka force close gamemode event fight animasi baik kali kali masalah powercreep nyaman,-1
terlalu rakus dev nya 🗿,rakus dev,25
Gabut doang baru instal hahahahahah baka☠️☠️ turn-based,gabut doang instal hahahahahah baka turn based,-1
Bansos lancar lur,bansos lancar lur,9
"Musuh terlalu kuat yg mana hrs mewajibkan kita grinding parah utk lvl up dan itu cuma bertahan sebentar krn sekalinya pindah ke misi selanjutnya itu udh beda bgt tingkat kesulitannya, sirkel nya terus berjalan seperti itu. Mau namatin story jg susah krn lvl star blazer hrs ada di angka tertentu alhasil hrs side quest dengan reward yg sedikit bikin gacha susah apalagi untuk pendatang baru gk bs ngikutin misi event tertentu dan rate gacha kecil bgt. Top up pun gkkn worth it",musuh kuat hrs wajib grinding parah lvl tahan sebentar sekali pindah misi beda tingkat sulit sirkel jalan namatin story susah lvl star blazer hrs angka alhasil hrs side quest reward gacha susah datang bs ngikutin misi event rate gacha top gkkn worth,0
why you make nilou and alhaitham together?!,nilou alhaitham together,3
Gem paling baik like serius gem pembaik gk kaya anak tiri nya kikir banget,serius baik kaya anak tiri kikir,-1
Game terdebest ke2,terdebest,21
"Gua dh main hsr dri banner seele Ampe skrng gak pernah hoki, terus walaupun mainnya ngeframe masih tetap gua main karena ada char yg gua suka(Blade). Dikasih sih menang rate off tapi hard pity dan gacha LC malah di kasih LC bailu(itupun hard pity) ada masalah apa sih lu hoyoverse Ama gua. Kalau gua dikasih LC Blade di soft pity bakal gua naikin rate-nya, tq mihoyo",hsr dri banner seele skrng hoki main ngeframe char suka blade kasih menang rate hard pity gacha lc lc bailu itu hard pity ama kasih lc blade soft pity naikin rate tq mihoyo,-1
"Tolong powercreep nya dihilangkan, sekarang MOC dan apocalyptic shadownya sangat susah untuk mendapatkan bintang 3",powercreep hilang moc apocalyptic shadownya susah bintang,-1
I love the character design,character design,-1
Trash relic+error login,trash relic error login,23
"game nya bagus asik, cocok buat orang yang banyak kegiatan karena bisa auto play saat figth ama musuh. 🌹🌹🌹🌹",asik cocok orang giat auto figth ama musuh,-1
"Maaf y, aku hupus gk kuat bnget, jdi lemot",maaf hupus kuat lot,-1
"2 hari lalu udah download pre-update 7 GB tapi tadi setelah update di playstore malah disuruh download lagi 6 GB, mengecewakan sekali sekali update berasa download 13 GB, lain kali tidak usah memberi fitur pre-update kalau ujung2nya disuruh download update-an lagi",download pre update gb update playstore suruh download gb kecewa update asa download gb kali fitur pre update ujung suruh download update,2
Aku hanya ikut nyumbang bintang 1 aja ygy,nyumbang bintang ygy,-1
Grand opening kirain banyak wish :(,grand opening kirain wish,-1
"BAGUSSS, music : 9/10 music di game ini sangat banyak yang membekas di pikiran saya, apalagi kemunculan character baru yang bernama Robin membuat saya lebih menyukai lagu game ini story :8/10 story di game ini sangat plot twist terutama di penacony dan sangat bagus untuk di ikuti game play :7/10 sangat nyaman bermain untuk saya yang skill issue gacha :1/10 sehat sehat gem baik😁",bagusss music music bekas pikir muncul character nama robin suka lagu story story plot twist penacony ikut nyaman main skill issue gacha,-1
"Gatau kenapa pas aku download hsr di hp baru tiba tiba pas login semua tembus pandang + gelap ,ngebuat aku ga nyaman main semoga di perbaiki..",download hsr hp login tembus pandang gelap ngebuat nyaman moga baik,-1
"overall is good, but lately the game keep force close and its starting to annoys me",overall lately keep force close starting annoys,1
this game is broken,broken,-1
"Sudah bagus, cuma untuk sistem gachanya benar benar sulit harus Pity terus, dan apalagi meta yang selalu berubah",sistem gachanya sulit pity meta ubah,-1
Lumayan seru.,lumayan,-1
"animasinya bagus, tingkatkan terus",animasi tingkat,-1
"Gem nya baguss bgttt TP NGASIH EVENT NGOTAK ANJ BOSSNYA SUSAH"" SUUU TRS TEBEL"" JINGG pity",baguss bgttt tp event pikir anj bossnya susah suuu tebel jingg pity,-1
"Setelah update aplikasi game ini sering tiba-tiba stuck, black screen, force close dan harus relogin. Lucunya sebelum main, saya selalu bersihkan sampah dan cache di perangkat. Jaringan WiFi rumah stabil. Hal serupa tetap terjadi pas jam malam dan subuh. Login kembali dan karakter saya berada di tengah-tengah map. Ga bisa gerak. Pindah map/teleport ga bisa. Harus relogin lagi. Sepertinya chipset SD 845 sdh ga kuat. Mulai berat seperti Genshin. Padahal game size blm 50 GB+. Jadi malas login.",update aplikasi stuck black screen force close relogin lucu sih sampah cache perangkat jaring wifi rumah stabil jam malam subuh login karakter map gerak pindah map teleport relogin chipset sd sdh kuat berat genshin size gb malas login,-1
"Cuma 144mb pas pengunduha data dalam game malah data dalam hp penuh, padahal ruang penyimpanan masih 7,14gb",mb pengunduha data data hp penuh ruang simpan gb,-1
"walau dapet bailu di awal, dan menyelesaikan story hanya menggunakan Asta, Tingyun, MC Destruction, dan Bailu bisa tamat penacony yey. Sejauh ini game nya masih seru. turn-based",bailu selesai story asta tingyun mc destruction bailu tamat penacony yey turn based,-1
lumayan,lumayan,-1
Semangat game baik gacha,gacha,28
Masterpiece hoyo game,masterpiece hoyo,28
"Untuk gamenya udh bagus dari segi cerita dan charanya, cuman karena turnbase jadinya agak bosan sedikit.",segi cerita charanya cuman turnbase bosan,-1
Layar sering gelap saat secara tiba-tiba saat melakukan transisi banner,layar gelap transisi banner,-1
AKUN GW MANA MASA USER EMAIL DAN SERVER SAMA TAPI BEDA LAGI,akun user email server beda,23
Firefly pllllssssssss cmon gacha,firefly pllllssssssss cmon gacha,-1
"Dari story , character , map, reward udh mantep. Beda kayak game sebelah terlalu kikir. alhamdulillah walau hard pity masih bisa dpt chara nya g kayak di game sebelah. Mantaplahh semoga semakin lama semakin dermawan klau ngasih reward",story character map reward beda belah kikir alhamdulillah hard pity chara belah mantaplahh moga dermawan reward,-1
"Setelah update ini, banyak bug seperti glitch, tiba tiba keluar game sendiri, white screen. Padahal ruangan hp stabil jaringan stabil, main genshin lancar lancar aja, ini main yang lebih kecil kok glitch, mohon di perbaiki",update bug glitch white screen ruang hp stabil jaring stabil genshin lancar lancar glitch baik,-1
"Bisa ngak fitur skip ques, terlalu lama.",fitur skip ques,10
Bagaimana cara mendaftarnya?,daftar,-1
boring,boring,25
Dari grafiknya sangat bagus pity,grafik pity,21
AKU SAYANG HOYOVERSE & AKU CINTA KAFKA🥵,sayang cinta kafka,3
weee here i come momy Himeko,weee come momy himeko,1
Menarik,tarik,-1
saya tidak peduli dengan global pasvie,peduli global pasvie,31
In the next update please add more content in the game update,next update add content update,-1
Di penacony berat jir gw kalo di area rame npc,penacony berat jir area ramai npc,-1
"Game gak jelas ngabisin kuota aj,,, game gk guna masak udah nunggu download data lama banget pas udah selesai gk bisa di buka,, lol bangettt",ngabisin kuota aj masak tunggu download data selesai buka lol bangettt,-1
aga ngacurigakan deh,aga ngacurigakan deh,-1
Padahal musuhnya darah nya tinggal sedikit tapi kenapa tiba tiba keisi lagi?,musuh darah tinggal isi,-1
"Kalah rate off terus apalah, pity tinggi pula, malas 💀",kalah rate apa pity malas,-1
"Sumpah Demi apa... Aku harus ngehapus memori ku demi buat bisa main.. Aku bahkan udah ngapus foto-foto fi galeri video youtube ku sama game ku yg lain juga, ini juga penyimpanan nya harus besar kalo gk yaa... Gk bisa main.. Saran ku sih kalo kalian punya penyimpanan besar enak... 😉✌ , tapi kalo gua gk bisa jadi.. Ya gitu deh gk bisa main dengan puas",sumpah ngehapus memori ku ngapus foto foto fi galeri video youtube ku ku simpan yaa saran ku simpan enak gitu deh puas,-1
Ini game kenapa sih error jaringan mulu pas aku buka di jam 2 Siang error pas aku buka lagi jam 2 malam bagus kembali normal rusak ini game nya banner,error jaring mulu buka jam siang error buka jam malam normal rusak banner,2
Ping gk stabil coy kalo dah dibenerin ya stabil😎👍,ping stabil dibenerin stabil,-1
"Gjdi, sayang hoyo🥰",gjdi sayang hoyo,-1
"Kita liat sebaik apa yg satu ini, kalok ang keren kuta tambah",lihat ang kuta,-1
Tidak puas,puas,13
Good game gacha,gacha,28
Ga sabar nihh,sabar nihh,-1
pengalaman Barmain yang baik,alam barmain,-1
"gajelas abis update bukan nya nambah bener, malah nambah aneh, makin banyak login error code:03",gajelas abis update nambah bener nambah aneh login error code,2
"aku suka game ini, banyak karakter yang cukup bagus dan populer. story yang sangat bagus.",suka karakter populer story,11
"sampah,global passive mekanik paling sampah yang pernah gw liat😮‍💨",sampah global passive mekanik sampah lihat,31
"Setelah update patch terbaru, setiap ulti gepard atau asta fc, anehnya cuma di map tertentu aja, sebelumnya lancar",update patch baru ulti gepard asta fc aneh map lancar,-1
"Tolong story diperbaiki, kenapa sekarang buat Main story quest nya terlalu malas, banyak sekali yang buruk di patch 3.0 ini. Deskripsi tanpa animasi, eksplorasi yang sangat tedious, powercreep terlalu parah, tolong perbaiki Hoyo.",story baik story quest malas buruk patch deskripsi animasi eksplorasi tedious powercreep parah baik hoyo,0
"Baru update 1.2 di suruh dwonload 7 gb lgi, padahal udh download data semua.",update suruh dwonload gb download data,2
"When they finally add skip button to this game,im gonna give them 5 stars",finally add skip button im gonna give stars,1
"Very interesting and entertaining. Increase the consumption of stamina, I suggest pity",interesting entertaining increase consumption stamina suggest pity,1
suka,suka,32
jangan dengarkan orang brengsek B1 gacha,dengar orang brengsek b gacha,-1
Kalah rate off hard pity auto uninstal,kalah rate hard pity auto uninstal,-1
Powercreep yang sangat... Yaa you know la yah... 🤡🤡 update,powercreep yaa know la yah update,8
Pen ngunduh hanyah lama padahal wifi nyah lancar,pen ngunduh hanyah wifi lancar,-1
500.000 stellar just for your family and country?? pfffttt,stellar family country pfffttt,-1
Game ini membuat ku sange,ku sange,-1
Yang males main gehnsin karang susah jalan atau males misi mending hsr misinya gampang dan seru,males gehnsin karang susah jalan males misi mending hsr misi mudah,-1
"please, jangan turunkan ratingnya",turun ratingnya,-1
Bagus cuma ada glitch yang menggangu contoh lantai dan gedung nya hilang,glitch menggangu contoh lantai gedung hilang,-1
"Tolong dong hoyoverse,perbaiki lebih maksimal lagi untuk gamenya,saya mau login malah keluar sendiri,padahal saya suka semua game yg dari hoyoverse Loh,saya kasi 2 bintang dulu,kalau Uda diperbaiki semaksimal mungkin,mungkin saya akan tambah 3 bintang lagi.Jadi mohon bantuannya ya🙏😇",baik maksimal login suka loh bintang uda baik maksimal bintang bantu,-1
"game paling seruu, akhir-akhir ini jadi sering main hsr karna emg seru bgt. maaf belum bisa kasih bintang 5 soalnya sering erorr pas login. ga sekali dua kali, pasti selalu kejadian pas login padahal jaringannya stabil loh.. jadinya harus relog ampe 4x, buat devnya mintol di perbaiki lagi ya!",seruu hsr karna maaf bintang erorr login kali jadi login jaring stabil loh relog x devnya mintol baik,-1
Kalo dpt seele sama bronya gw kasih b5,seele bronya b,3
"Seru bingit gamenya sangat berwarna sehingga tidak mudah bosan, karakternya juga pada bagus semua dan lucu",bingit warna mudah bosan karakter lucu,19
"game ini sudah bagus buat aku, nah aku ada saran nih. sarannya tambahin fitur mabarnya ya mas hoyo",saran nih saran tambah fitur mabarnya mas hoyo,-1
hard pity tapi menang. gacha,hard pity menang gacha,-1
"Maap kak, ini saya tinggalin honkai bentar dan ada notif buat tau dah sampai mana doawnloadnya, tapi malah stak disitu situ aja padahal pas masuk gamenya dah jauh, saya harap ini diperbaiki",maap tinggalin honkai bentar notif tau doawnloadnya stak situ situ masuk harap baik,-1
Baru maen dah bosen gw bjir,maen bosan bjir,-1
Update nya 7gb yalahhh,update gb yalahhh,-1
bang hoyo pls kasih cara untuk ngeliat Pity,bang hoyo ngeliat pity,-1
Kasih menang rateoff Firefly early pitty 😭🙏🏻,menang rateoff firefly early pitty,-1
"Game nya seru, grafiknya BAGUS!!, dan karakter nya keren keren",grafik karakter,-1
terima kasih telah menciptakan satu keindahan dalam seribu keburukan di game ini,cipta indah ribu keburu,-1
"Seru? tidak ada masalah ada nya powercreep, Gue main ini karena bosen liat genshin yapping nya banyak kali genshin.",powercreep bosan lihat genshin yapping kali genshin,-1
Maaf mihoyo ini seperti nya game nya masih bermasalah/Bug saya dari tadi tidak bisa masuk ke dalam in game nya,maaf mihoyo masalah bug masuk,-1
"Powercreep gila, Hp inflasi gila (terlampau gila), Meta gila, Karakter old jadi sampah gila, Mekanik baru global passive jadi gila, Story Yapping gila, F2p JADI GILA!",powercreep gila hp inflasi gila lampau gila meta gila karakter old sampah gila mekanik global passive gila story yapping gila f p gila,0
Always good game,always,-1
This Game So Amazing🙏🙏🙏🙏🙏🙏,amazing,-1
Ping nya besar banget padahal WiFi ku dipake buat maen genshin impact aja lancar banget loh,ping wifi ku dipake maen genshin impact lancar loh,-1
"With how MOC is right now, I can't say the game progression is good. With the creator experience server and how Tribbie is so broken with E1, I really can't recommend this game to anyone. Free? Yes, but will it be enjoyable? If you like the story part, sure, you may enjoy it. But if you like combat, I would recommend you try other games. The game is moving from F2P friendly to P2W friendly. Most unit kits will be locked behind Eidolon 1 or 2 (copy). If you can afford it, well good luck. banner",moc right say progression creator experience server tribbie broken e really recommend anyone free yes enjoyable story part sure may enjoy combat would recommend try games moving f p friendly p friendly unit kits locked behind eidolon copy afford well luck banner,1
"Gameplay bagus, grafik cakep, Karakter yang memorable. Game performa baik di HP spek mid-range",grafik cakep karakter memorable performa hp spek mid range,-1
"game bgs udh bnyk bansos, intinya nikmati gameny aja ga perlu terlalu diseriusin selagi ga beri dampak buruk dihidup lu. perkara global passive doang diributin. lebay 😹",bansos inti nikmat gameny diseriusin selagi dampak buruk hidup perkara global passive doang diributin lebay,17
"Bagus sih, cuma agak ngantuk aja",ngantuk,13
Lagi lagi apa? Yak betul 👍,yak,-1
hoyoverse gak pernah gagal,gagal,-1
the only reason i play thid game bc robin and jade,reason thid bc robin jade,-1
Cerita nya asik,cerita asik,-1
bagus banget aku main ya sampe pagi sama malam lag,sampe pagi malam lag,13
"Hallo dev, ada bug dibagian kargo puzzle di xianzhou luofu ketika saya menyelesaikan puzzle..layar saya akan stuck sehingga kargo tidak mau berjalan..sudah sekitar 4-5 kali..tolong ya 👍",hallo dev bug bagi kargo puzzle xianzhou luofu selesai puzzle layar stuck kargo jalan kali,0
mksih gme baik,gme,30
Bagus klo mau buat tidur jdi nyenyak bgt wkwk tapi keren kok sip deh,tidur nyenyak wkwk sip deh,-1
"progress untuk mendapatkan stellar jade sangat lama dan repetitive, sehingga menyebabkan player F2P mudah jenuh untuk memainkan game.",progress stellar jade repetitive sebab player f p mudah jenuh main,-1
"perkembangan yang memuaskan, saya sangat menantikan perkembangan seperti apa yang akan tim developer berikan di update mendatang. Saya suka tantangan, itu meliputi hal yang menyenangkan dan menguntungkan bagi saya begitupula dengan hal yang menyukarkan atau menyebalkan dalam setiap updatenya. Saya dukung terus yang terbaik untuk game ini, ditunggu chara b4 nya.",kembang muas kembang tim developer update suka tantang liput senang untung begitupula sukar sebal updatenya dukung baik tunggu chara b,-1
Jing Yuan x Blade. :D please I NEED IT 😭,jing yuan x blade need,3
Ngasih musuh pertama Jan susah tolol gw masih ditempat es udh dikasih susah udh 89 kali gw ngulang gw jujur sekarang ini game terburuk gacha,musuh jan susah tolol tempat es kasih susah kali ngulang jujur buruk gacha,14
"Overall semua bagus, cuma bagian cut scene storynya cukup laggy.",overall cut scene cerita laggy,-1
Intinya game yang di buat Hoyoverse/Mihoyo THE BEST SEMUA bintang 5 dari 5 bintang ⭐⭐⭐⭐⭐/⭐⭐⭐⭐⭐,inti mihoyo bintang bintang,20
"Game grafik mantap, karakter desain cakep² gachanya bersahabat 🔥🔥",grafik karakter desain cakep gachanya sahabat,19
Geme nya bagus dan nuansanya diluar angkasa geravik nya juga bagus.,nuansa luar angkasa geravik,-1
give me big gacha moments xD turn-based,give big gacha moments xd turn based,1
"Maafkan aku Bang Hoyo, semangat untuk update Game Hsr nya, aku akan membantu rating B5 walaupun tak berguna",maaf bang hoyo update hsr bantu rating b guna,-1
grafiknya bagus dan fisualya bagu juga tapi GB nya bayak udah di download malah diulang lagi pen download tannya suda bayak GB yang suda habis karena gem ini,grafik fisualya bagu gb bayak download ulang pen download tan suda bayak gb suda habis,-1
Game lag parah baru verifikasi data udh fc,lag parah verifikasi data fc,-1
"Fandom Tukang Fitnah & Sok bersih, Ngatain Fandom Gi sama WW yang ngerate B1 pada mah Fandom nya sendiri yang ngerate",fandom tukang fitnah sok bersih ngatain fandom gi ww ngerate b mah fandom ngerate,-1
good update,update,5
Goodjob,goodjob,-1
saya setiap ingin memulai fight terkadang sering forced close mohon di perbaiki,fight terkadang forced close baik,-1
"Gua heran sama orang"" Yg ngasih bintang 1. Game udh bagus secara keseluruhan. HP lo aja yg kentang, jangan nyalahin game dan pihak developer nya. Lu bego apa gmna?",heran orang bintang hp lo kentang nyalahin developer bego gmna,-1
Game baik turn-based,turn based,16
Semua file saya tiba tiba terhapus semua,file hapus,5
Kok ga bisa masuk,masuk,-1
"maaf kaya nya ada sedikit bug, di quest penacony suara dari argenti ko ga ada ya? padahal char penting seperti boothil, topaz, aventurine ada",maaf kaya bug quest penacony suara argenti ko char boothil topaz aventurine,3
Overall bagus cuman sayang dibagian login selalu berat padahal sinyal udah bagus spesifikasi hp juga udah standar gamenya tolong kedepanya diperbaiki,overall cuman sayang bagi login berat sinyal spesifikasi hp standar depa baik,-1
"Menanggapi Banyak Nya Review Negatif Terkait Kit Power creep Castorice, Sebagai salah satu Veteran Player Yang bermain sejak awal game dan memiliki UID 8000**** , Reaksi orang orang terlalu berlebihan jika kamu mengapa Castorice begitu overpower maka gacha saja dia tidak ada alasan kekurangan item gacha karena sejatinya kamu tidak di wajibkan memiliki tiap karakter dan meng gacha semuanya, tapi aku setuju di bagian di mana Bos di HSR mendapatkan Nerf daripada karakter baru dengan power creep gacha",tanggap review negatif kait kit power creep castorice salah veteran player main milik uid reaksi orang orang castorice overpower gacha alas kurang item gacha sejati wajib milik karakter meng gacha tuju bos hsr nerf karakter power creep gacha,0
Semoga update nya bisa bagus,moga update,7
"Seru dan nyaman untuk di mainkan dalam jangka waktu yang lama, dan lagu yang di exprest sangat nyaman untuk di dengarkan, serasa sedang perjalanan yang jauh",nyaman main jangka lagu exprest nyaman dengar serasa jalan,-1
"Loadingnya suka error, baru ditinggal sehari, login lgi disuru update. Udh gitu tulisannya jaringan jelek pdhl dibuat game hoyo yg lain aman² aja jaringan.",loadingnya suka error tinggal hari login disuru update gitu tulis jaring jelek pdhl hoyo aman jaring,2
"sangat bagus,story juga bagus, tapi saran kasih bansos yang banyak ya😁 pity",story saran bansos pity,9
"Why i can't log in, The Announcement said Internet Error and force me to reboot but my internet doesn't have any problem, i can do anything else except log in to this game",log announcement said internet error force reboot internet problem anything else except log,1
Udah seru main baru abis prog masuk kamar dan hang aman pas masuk kamar marc 7 malah nge bug download ulang sama aja udah mulai jatuh hati saya sama game nya malah ke gini mudah mudahan di update selanjutnya saya bisa maen lagi yah walaupun udah saya unistal juga game nya banner,abis prog masuk kamar hang aman masuk kamar marc nge bug download ulang jatuh hati gin mudah mudah update maen yah unistal banner,-1
"Keren asli, mulai dari desain karakter, grafik, fitur, animasi, dan yang paling bikin terpukau ada di story nya yang bener² gila...",asli desain karakter grafik fitur animasi pukau story bener gila,19
Game yang sangat menarik dan graphis juga keren 👍,tarik graphis,-1
Man banyak banget dramanya,man drama,-1
"Semua bagus,grafik,voice,cerita semua bagus,,,,tapi pas mau login,kenapa ngframe banget ya,,jadi agak lama masuknya,padahal di in game rata kanan lancar",grafik voice cerita login ngframe masuk kanan lancar,-1
"Gameplay Ok,cerita ok,yg kurang sistem gacha character sama relic",cerita sistem gacha character relic,-1
Game yang bagus semongah misi ceritanya segerah adetan,semongah misi cerita gerah adetan,11
Berikan aku gepard hoyooo,gepard hoyooo,-1
Good enough.,enough,30
My fav so far.,fav far,27
Ini gema nya seru dan keren,gema,6
Aku berenti main min . Hp ku graphic nya ga kuat hehe,renti hp ku graphic kuat hehe,-1
"gem baik, hiraukan ulasan *1 pity",hirau ulas pity,-1
Game terbaik untuk saat ini,baik,20
ntahlah,ntahlah,4
Iyh,iyh,4
Susah login -_-,susah login,-1
game baik mantap lag,lag,22
pingin himeko😿 gacha,pingin himeko gacha,-1
"game seru dan menarik event nya, story yang benar² bagus turn-based",tarik event story turn based,-1
Semoga kedepannya ada tombol skip ya klo cerita yang gk penting lag,moga depan tombol skip cerita lag,-1
"saya sangat suka dengan game ini , semenjak update 3.2 gamenya menjadi semakin seru dengan cut scene yang epic , story yang cukup panjang + menarik dan event yang bagus juga , jujur saya tidak terlalu menanggapi global phassive nya castorice karna itu tidak terlalu op juga , semoga gamenya di update kedepannya nanti bertambah bagus dari cut scene dan story nya juga , itu saja pendapat dari saya 🙏",suka semenjak update cut scene epic story tarik event jujur tanggap global phassive castorice karna op moga update depan tambah cut scene story dapat,-1
overall game nya bagus,overall,-1
"Terima kasih game baik , kamu memang terbaik dibandingkan dengan game kikir impact",baik banding kikir impact,-1
Maaf min menganggu saya udh level mentok LV 70 ya gpp gak ada hadiah lagi cuma bisa tidak saya minta tolong update kan movie ulang misi utama nya semua min saya lihat di Honkai impact bisa kita nonton ulang lagi biar gak bosen dan gak lupa kita sama jalan ceritanya min bisa tidak ya min maaf merepotkan ya,maaf menganggu level mentok lv gpp hadiah update movie ulang misi utama lihat honkai impact nonton ulang biar bosan lupa jalan cerita maaf repot,0
Bagus banget G usah nanya lagi,nanya,-1
"ok makasi hoyoverse, akun aku hoki sekarang, wajar orang imut, dapet berkah makanya",makas akun hoki wajar orang imut berkah,-1
"Game baik Kasih aku Gilgamesh, Shirou, Artoria pendragon dong",gilgamesh shirou artoria dragon,12
Good banner,banner,24
"Game bagus, tapi cara main tlalu monoton dan terkesan membosan kan, sistem gacha yg sulit dan terkesan pelit.",tlalu monoton kes bos sistem gacha sulit kes pelit,14
"bagus game nya, tapi kenapa fitur download tapi keluar dari aplikasi di ilangin? padahal itu membantu banget, biar gk bosen nunggu, mending adain lagi kayak genshin.",fitur download aplikasi ilangin bantu biar bosan tunggu mending adakan genshin,-1
Bagus ngab,ngab,6
"game ini dari story telling yang sumpah bagus bangettt!!!!, dari awal main aku nggak bisa berhenti, emang sih game hoyoverse dari dulu nggak pernah ngecewain,",story telling sumpah bangettt henti ngecewain,-1
Sehat sehat game baik #SelamatkanHSR,selamatkanhsr,30
Dapet imbibitor lunae 10x pertama Gacor kang😋 gacha,imbibitor lunae x gacor kang gacha,-1
Mohon perbaiki bug hilang texture di beberapa device contohnya di device yang Chipsetnya Helio G35,baik bug hilang texture device contoh device chipsetnya hio,-1
