content,clean_final,pred_topic
tolong benerin lah yang buat pembuat nya masa setiap mau login layar selalu hitam terus kan pemain nya jadi terganggu akan hal itu tolong buat hoyovers benerin dulu bug itu biar ga repot,benerin buat login layar hitam main ganggu hoyovers benerin bug biar repot,-1
Sangat sedih karena orang indo pada ga bisa baca Semuanya baca tanggal 26 baru bisa login sekarang cuma download dulu lag,sedih orang indo baca baca tanggal login download lag,26
Sudah main cukup lama dari setelah seminggu pre-rilis ini game best salah satu obat tidur juga kalo Insomnia hehehe,minggu pre rilis salah obat tidur insomnia hehehe,-1
It's Fun and Nostalgic,fun nostalgic,-1
it's just getting more and more greedier.,getting greedier,5
game yang sangat bagus dalam story dan sangat cocok dimainkan ketika gabut,story cocok main gabut,-1
"Fitur skip dialog seperti ZZZ tolol, malas dengar bacot mulu",fitur skip dialog zzz tolol malas dengar bicara mulu,-1
Udah keliatan kan bintangnya?,liat bintang,3
Sukses terus game baik😋,sukses,-1
Game nya Seru moga Ada Fitur ngehamilin,fitur ngehamilin,29
5star for honkai star rail turn-based,star honkai star rail turn based,8
"powercrepe, globalpassive, hard pity, tdk pernah menang rate off gacha, pay to win selalu muncul di game hoyo",powercrepe globalpassive hard pity menang rate gacha pay win muncul hoyo,8
"Can I explain something? I'm already Ar 65, why is the event difficult? My character is not strong against any opponent, please make it easier, everything is hard, so I decided to retire, I hope you read it",explain something already ar event difficult character strong opponent easier everything hard decided retire hope read,4
Semoga kafka pulang ke akun ku😋😋😋,moga kafka pulang akun ku,-1
"Apapun yang terjadi, aku tetap cinta ni game 😋❤️",apa cinta,-1
"Dari semua game hoyoverse aku paling suka sama Star Rail. Karna maennya santai grafik memanjakan mata, apalagi gacha nya gak pelit. Beda ama yg 1 lagi (GI).",suka star rail karna maennya santai grafik manja mata gacha pelit beda ama gi,18
"Gameplay gamenya enak , meskipun aku ngak terlalu suka game turn base tapi ok lah untuk game yg satu ini , apalagi desain dari setiap karakter nya yg bagus 😁😁",enak suka turn base desain karakter,11
"Bagus sih suka sama story nya walaupun chipset helio tapi masih sanggup buat main cuma ya itu lama lama ruang penyimpanan habis makanya uninstall walaupun masih kepengen banget main, saya sukanya di event selalu ngasih event cuma cuma (gak pelit) ngasih karakter B5 buat yang main tapi gak pernah top up karena uang low budget hehe update terus Hoyovers biar makin di kenal game barunya 😆😆",suka story chipset hio sanggup ruang simpan habis uninstall ken suka event event pelit karakter b top uang low budget hehe update hoyovers biar kenal baru,-1
"WOI TOLOL (FANDOM KIKIR)! KALAU KALIAN GAK TERIMA HADIAH KALIAN AMPAS, JANGAN PROTES KESINI PROTES KE GENSHIN ATAU LUO YUHAO (DIREKTUR GENSHIN) GINI NIH PLAYER KIKIR GAK TERIMA FAKTA! banner",woi tolol fandom kikir hadiah ampas protes kesini protes genshin luo yuhao direktur genshin gin nih player kikir fakta banner,-1
seru dan bagus ga kaya ml,kaya ml,-1
ngen t∆∆d pity,ngen pity,2
powercreep gila,powercreep gila,14
Kafka gak pulang B1,kafka pulang b,-1
gamenya bagus banner,banner,27
"Overall game ini bagus banget, plot cerita nya sangat rekomended banget untuk diikuti, item mudah di dapat, grafik luar angkasa dengan kombinasi teknologi dan gaya hidup di IRL sangat menarik untuk dijelajahi, karakter dalam game memiliki pribadi yang unik jadi mendukung banget di alur cerita. Game santai yang rekomendasi kan banget untuk mengisi waktu luang. Namun, untuk kedepannya developer harap memperbaiki bug yang muncul terutama di pengguna mobile, kadang layar sering hitam.",overall plot cerita rekomended ikut item mudah grafik angkasa kombinasi teknologi gaya hidup irl tarik jajah karakter milik pribadi unik dukung alur cerita santai rekomendasi isi luang depan developer harap baik bug muncul guna mobile kadang layar hitam,1
power creept terlalu parah,power creept parah,14
Terlalu banyak text di story dibandingkan visual dan tidak bisa di skip textnya....,text story banding visual skip textnya,11
Omagaaaaaa pre download coy,omagaaaaaa pre download,-1
aku suka gamenya,suka,22
mantap gamenya ga bosenin,bosan,16
sangat bagus pity,pity,24
gacor,gacor,-1
Bagus sih dan juga yg kusukai adalah ke 9 cowok nya yg suka stelle yg ku gunakan...tapi musuh nya kuat aku coba lagi tapi mati terus..ya udah aku hapus deh,suka cowok suka stelle ku musuh kuat coba mati hapus deh,-1
"Semua mekaniknya bisa dikemas rapi dan unik, salah satu contohnya itu sistem role dan elemen yang berbeda dari game turn based lain, itu merupakan hal paling gua suka dari game ini. Cuma kekurangannya satu, gak ada tombol skip dialog cok! Kalo ngerjain side quest yang numpuk, bosen+ngantuk pas bagian dialognya. Kalo bisa tambahin lah tombol skip dialog, seenggaknya di side quest ditambahin lah jadinya kalo login cuma mau ngerjain side quest tuh gak makan banyak waktu.",mekanik kemas rapi unik salah contoh sistem role elemen beda turn based suka kurang tombol skip dialog cok ngerjain side quest numpuk bosan ngantuk dialog tambah tombol skip dialog enggak side quest ditambahin login ngerjain side quest tuh makan,-1
Game nya lumayan bagus tapi kadang mbosenin sama jengkelin gara gara percakapan npc yg terlalu lama dan musuh yang sedikit wusan,lumayan kadang mbosenin jengkelin gara gara cakap npc musuh wusan,-1
"Cocok untuk dimainkan yang sedang bosan, mempunyai Stellar jade yang banyak bisa mempunyai rekan-rekan banyak dan juga mempunyai husbu atau waifu terbaru, Rekan-rekanny lucu-lucu ,Tamvan-tamvan, Cantik-cantik semua! Gue suka!, storyny jg mengasikkan bagi ku, untuk Honkai Star Rail ku ksih 5 Bintang! Ehek! turn-based",cocok main bosan stellar jade rekan rekan husbu waifu baru rekan rekanny lucu lucu tamvan tamvan cantik cantik suka storyny mengasikkan ku honkai star rail ku ksih bintang ehek turn based,-1
I LOVE THIS GAMEE. THEY GAVE ME E1 RATIO AND HIS SIGNATURE IN 1'ST PULL,gamee gave e ratio signature st pull,8
"Mohon maaf untuk pihak developer saya memohon pemperbaiki game ini karna saat membuka game ini Hp saya mati sendiri padahal game setara genshin impact masih bisa saya mainin tanpa masalah oleh karena itu saya mohon kepada pihak developer untuk memperbaiki masalah ini. Perangkat yang saya gunakan adalah Vivo nama perangkatnya V2022y dengan prosesor Qualcomm® Snapdragon™ 665 dan GPU Adreno (TM) 610, lalu Ram 8 GB dengan penyimpanan 128 GB",maaf developer mohon pemperbaiki karna buka hp mati tara genshin impact mainin developer baik perangkat vivo nama perangkat v prosesor qualcomm snapdragon gpu adreno tm ram gb simpan gb,-1
More event u bastard,event u bastard,8
"Nice job hoyoverse but can you optimize it again, when my game cutscenes sound bad and stuttering",job optimize cutscenes sound bad stuttering,4
Plisss kenapa pas mengunduh data itu suka keluar sendiri... Jadi gak selesai2 woi capek gue.. padahal mau maiN juga T_T ... perasaan loading genshin impact lancar2 aja.. kenapa honkai begini dah? WHYYYY?????! turn-based,unduh data suka selesai woi lelah asa loading genshin impact lancar honkai whyyyy turn based,-1
awas kalo gacha gw ampas,awas gacha ampas,6
"Mau masuk selalu penuh. Walaupun udh di tunggu sampe sore pun tetap penuh, bahkan jika bisa masuk, mainnya cuma bisa bentar 🙃",masuk penuh tunggu sampe sore penuh masuk main bentar,-1
aku fomo hate global passive gacha,fomo hate global passive gacha,8
Game nya seru tapi Loading nya lama padahal aku sudah nunggu lama,loading tunggu,-1
"What? Yes, High quality game",yes high quality,5
Tolong cepat munculkan event,cepat muncul event,-1
game kikir,kikir,2
Game baik developer baik emng terbaik lah mantap punya gokil gila,developer emng baik gokil gila,-1
Screen hitam terus saat masuk update,screen hitam masuk update,17
"gamenya bagus dan balance,cuman saran aku tambahin multiplayer hoyopers biar bisa mabar soalnya aku temennya sedikit🙏🙏😭",balance cuman saran tambah multiplayer hoyopers biar mabar temennya,-1
Apa ini cok gua login lama bener buang waktu ini,cok login bener buang,-1
Wellplay,wellplay,21
Kenapa min kok gua susah login... Login lewat FB.akun google kenapa nggk bisa masuk min selalu ada tulisan login error' Mulu kenapa min,susah login login fb akun google nggk masuk tulis login error mulu,19
"Game Simpel Bertem Open World, Kekuarangan nya Hanya Satu. Tidak Bisa Lompat, Padahak Jika Bisa Terbang"" Atau Loncat"" Bakal Seru, Apalagi Bisa Naik Ke Atap"" Rumah Dll. Itu Saja Kelemahan Nya. Saran Saya Lebih Di Bebasin Lagi Aktivitas nya Supaya Player Tidak Bosan 🙏",simpel tem open world arang lompat padahak terbang loncat atap rumah dll lemah saran bebasin aktivitas player bosan,-1
"Gk jelas gem nya lodingnya Lama banget tolong diperbaiki gemnya jika sudah di perbaiki akan saya coba download lagi, mks🙏🏻",lodingnya baik baik coba download mks,-1
seele wangy bngt cokkkk ah ah ah gacha,seele wangy cokkkk ah ah ah gacha,6
game vaf,vaf,25
"Please lah menang 50:50 sekali aja :""D",menang,21
menurutku dari segi cerita HSR bagus banget sih apalagi pas arc penacony banyak plot twistnya🤭,turut segi cerita hsr arc penacony plot twistnya,11
Datanya ampe 7giga,data giga,3
Untuk gameplay dan ceritanya udah bagus tapi perbaiki beberapa bug yang mengganggu update,cerita baik bug ganggu update,-1
"Bintang 5 🌟+++++..!!! Seneng banget..! Walau gak dapet Seele, Luocha, Jingyuan, Blade dll. Tapi setidaknya dapet satu karakter inceran yaitu KAFKA..! Sekali gacha pula><. Grafiknya juga bagus buangeeeeet, ceritanya menarik dan Karakternya Cuakep n Kece parah..! Gampang juga buat dapetin stellar jade. Love love gacha",bintang neng seele luocha jingyuan blade dll karakter inceran kafka gacha grafik buangeeeeet cerita tarik karakter cuakep n kece parah mudah stellar jade gacha,-1
Hoyo kikir banner,hoyo kikir banner,2
Game jembut masa udah download disuruh download lagi sih mana gede banget update,jembut download suruh download gede update,26
nice update,update,9
kadang nge bug karakter nyangkut pas mau gikuti karakter kalo kita jalan dipojokan,kadang nge bug karakter nyangkut gikuti karakter jalan pojok,-1
"Sangat baik 👍 Walaupun di awal harus mendownload sekitar 7 gb, untuk full nya sekitar 8gb",mendownload gb full gb,-1
"Ini yang komplain knp dah, emang yang bisa dinikmati end game content nya doang? Ga 100% kelar juga gpp kali, kaya hiduplu cuma game doang 🤡. Udh f2p ga mau spend duit seperserpun minta feedback nya segunung 🤡🤡",komplain nikmat end content doang kelar gpp kali kaya hiduplu doang f p spend duit seperserpun feedback gunung,12
Panjang umur terus game baik,umur,-1
jelek cuy ngelag hp gua,jelek cuy ngelag hp,0
Kasih Hoki Lah Cik Sekali Kali,hoki cik kali,-1
"Bagus bgt game nya gak berat di hp, keren juga game nya, terimakasih honkai",berat hp honkai,-1
Di redmi 9t sering ngalag pas battle,redmi ngalag battle,-1
Sangat bagus cocok untuk orang pintar strategi,cocok orang pintar strategi,-1
gamenya kerenn abiesss apalagi ada castoo bakal enak main moc dll thankss mihoyoo🤩 banner,kerenn abiesss castoo enak moc dll thankss mihoyoo banner,-1
halo hoyoverse knp pas aku gacha dapetnya buku mulu aku sangat menyesal 🫠🫠🫠🫠🫠🫠🫠🫠😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭❤️,halo gacha dapetnya buku mulu sesal,0
"Mksh game baik, sehat2 selalu🙏😘",mksh,7
Mang ea,mang ea,-1
Saya telah melakukan praunduh tetapi harus mengunduh ulang sebesar non- praunduh.,praunduh unduh ulang non praunduh,-1
Ini gimana ya saya update data di awal saya tunggu padahal sudah 97% tapi ko ngulang lagi,gimana update data tunggu ko ngulang,-1
"mau download tapi datanya 40gb ntar kalo udah upgrade device gw download, karna game ini bagus banget turn-based",download data gb upgrade device download karna turn based,-1
"Overall bagus bintang 5 sih. Dari segi gameplay maupun art bagus bgt seru, ceritanya juga menarik. Untuk karakter, light cone, relic sudah bagus. Selama aku main gamenya gak ada kendala apapun.",overall bintang segi art cerita tarik karakter light cone relic kendala apa,11
"Bagus semua, tapi kadang kadang ada bug aja sih",kadang kadang bug,3
Game yang sangat menarik dan seru!!,tarik,3
"Good game. Many new events, various gameplay mode, many rewards too. It just gacha system, 50/50 chance for limited character in pity is really annoying. Many other player also annoyed by this 50/50 chance. You should make guarantee highlight banner character for 1st, and then 50/50 for rest eidolos upgrade. And pls reduce game size if possible. It's just too big size turn-based",many new events various mode many rewards gacha system chance limited character pity really annoying many player also annoyed chance guarantee highlight banner character st rest eidolos upgrade reduce size possible big size turn based,4
Game Baik lag,lag,3
owh,owh,7
good game but just for P2W,p,13
Ini game emang terbaik,baik,-1
dulu ketika teman saya bermain game ini saya merasa ini hanyalah game turn-based biasa tetapi setelah saya bermain game ini ternyata game ini di luar ekspektasi saya yang mengira ini hanyalah game yang membosankan tetapi mindset ku dipatahkan setelah saya mencoba game nya secara langsung,teman main turn based main ekspektasi bosan mindset ku patah coba langsung,-1
"tidak seperti kk nya kikir impact, dimn HSR ini ramah terhadap semua player turn-based",kk kikir impact dimn hsr ramah player turn based,-1
"klo hard pity kalah rate off, gua balik ganti b1 hehe",hard pity kalah rate ganti b hehe,0
Masih bagusan arknek lag,bagus arknek lag,-1
Aku mencintai game ini,cinta,-1
"game terbaik,jangan sampai jatuh 🔥 dan mohon dengarkan kata player",baik jatuh dengar player,20
Keren habis,habis,3
"aku gak tau apa yang terjadi di sini overall game nya bagus aja karakter baru belum liris udah hujat aja kalo karakter baru nya udah liris kan nanti ada perubahan kalo ada karakter baru ,makanya aku gak terlalu ngikutin meta karena lebih enak buat meta sendiri karena enak sambil mencoba untuk global passiv menurut aku ya keunikan karakter lagian aku sebagai f2p kayak nya ok ok aja",tau overall karakter liris hujat karakter liris ubah karakter ngikutin meta enak meta enak coba global passiv uni karakter f p,1
"Mau beri bintang lima tapi akhir akhir ini sering freeze gamenya dan juga baru kali ini buat HP saya restart, mohon di perbaiki ya soalnya di 1.0 di ada masalahnya sama sekali.",bintang freeze kali hp restart baik,26
Buruk padahal ram udh 8 giga tapi masih panas kelewatan,buruk ram giga panas lewat,-1
Tolong diperbaiki lagi tadi main ada bug eror gk bisa bercakapan,baik bug eror cakap,20
"Masuk nya lama, padahal login di game lain pake data seluler cepet tapi pas login game ini lama banget",masuk login pake data seluler cepet login,-1
"kenapa sih Quest Story nya harus di pisah gk di sejajarin aja kan jadi bingung harus ngerjain yg mana dulu, biar sesuai sama Alur Ceritanya!",quest story pisah sejajarin bingung ngerjain biar sesuai alur cerita,18
The best turn base game,turn base,10
"Ini kenapa ngehang habis update 4 gb? Tiap battle langsung ngehang n akhirnya harus paksa direstart, Apakah tidak ada solusi untuk masalah sy? Per hari ini sudah update pas battle main auto 6x masih ngehang 😅 - ngehang pas main crimson - event baru lancar",ngehang habis update gb battle langsung ngehang n paksa direstart solusi update battle auto x ngehang ngehang crimson event lancar,23
"sangatt detaill,bagus juga character building nya",sangatt detaill character building,5
Game gajelas gabisa login,gajelas gabisa login,-1
"seluruhnya bagus mungkin cuman bug atau powercreep but selebihnya baguss, makasih untuk setiap bansos yang diberikan, jangan dengerin orang fomo hoyo mereka pada ga tau diri dikasih hati Malah minta jantung, kalo gak suka gak usah pull, kalo suka tinggal pull toh dikasih bansos 30 pull bersyukur lu pada",cuman bug powercreep lebih baguss bansos dengerin orang fomo hoyo tau kasih hati jantung suka pull suka tinggal pull kasih bansos pull syukur,12
"karna firefly istri gw,gw ksi 5",karna firefly istri ksi,-1
"Gua naikin bintangnya, udah mulai ada kemajuan pada sistem gamenya. Mulai dari kelancaran bermain di spek entry level mulai lancar(gua mainnya di server tw) tapi untuk sinyal masih sangat lemot dan jaringan itu terkadang merah dan tidak seimbang, kadang lancar kadang lemot banget. Sama satu lagi kalo pas scene jangan terlalu berat dong buat jalanin scene apalagi pas story. Ok gutu aja semoga semakin disempurnakan lagi Hoyoverse",naikin bintang maju sistem lancar main spek entry level lancar main server tw sinyal lot jaring terkadang merah imbang kadang lancar kadang lot scene berat jalanin scene story gutu moga sempurna,-1
Sebelum izin meng kritik bahwa di update pacth ini ada bug di bagian langit Atau baground nya tolong di perbaiki untuk kenyamanan kami,izin meng kritik update pacth bug langit baground baik nyaman,-1
Mihoyoo,mihoyoo,25
"Muncul flare/area berwarna ungu, saya tidak menemukan solusi perbaiki",muncul flare area warna ungu temu solusi baik,-1
"Dari dulu sampai skrg suka dgn game turn base... Semoga banner JingYuan, bisa dpt",skrg suka turn base moga banner jingyuan,-1
lmao,lmao,25
No skip so freak,skip freak,3
The best turn-based RPG Game. I Like it👍,turn based rpg,10
"ini yang ikutan nge rating B1 player new ini mah sama fomo doang😹,atau ga player yang pindahan dari game lain😹, padahal mah pasti penghuni asli hsr sama Sepuh asli hsr kaga ikutan nge hate+nge spam B1🗿",ikut nge rating b player new mah fomo doang player pindah mah huni asli hsr sepuh asli hsr ikut nge hate nge spam b,12
Saya mau download data untuk akun baru tapi kok malah ga bisa download data lagi katany global eror gimana sih saya malah ga bisa maen,download data akun download data katany global eror gimana maen,-1
"bgus buat nyatai, update juga lumayan bagiku pokoknya bgus 👍",bgus nyata update lumayan bagi pokok bgus,18
"Game nya sudah bagus, saran tolong tambahkan mode Co-op supaya bisa gamenya jadi lebih seru dan berkembang lagi karena pasti sangat cocok game ini. bisa dengan cara co-op lawan boss karakter nya di bagi menjadi dua char untuk satu player dan menyerang secara bergantian bisa membuat dengan cara tim terdiri dari 3 orang jadi char yang di main kan ada 6 dan pemain nnti bisa mengatur strategi nya masing masing untuk melawan bos dan tentumya perlu penyesuaian dri pihak pengembang game.",saran tambah mode co op kembang cocok co op lawan boss karakter char player serang ganti tim orang char main atur strategi lawan bos tentumya sesuai dri kembang,1
Ngestuk di loading,ngestuk loading,-1
Game baik tapi....cerita buruk,cerita buruk,13
"Game pertama yg betah d mainkan. Ceritanya menarik, tp yg jadi kekuatannya itu karakter yg bagus2 Bahkan klo males mainin story'y, seru2 aja log in tiap hari buat build up dan ngumpulin semua chara",betah main cerita tarik tp kuat karakter males mainin story log build kumpul chara,-1
"gamenya bagus, cuma kadang pas mau masuk pertempuran suka keluar2 sendiri, jadinya harus loading gamenya dari awal lagi",kadang masuk tempur suka loading,-1
global pasif adalah hal yang baru dan berbeda tapi jika kalian akan menambahkan elemen nya kalian juga harus berfikir dampaknya jangan sampai itu merusak game kalian menambahkan fitur itu seakan kita harus membeli karakter yang memiliki global pasif dan karakter itu jelas lebih baik dari yang lain ini adalah inovasi baru dalam game bergenre seperti ini tapi ingat jangan sampai karena itu ini dapat merusak game (yang menikmati game ini adalah player bukan developer!),global pasif beda elemen berfikir dampak rusak fitur akan beli karakter milik global pasif karakter inovasi genre rusak nikmat player developer,1
Grafik elit Gaca sulit pelit kin twill,grafik elit gaca sulit pelit kin twill,-1
"Somehow on my device (Infinix note 12) after 1.1 patch if a cutscene play it will just blinking everytime, and i though after this 1.2 patch this bug will be fix. But it is getting worst pls fix this because I can't even play the game anymore since i got stuck in the cutscene",somehow device infinix note patch cutscene blinking everytime though patch bug fix getting worst fix even anymore since got stuck cutscene,4
Dasar game sampah gacha,dasar sampah gacha,6
Kenapa saat pas ketemu asta auto close developer tolong diperiksa untuk kenyamanan bermain.,ketemu asta auto close developer periksa nyaman main,23
Hoyoverse Tolong dong gift nya dibanyakin Kayak Game One punch man kek Dapetnya dikit amat,gift dibanyakin one punch man dapetnya dikit,-1
seperti biasa. terlalu banyak black screen yang sangat legendaris.,black screen legendaris,-1
"game nya bagus maupun dari segi mana pun, story, map semua nya bagus min menurut ku gak ada yang kurang dari game nya, bansos nya pun lancar.",segi story map ku bansos lancar,-1
"rilis 4 star omg, stop being so bias so 5 star char",rilis star omg stop bias star char,8
..DARK SISTEM FOR GACHA :3,dark sistem gacha,15
"harap global pasive di ilangin🙏🙏🙏,ini bisa merusak efesien main game.bisa jadi membosankan.",harap global pasive ilangin rusak efesien bosan,-1
Banyak bug mau ultimate aja gak bisa jalan waktu scene wolf,bug ultimate jalan scene wolf,5
Tolong karakter jingyuan jangan di Rerun lgi yah selamanya 🙏,karakter jingyuan rerun yah,-1
Log in error update,log error update,17
Genshin Could never,genshin could never,5
OPTIMIZE THE CUTSCEEEEEN if you want your game playable in mobile optimize the size!!!! 😡,optimize cutsceeeeen want playable mobile optimize size,4
"Jadi sering force close dan ngedrop, padahal sebelum update permainan lebih lancar. update",force close ngedrop update main lancar update,-1
"Its fine, but after a while it gets boring.. likee a lack of things to do, laggy, and others, its still cool even tho i already uninstalled the app",fine gets boring likee lack things laggy others still cool even tho already uninstalled aplikasi,4
character yang bagus terutama castorice itu yang bilang mengganggu fomo doang itu lanjutkan aja min 👍,character castorice bilang ganggu fomo doang lanjut,-1
"experience saya main honkai star rail menurut saya seru, karena alur ceritanya juga seru. tetapi ini game juga akan bagus kalau di hp yang ram nya lumayan gede (tidak untuk hp dibawah ram 6 dan hp kentang) banner",experience honkai star rail alur cerita hp ram lumayan gede hp bawah ram hp kentang banner,-1
Game nya bagus cuma loading nya lama tapi selain itu semuanya bagus tapi tolong diperbaiki kadang masih ada bug nya,loading baik kadang bug,-1
Good lah pity,pity,24
Game gak jelas padahal udah unduh sumber data malahh unduh lagii!!! Pls di fix update,unduh sumber data malahh unduh lagi fix update,-1
agak kecewa sama versi yang sekarang,kecewa versi,16
"Unutk developer kok gamenya gak bisa login, saat buka aplikasi gamenya hanya ada blacksreen trus untuk pihak game mohon dimengerti lag",unutk developer login buka aplikasi blacksreen erti lag,-1
"Tambahin lagi action animasinya, teka teki bisa lebih variatif lagi, jangan bisa pemain kecewa jangan mau kalah cerita sama game Honkai Impact gpp dah hasil keluar lama tapi asal cerita tambah lebih seru dan menarik, pentingin kualitas aja kuantitasnya belakangan",tambah action animasi teka teki variatif main kecewa kalah cerita honkai impact gpp hasil cerita tarik pentingin kualitas kuantitas,-1
"Gameplay seru meskipun kurang suka genre turn base tapi game ini membuat saya tertarik bermain, desain karakter yang memukau serta efek yang keren, mekanik yang disajikan puj tidak terlalu rumit tetapi perlu pemikiran yang mantap untuk menyelesaikan tantangan yang tersedia saat ini sehingga lebih seru dan menantang",suka genre turn base tarik main desain karakter pukau efek mekanik saji puj rumit pikir selesai tantang sedia tantang,1
"tetap dikembangkan, game ini adalah game yang membuat saya stick pada game mihoyo, tidak pelit dan dari segi cerita sangat enjoyable. terimakasih. banner",kembang stick mihoyo pelit segi cerita enjoyable banner,-1
Kepingin dpt kafka:),kepingin kafka,-1
Gua bukan whealer gimana ta1,whealer gimana ta,-1
Mohon optimalkan lagi untuk chipset Snapdragon 870,optimal chipset snapdragon,-1
Game gila. Damage udah nyentuh puluhan juta cuma geli2 doang ke kroco...lawan bos ampe mau setengah jam. Dah kek orang gblk liatin adu baku hantam..seru kaga ngebosenin iyee update,gila damage nyentuh puluh juta geli doang kroco lawan bos jam orang gblk liatin adu baku hantam ngebosenin iyee update,12
"game nya sangat bagus, btw yang bilang power creep gila berarti build issue,",btw bilang power creep gila build issue,-1
Like usual!,usual,13
mid,mid,13
powercreep nya tolong lebih di perhatikan le pity,powercreep perhati le pity,14
Kenapa gem ya harus daftar dulu dan pas aku daftar gak bisa 🤬,daftar daftar,-1
"Storytelling : Ampas. kamera pov minim, karakter minim ekspresi. Story : Mungkin ceritanya bagus?, tapi gw gk peduli mau sebagus apa kalo penyajiannya buruk + panjang bngt, gk ada skip button. Gameplay : Penyakit powercreep gila Visual : Grafik ps1. Ada banyak npc yng burik costumenya kotak kotak, padahal pake grafik mentok. NPC nya designnya juga jelek, dsur ulang mulu. Overall yang bagus cuman trailer char",storytelling ampas kamera pov minim karakter minim ekspresi story cerita peduli bagus saji buruk skip button sakit powercreep gila visual grafik ps npc burik costumenya kotak kotak pake grafik mentok npc designnya jelek dsur ulang mulu overall cuman trailer char,1
Keren game nya turn-based,turn based,10
Kerja Bagus,kerja,-1
Game baik lag,lag,3
Stuck di loding mulu njeng padhal memo bnyk dll gkad masalah,stuck loding mulu njeng padhal memo dll gkad,0
bagus hehe,hehe,7
"Okelaah,, belom ada yang bisa gantiin but.. Sizenya lumayan BADAK 🗿",okelaah bom gantiin sizenya lumayan badak,-1
"Game nya bagus, karakternya juga cakep², Best lah pokoknya 😇👍 update",karakter cakep pokok update,-1
"Aku tidak bercanda ketika mengatakan kalau gamenya begitu 'grindy'. Untuk relic, main stat gacha, sub-stat gacha, bahkan ketika dinaikkan pun gacha. Tidakkah itu berlebihan? Bagi player baru pun rasanya terlalu sulit untuk menyelesaikan konten seperti MoC atau PF, padahal dari itulah pendapatan Stellar Jade yang utama bukan? Alhasil sulit untuk mendapatkan karakter yang hendak di-pull. Padahal karakter itu cukup kuat untuk menambal kekurangan. Bam! Terjadilah pusaran yang sangat membelenggu.",canda grindy relic stat gacha sub stat gacha naik gacha player sulit selesai konten moc pf dapat stellar jade utama alhasil sulit karakter pull karakter kuat tambal kurang bam pusar belenggu,1
"Masih Belom Optimal, semoga kedepannya lebih di optimalkan",bom optimal moga depan optimal,-1
"Bansos nya lebih enak dari pada game sebelah (genshin) udah 2 tahun maen bansos nya kurang (cape bgt asli , MIHOYO PELITTT)",bansos enak belah genshin maen bansos cape asli mihoyo pelittt,-1
Kayak gimana sih game-nya?,gimana,-1
"Bagus gamenya, ceritanya menarik dan updatenya gak terlalu lama kayak ekhem.",cerita tarik updatenya ekhem,20
"Mantap , good game update",update,9
panjang umur game baiq gacha,umur gacha,15
"Yang punya masalah bug dan lainnya, saya ga nemu. Masalah global pasive castorice, powercreep apalah itu, lu tinggal main aja, kalo mau gacha kalo gak ya udah apa susahnya, lawan bot doang kesusahan payah, gw F2P dari awal main aman2 aja, orang2 pada lebay cuma masalah gini doang 😂",bug nemu global pasive castorice powercreep apa tinggal gacha susah lawan bot doang susah payah f p aman orang lebay gin doang,12
Aku butuh fitur,butuh fitur,29
"Baru rilis dah gede banget genshin aja ga segitu, tapi ada kafka jadi bintang 5 deh",rilis gede genshin segitu kafka bintang deh,-1
semoga bisa dengerin lagi keluhan playernya,moga dengerin keluh playernya,-1
Nice banner,banner,27
kebanyakan powercreep anying,banyak powercreep anying,14
pwercreep mulu char lama sama baru gk seimbang dahlah bye,pwercreep mulu char imbang dah bye,0
"gameplay nya unik, desain char nya bagus² bangettt dan story nya bener² bagus. yg ngasih bintang 1 ke game ini kalian knpa? jgn pedulikan orang yg ngasi b1 ke game ini, mainin aja krn ini game BAGUS DAN BAGUS !!",unik desain char bangettt story bener bintang peduli orang ngasi b mainin,18
i love you gim baik lag,lag,3
Aventurine ayo pulang sayang,aventurine ayo pulang sayang,-1
plotnya bagus ini game. semoga kedepannya plotnya tetap konsisten bagus,plot moga depan plot konsisten,-1
Dasar game baik 😡,dasar,3
Biarkan aku menang 50:50 lag,biar menang lag,0
"suka semua dari game ini, termasuk grafik, desighn, game playnya dan alurnya juga. pas kita mau nyelesain misi bisa dapet achievment atau hadiah. buruan di download bagi yang suka game seperti ini pity",suka grafik desighn playnya alur nyelesain misi achievment hadiah buru download suka pity,18
"Game ini sedang mengalami beberapa update berat belakangan ini :/ saat aku mencoba memainkan game ini di laptopku, game ini semakin memakan GPU setiap update nya, tolong perbaiki masalah masalah rendering ini, game ini telah memakan terlalu banyak memory setiap updatenya hanya untuk sekedar menambahkan detail detail kecil yang kurang penting",alami update berat coba main laptop makan gpu update baik rendering makan memory updatenya dar detail detail,23
"Maaf banget untuk bintangnya. Dari segi grafik bagus, alur cerita nya menarik, dan game play nya lumayan. Cuma masalahnya ini kenapa setiap mau login selalu error. Ga bisa masuk. Padahal sudah bersihkan memory biar ga penuh lagi, tapi tetap ga bisa login. Mohon untuk di perbaiki masalah ini. Karena mengganggu sekali. Terima kasih dan mohon maaf.",maaf bintang segi grafik alur cerita tarik lumayan login error masuk sih memory biar penuh login baik ganggu maaf,-1
Sedang mencari uid sepuh😋 turn-based,cari uid sepuh turn based,-1
Gema ini bagus dari segi tampilan tapi mohon mb nya di kurang saat saya mengakses data lambat banget mohon untuk Devolupers nya maksi atas perhatianya semoga maju terus😊,gema segi tampil mb akses data lambat devolupers maksi perhatianya moga maju,-1
