content,clean_final,pred_topic
Game baik gacha,gacha,11
pihak hoyokon hanya akan berkata mohon maaf tapi hasilnya tetap sama,hoyokon maaf hasil,-1
minim drop/reward. lawan bos monster untuk lvl up char gk dpt relic. dan refresh trailblizer power sangan lama. gacha,minim drop reward lawan bos monster lvl char relic refresh trailblizer power sangan gacha,-1
"Ekspresi karakter kaku, banyak yapping, males bikin animasi (pake layar hitam), karakter daur ulang, powercreep gila.",ekspresi karakter kaku yapping males animasi pake layar hitam karakter daur ulang powercreep gila,-1
Yos,yos,15
"Game yang sangat baik, bansos lancar dan strategic! dengan genre game turn base yang menurutku sesuai dengan gameplaynya. nilai poin +nya dikasih tau kalau character-character baru tidak main-main dengan desain dan juga gameplaynya☕",bansos lancar strategic genre turn base turut sesuai gameplaynya nilai poin kasih tau character character desain gameplaynya,1
Nice pity,pity,23
Ajarin Dong Sepuhh :3,ajarin sepuhh,2
"duh tolong tu musuhnya dikasih rendah statnya ngak ngotak bet, char lama jadi ga guna kalo musuhnya naik stat terus",duh tu musuh kasih rendah statnya pikir bet char musuh stat,-1
Game dermawan,dermawan,-1
Saya suka~,suka,13
I need mommy char :),need mommy char,14
"game bagus 😘, tapi ya sebagai pengguna hp yang dimana hp nya masuk entry level, setiap ketempat yang ""uwaw"" pasti ada aja ireng ireng ngrusak pemandangan. apalagi di tempat nya vidhyara itu. jadi bisa tolong optimasikan grafik bagi pengguna low kebawah. agar pengalaman bermain makin nyaman. beneran, di genshin aja bisa masa disini gak bisa sih? 🤭 banner",guna hp mana hp masuk entry level tempat uwaw ireng ireng ngrusak pandang vidhyara optimasikan grafik guna low bawah alam main nyaman beneran genshin banner,1
game yang bagus story bagus desain karakter juga bagus saya tidak peduli mau peringkat tinggi atau rendah saya tetap mainin untuk kedepan nya hoyovers mendengar para pemain agar game tetap berjalan tetap lancar dan tidak ada turun peringkat rating lagi 🙏 gacha,story desain karakter peduli peringkat rendah mainin depan hoyovers dengar main jalan lancar turun peringkat rating gacha,1
Power creep is f__k,power creep f k,-1
Game nya mukul gantian ga enak banget🤣 Kirain bakal sama seperti genshin impact ternyata beda jauh 🤣 Diserang musuh aja ga bisa menghindar seakan pasrah ketika musuh menyerang 🤣 Ga seru 👎,mukul ganti enak kirain genshin impact beda serang musuh hindar akan pasrah musuh serang,-1
"Santai, seru juga. Pokoknya nyaman main gim ini karena gak diburu quest.",santai pokok nyaman buru quest,-1
"no comment, just wonderful, one of the best game I ever played",comment wonderful one ever played,4
more event more better update,event better update,7
hp musuh selalu bertambah setiap update tolong di perbaiki saya sebagai pengunaan baru sangat terganggu terlebih lagi mendapatkan item di honkai tergolong sulit,hp musuh tambah update baik pengunaan ganggu item honkai golong sulit,-1
"Bisa dimainkan pakek controller di hp, mantap abangkuhhhhhh banner",main pakek controller hp abangkuhhhhhh banner,-1
ngantuk 🤣,ngantuk,6
stop ngasih gua kalah rate off dan hard pity (menangin gua rate off dlu pas banner lingsha nanti kasih b5),stop kalah rate hard pity menangin rate banner lingsha b,9
Games turn base bagus dan baik sekali ini games update,games turn base games update,4
power creep menggila,power creep gila,20
Dapet seele,seele,10
akhirnya rilis juga,rilis,7
"Gak tau harus komen apa lagi,, Tapi gams nya wow dah",tau komen gams wow,-1
"Belum coba,ntar balik lagi rate",coba rate,-1
"Side story yang membosankan dan terlalu banyak basa-basi dan hafiah yang tidak sepadan, saya memainkan 1 side story yang memnghabiskan waktu 2 jam dan hanya dapat 20 stellar jade itu juga sata tidak membaca alur ceritanya!!!!",side story bosan basa basi hafiah padan main side story memnghabiskan jam stellar jade sata baca alur cerita,-1
Seru banget cuy👍,cuy,-1
Bronya e2 🔥🔥🔥🔥 banner,bronya e banner,19
"Seperti biasa ya ges ya, hoyoverse hadir dengan rate gacha yg setia mmbuat kita gregetan. Cuman bbrapa gelintir orang aja yg bisa nembus rate gacha dari hoyoverse.. Tapi itu tertutupi oleh grafik dan suguhan gameplay yg memanjakan mata, tier list juga lumayan merata. So not only 5 star character that can be Overpower, 4 star character can do the same..",ges hadir rate gacha setia mmbuat gregetan cuman bbrapa gelintir orang nembus rate gacha tutup grafik suguh manja mata tier list lumayan rata star character overpower star character,1
Aku cinta game baik.,cinta,-1
Sorry,sorry,10
Tolong diperbaiki lagi ya soalnya pas saya sedang mengunduh data langsung keluar dari game lalu gamenya juga ngelag,baik unduh data langsung ngelag,0
"Permainan bergenre turn base yang membuat permainan cukup santai, design karakter yang menurut gw bagus walaupun ada yang daur ulang. Hal yang suka digame ini adalah mudah untuk kemana mana sehingga tidak banyak waktu yg digunakan untuk bermain game ini.",main genre turn base main santai design karakter daur ulang suka digame mudah mana main,1
"Untuk game, gameplay dan semuanya sangat bagus. Tapi tolong untuk hoyoverse agar memperbaiki bug data tertumpuk saat pra unduh sekaligus setelah update versi baru. Terimakasih",baik bug data tumpuk pra unduh update versi,17
panjang umur game baik,umur,27
Uninstall dulu mau main wutering wave lagian gacha sadis amat dari versi 1.0 sampai sekarang dapat hard pity terusss sekitar 80-86,uninstall wutering wave gacha sadis versi hard pity terusss,-1
Panjang umur game baik,umur,27
Akun tiba tiba hilang parah padahal dulu sudah terhubung,akun hilang parah hubung,-1
Mengingat saya dengan game ninja Saga,ninja saga,-1
tolong aku mau login malah too many requests terus,login many requests,17
agak berat di hp gw,berat hp,27
"Setelah update saya kesulitan login, sudah mencoba lebih dari 1 jam tetep gabisa, tolong dibantu.",update sulit login coba jam tetep gabisa bantu,0
Ini emang benar update ulang 7gb? Padahal udah download preunduh lho. turn-based,update ulang gb download preunduh lho turn based,-1
"Semua cakep, keren, bagus. Kurang nya cuman di pas log in aja, suka banget gabisa login (muncul tulisan login error) kan kesel ya :^",cakep cuman log suka gabisa login muncul tulis login error kesel,0
Kerja bagus,kerja,-1
Gudgem,gudgem,-1
santai dulu gak sih😋,santai,6
game ini jual wafu tapi karater ya demek ya kecil banner,jual wafu karater demek banner,3
i love the mc pity,mc pity,23
"game nya bagus, minus kalau mau ngunduh data' banyak bangett samle bergb gb/lama banget nunggu berjam-jam, game nya uda bagus. itu aja si",minus ngunduh data bangett samle bergb gb tunggu jam jam uda,-1
"Kok gamenya waktu mulai menyelesaikan misi anak² yang keluar dari underworld,misi yang sesudah lawan cocolia kok langsung keluar ya? Perbaiki segera.... Perbaiki Perbaiki Cokkk gw mau update starbilizerrrrrrrr",selesai misi anak underworld misi lawan cocolia langsung baik baik baik cokkk update starbilizerrrrrrrr,21
"game play dan grafik nya bagus dan ga ngeframe, story nya juga seru",grafik ngeframe story,19
Thankyou. Amazing 😭👍👍👍👍👍👍👍👍,thankyou amazing,-1
SU di benerin gua milih path the hunt katanya ningkatin kemungkinan dapet blessinh hunt tapi malah dapet abudance mulu jingan,su benerin milih path hunt ningkatin blessinh hunt abudance mulu jingan,21
game nya bagus enak dimainkan dan cocok bagi orang yang sangat sibuk saat dalam jam kerja dengan lumayan bansos yang melimpah,enak main cocok orang sibuk jam kerja lumayan bansos limpah,-1
Update Story ny lama banget.... (Ntar d naekin lg bintang ny klo dah update),update story naekin bintang update,-1
powercreep Mulu jembod pity,powercreep mulu jembod pity,12
"gw heran Ama ni game setiap login di suruh download data, login download login download ta*, lama lamain login b*b*",heran ama login suruh download data login download login download ta lamain login b b,0
Terima kasih banyak game baik Panjang umur ya :),umur,27
"Grafik sama gameplay nya mantap, sayang tidak ada tombol loncat. Kalau bisa tambah in dong! Biar bisa kaya bajing loncat",grafik sayang tombol loncat biar kaya bajing loncat,5
100% sigma dan mantap aku dapet robin🥰,sigma robin,15
Aku suka turn based,suka turn based,13
Gw naikin bintang kalo dpt 4 guardian of briliant star cdm 40%,naikin bintang guardian briliant star cdm,-1
"Stop bikin pacarku jadi mayat pls, I beg u😥😥",stop pacar mayat beg u,-1
sehat sehat game baik 🤑🤑 pity,pity,23
"gacha castorice, jangan banyak mau spam rate1 klo gk mau gacha diem aja udah🤣",gacha castorice spam rate gacha diem,3
Hotaru is my wife,hotaru wife,14
hooh,hooh,2
"game nya keren, yang bintang 1 itu cuma orang fomo",bintang orang fomo,-1
Kapan menambalkan fitur hapus konten sebelumnya seperti fitur yang ada di Genshin Impact?,tambal fitur hapus konten fitur genshin impact,-1
Gacha nya asw bet Cok... Sisanya bagus,gacha asw bet cok sisa,-1
"GET ANOTHER BUG, MAKE MY VOLUME BUTTON KEEP UP. BREAKING MY PHONE AGAIN.",get another bug volume button keep breaking phone,4
Gamenya bagus bro cuma kalau setiap kali masuk kenapa ya sering banget update data padahal sudah download data sampe penuh lalu ketika login update data lagi itu kenapa ya jangan sering-sering begitu dong jadi cepet abis kuota,bro kali masuk update data download data sampe penuh login update data cepet abis kuota,0
"semakin update terbaru semakin berat performanya, kayaknya HSR sudah mau migrasi ke konsol.. ""bye-bye mobile user"" -Hoyo",update baru berat performa kayak hsr migrasi konsol bye bye mobile user hoyo,5
Karena Aku bersyukur jadi kukasih bintang lima😁,syukur kasih bintang,-1
di game ini doang gw hoki 🔥🗣️💯,doang hoki,6
banyak hadiah gratis yang berguna dan mudah di dapatkan,hadiah gratis guna mudah dapat,-1
"salah satu game terbaik yang pernah aku mainin sih ini, terbaik banget lah 🔥",salah baik mainin baik,12
"Game nya seru, tapi event masih kurang, dan cara mendapatkan stellar jade nya juga kurang banyak, akan susah jika hanya mengandalkan daily, tolong jadi perusaahan jangan terlalu kapitalis, pendapatan kalian pasti sudah banyak dari game hoyo verse lain , cerita utama segera di tambah kalau bisa",event stellar jade susah andal daily perusaahan kapitalis dapat hoyo verse cerita utama,-1
please remove global passive lag,remove global passive lag,4
"Pas login screen kereta gak ke render Ama map in game juga gak ke render, pdhl maen genshin rata kanan bisa.",login screen kereta render ama map render pdhl maen genshin kanan,5
Perbaiki ping nya karena saat tutorial aja lag ping nya 145 padahal server asia,baik ping tutorial lag ping server asia,-1
"Mohon maaf untuk sebelumnya untuk rating rendah nya karena customer service nya kurang responsif, tapi saya hanya ingin meminta kembalikan keberuntungan banner saya.",maaf rating rendah customer service responsif kembali untung banner,0
Saya sangat rekomendasi game ini game nya santai sama event dan buat karakter gacha nya juga tidak pelit,rekomendasi santai event karakter gacha pelit,-1
"Best! Apalagi turnbased yg 11 12 kayak final fantasy gini, dan story yg kuat. Manteup. 👍👍 pity",turnbased final fantasy gin story kuat manteup pity,-1
nunggu buka server semoga seru deh,tunggu buka server moga deh,-1
"YANG NGASIH RATING 1, SEMOGA CASTORICE GAK PULANG DI AKUN LU",rating moga castorice pulang akun,3
FC mulu,fc mulu,-1
mikocok gacha,mikocok gacha,11
Bagus cuma kalo rate off mainnya kayak tanpa tujuan aja :),rate main tuju,-1
game bagus dan bisa mainin saat sedang santai 👍👍👍,mainin santai,-1
the game is quite good turn-based,quite turn based,18
"gue bingung ama rating, ini seriusan pemain hsr?? atau pada baru baru??? Yang lu cari dari game ini emang apa sih?? kalo gue pribadi, kaya genshin/game open world lainnya aja, gue penikmat story + relaksasi di dunia hoyoverse. kalau masalah global passive gue setuju HANYA untuk di MoC dan sejenisnya. Kalau untuk story menurut gue aman aman aja, asalkan sesuai dengan karakteristik musuhnya aja. Dan lu disediakan fitur GACHA, biarpun lu F2P lu bisa nabung kan?? cara banyak dapetin stellar jade!!!! gacha",bingung ama rating serius main hsr cari pribadi kaya genshin open world nikmat story relaksasi dunia global passive tuju moc jenis story aman aman sesuai karakteristik musuh sedia fitur gacha biarpun f p nabung stellar jade gacha,1
"Sebagai penggemar game Turn Based, game ini salah satu angin segar setelah sekian lama ga ada game genre ginian di Playstore yang bagus",gemar turn based salah angin segar sekian genre ginian playstore,9
lumayan..,lumayan,6
"add more waifu, and well pay to win on this game",add waifu well pay win,3
cerita nya seru chara nya menarik ga pelit juga😋 gacha,cerita chara tarik pelit gacha,-1
"Gw udah capek2 ngerjain questnya, udah capek2 build karakter dan dengan mudahnya lu bikin gw kembali di awal lagi mainnya, yang bener aja? Mentang-mentang gw pensi mainnya lalu balik lagi. Gimana sih hoyovers? Udahlah males gw mainin game ini , capek2 gw rawat akun gw malah dihilangin segitu mudahnya. Sumpah anj malas bangat gw",lelah ngerjain questnya lelah build karakter mudah main bener mentang mentang pensi main gimana hoyovers udahlah males mainin lelah rawat akun dihilangin segitu mudah sumpah anj malas bangat,22
Najissss.. game apaan ini.. loadingnya lama banget .. auto hapus game lemot,najissss loadingnya auto hapus lot,-1
"WE NEED MORE CUTSCENE FOR THIS GAME , A LONG CUTSCENE!! WE NEED IT , ow and i hope someday will colab with naruto or kimetsu ehe gacha",need cutscene long cutscene need ow hope someday colab naruto kimetsu ehe gacha,4
Gamenya bgus bgt,bgus,2
Panjang umur game baik lag,umur lag,27
"Semoga di update kedepannya ada opsi 45 FPS, soalnya kalo pake 30FPS kurang nyaman, dan kalo 60FPS device nya kurang kuat, emang udah paling bener 45FPS kayak genshin update",moga update depan opsi fps pake fps nyaman fps device kuat bener fps genshin update,5
Game penipu game maling yang bisanya jimplak genshin impact dan honkai impact ini pasti konspirasi elit global olahnya cina bubarkan cina,tipu maling bisa jimplak genshin impact honkai impact konspirasi elit global olah cina bubar cina,-1
Gamenya bagus banyak bansos tapi kadang susah login padahal aplikasi lain lancar jaya pity,bansos kadang susah login aplikasi lancar jaya pity,25
ayo semangat honkai star rail !!!! turn-based,ayo honkai star rail turn based,3
Crash mulu lagi battle juga,crash mulu battle,12
penyakit powercrep gila😂,sakit powercrep gila,20
Terimakasih karena sudah memberi character B5 *limited* dan *eidolonable* semoga sukses selalu 😀,character b limited eidolonable moga sukses,-1
Game lu gacha nya ampas di tambah ngumpulin diamond nya susah. terlalu banyak materi yang di perlukan hanya untuk upgrade 1 karakter. Development ampas 🤬,gacha ampas kumpul diamond susah materi perlu upgrade karakter development ampas,1
game yg paling gk nyesel aku download si ini makasih hoyovers,nyesel download hoyovers,-1
"game bodoh, moc gak ngontak lagi musuh nya, rate gacha sampah, terusin aja kayak gini semoga bangkrut ni game!",bodoh moc ngontak musuh rate gacha sampah terusin gin moga bangkrut,-1
Akun genshin hilang Alhamdulillah main HSR g sedih lg,akun genshin hilang alhamdulillah hsr sedih,-1
Biasanya normal lancar kok sekarang sering nge lag sama error saat login.... Mohon diperbaiki lagi. Padahal sinyal bagus tidak ada gangguan,normal lancar nge lag error login baik sinyal ganggu,0
"Hai Mihoyo Saya sebagai player yang sudah lama tidak main dari v 1.0 ,ketika saya login HSR banyak sekali update2 baru dari story, event, Entah kenapa semakin kesini MOC makin sulit, kebanyakan karakter B5 yang kena power creep terkhusus karakter lama. Bukan itu saja, jeda karakter baru juga terlalu mepet. Iyasih Kark lama direrun, bukan berarti memperbaiki keadaan. Pliss mihoyo tolong buff karakter lama jangan setengah setengah. Banyakin event khusus player comeback",hai mihoyo player v login hsr update story event kesini moc sulit banyak karakter b kena power creep khusus karakter jeda karakter mepet iyasih kark direrun baik mihoyo buff karakter banyak event khusus player comeback,1
"Gk kyk genshin, disini banyak hot mens. (STORY NYA JG SERUUU, APALAGI PEAKNACONY)",genshin hot mens story seruuu peaknacony,-1
Game Game mihoyo memang tidak pernah mengecewakan,mihoyo kecewa,6
terlalu boring sih terlalu turn base,boring turn base,18
"Yg suka genshin impact tapi memory ga kuad ✋, ini game terbaik mirip kya genshin impact bedanya kita diluar Angkasa 😌😌😌mantull. Terbaik buat memori yg kga kuad main ini bisa josss, grafik dll mantep btw siapin aja sekitar 8 gb ya buat ngegame nya 🤣🤣",suka genshin impact memory kuad baik kya genshin impact beda luar angkasa mantull baik memori kuad josss grafik dll btw siapin gb ngegame,-1
"Baru release dah bug , game kok burik banget masih mending honkai yg sebelah pity",release bug burik mending honkai belah pity,3
terima kasih hoyo sudah membuat game se powercreep ini saya anggap powercreep ini sebagai tantangan dan bukanlah masalah turn-based,hoyo powercreep anggap powercreep tantang turn based,20
Game ini menyenangkan dari pada genshin impact,senang genshin impact,-1
"Mau login kok tulisanya Terlalu banyak permintaan, kalo gak boleh reroll buat apa ada sistem gacha, udah 2 hari tetep gak bisa masuk..kasian player f2p yg bener2 udh mersiapin device yg cocok malah diginiin",login tulisanya minta reroll sistem gacha tetep masuk kasi player f p bener mersiapin device cocok diginiin,0
Can u give b5 char selector? Please. My dps only qingque,u give b char selector dps qingque,3
"overall bagus kecuali black screen saat story dan sistem powercreep yg ga ngotak dn juga yang salahin global pasif,lo alay bro norak banget😂",overall kecuali black screen story sistem powercreep pikir dn salahin global pasif lo alay bro norak,-1
Aduuuuuh banyak banget bugnya sangat meresahkan nih game,aduuuuuh bugnya resah nih,-1
Tolong jgn bikin aku rate off berturut turut!,rate,8
Grafik GK seberapa tapi kok 16 gb an hadehh..,grafik gb hadehh,2
game bagus dan untuk lu yg spam bintang 1 lu itu fomo dan skill issue doang Padahal udah jelas ini game turn base game santai kenapa malah dibikin kyk game kompetitif? hei klo misalnya main game kompe ya main game lain sana jangan ngerusak nama hsr,spam bintang fomo skill issue doang turn base santai bikin kompetitif hei kompe ngerusak nama hsr,-1
"Story nya bagus bgt coeg, g kek si kikir itu udh jelek kaku lagi, hsr lah game dermawan selalu menang rate off, banyak event, char nya waifuable, tapi plisssssss bgt tambahin fitur co-op walaupun cuma bisa jalan2 di map org lain, plis hoyooooo aku butuh bgt",story coeg kikir jelek kaku hsr dermawan menang rate event char waifuable plisssssss tambah fitur co op jalan map org hoyooooo butuh,21
"Best turn base game di android, untuk storynya lumayan bagus ,sama wareg bansos juga untuk gameplay nya oke punya, tapi kalo bisa di optimalkan lagi untuk device yang kurang mumpuni biar tetap lancar saat bermain",turn base android cerita lumayan wareg bansos optimal device mumpuni biar lancar main,5
Berat xog,berat xog,6
BLADE!!!!! DAN HENGGGG KYAA,blade hengggg kyaa,2
"Min tolong penjelasannya dan cara mengatasinya, kenapa ya background worldnya terlihat putih semua padahal Ruang penyimpanan masih banyak (longgar) padahal jaringannya juga stabil, waktu saya Main Genshin impact masih normal² saja, kok pindah keHonkai Star Rail jadi eror gini? #MohonBantuannya",jelas atas background worldnya putih ruang simpan longgar jaring stabil genshin impact normal pindah kehonkai star rail eror gin mohonbantuannya,5
Questnya kurang banyak,questnya,6
Game nya seru dan menarik,tarik,-1
"Game nya santai, dan tidak perlu terlalu cape buat build karakternya, kecuali relic🗿 pity",santai cape build karakter kecuali relic pity,-1
Over all okee..🫡,okee,2
gamenya seru dri dlu main ga bosen bosen tpi saranku banyak banyak event yang berhadiah,dri bosan bosan saran event hadiah,9
"greedy game, powercreep gila-gilaan, eventnya kurang, story n character development gaada pendirian, keliatan banget pilih kasihnya antara karakter",greedy powercreep gila gila eventnya story n character development diri liat pilih kasih karakter,-1
Ga bisa masuk game,masuk,-1
Mama kafka,mama kafka,14
"Gw pemain baru, awalnya baik-baik aja sih, tapi tiba-tiba di misi lawan Argenti di Astral Express, lagnya sangat parah sehingga gw harus restart paksa smartphone gw. padahal semua setting grafis dan fps semuanya sangat rendah, Semoga di update berikutnya bisa diperbaiki.~😊",main misi lawan argenti astral express lagnya parah restart paksa smartphone setting grafis fps rendah moga update baik,5
Kenapa eror klo login tolong perbaiki,eror login baik,17
game ini sangat bagus karena berbasis turn base dan dikombinasikan dengan action nya yang baik,bas turn base kombinasi action,4
global pasif,global pasif,-1
gacha ampas,gacha ampas,11
"lebih berat dari genshin impact, nunggu pembaruan baru semoga bisa lancar ga keluar",berat genshin impact tunggu baru moga lancar,25
"Overall score 8,5/10🌟. Very good game specialy for an android game, good gameplay, good story. Enjoy to play, maybe need more content. Afterall It was a very good game. I hope the game will get more upgrade 😁",overall score specialy android story enjoy maybe need content afterall hope get upgrade,4
Story game nya memeable & ramah f2p. Terima kasih game baik,story memeable ramah f p,16
Agus,agus,15
Gamenya mungkin bagus tapi tolonglah masa habis download harus update 2111mb kan males update nggak ngotak pity,tolong habis download update mb males update pikir pity,-1
"Untuk sejauh ini bagus, untuk device hp semoga dari hoyoverse bisa memperbaiki lagi kinerja dalam pengoptimalisasi grafik karena makin update untuk device hp makin berat, padahal saya pengguna chipset snapdragon 865 HP Xiaomi Mi 10t Pro, sekelas hp mid-high end kerasa beratnya mohon diperbaiki lagi dalam pengoptimalisasi grafik, sejauh ini gamenya bagus suka dengan alurnya juga jadi worth it buat yang suka game turn base atau RPG istilahnya ya yang suka wajib main, terimkasih",device hp moga baik kerja optimalisasi grafik update device hp berat guna chipset snapdragon hp xiaomi mi pro kelas hp mid high end rasa berat baik optimalisasi grafik suka alur worth suka turn base rpg istilah suka wajib terimkasih,1
Decent.,decent,15
"tolong hapus VA English nya donk,buff karakter lama",hapus va english donk buff karakter,-1
"Game turn base favorit, aku suka desain characternya yang buat minat main character baru update cepat tidak monoton dengan desain worldnya detail dan unik. Game ini ramah F2P main tidak keluarkan uang (top up) masih bisa dapat character yang kumau reward dari game cukup buat survive dan clear semua konten. Saranku sistem gacha untuk Ligt cone dihilangkan chance kalahnya 25% menjadi 0% atau 100% guarantee. Peluang 75% masih sering kalah dan ini yang buat aku mood main game ini turun. Terima kasih",turn base favorit suka desain characternya minat character update cepat monoton desain worldnya detail unik ramah f p keluar uang top character mau reward survive clear konten saran sistem gacha ligt cone hilang chance kalah guarantee peluang kalah mood turun,1
"setelah sekian lama nunggu, akhirnya rilis juga. Nambah lagi deh game favorit 🤣",sekian tunggu rilis nambah deh favorit,-1
panjang umur game baik!,umur,27
Mommy Kafka 👉❤️👌 pity,mommy kafka pity,14
hard pity mulu,hard pity mulu,16
"Game gila ini. power creep engga ngotak, Konten makin seret kek cuma jualan char doang",gila power creep engga pikir konten seret jual char doang,-1
Rela hapus gensin biar jadi sepuh di honkai,rela hapus gensin biar sepuh honkai,12
👍🏻 update,update,7
Star rail sama impac beda kah,star rail impac beda kah,-1
Klo udh selesai di download datanya langsung keluar mulu najis,selesai download data langsung mulu najis,0
"Sangat Sangat Puas dan saya ada saran hoyovers manambahkan skin dan Saya ingin Ada Map Hutan / map Laut, Itu saja Saran saya 💪👍",puas saran hoyovers manambahkan skin map hutan map laut saran,-1
Tolong bisa main di ps 4 dong!!,ps,15
l love game,l,15
asyu banget ni health inflation. gw dulu udah seneng seneng banget dapet dang il. sekarang udah berasa mc physical😹😹,asyu health inflation neng neng dang il asa mc physical,3
Seru bgt apa lagi aku kalo ghaca gak pernah tuh kalah rate off pokok nya seru pity,ghaca tuh kalah rate pokok pity,9
"Biar gua jelasin honkai star rail ini gak ada server asia, adanya singapura, hongkong mungkin jadi klo kalian yg ngelag sinyal merah terus jangan komplain. Sinyalmerah juga masih lancar maen nya hp kalian aja yg kentang....",biar jelasin honkai star rail server asia singapura hongkong ngelag sinyal merah komplain sinyalmerah lancar maen hp kentang,0
Game grafik nya bagus cuman 7 GB loh tapi kayak genshin awal awal tapi palingan uodate,grafik cuman gb loh genshin paling uodate,5
Anivv nanti min kasih 100 pull atau setengah saham hsr Baru gue b5 in,anivv pull saham hsr b,-1
Menurut ku Game Gini Kasih Guild Biar tambah bagus,ku gin guild biar,-1
Sama aku saja sudah hapus sampe kosong tapi tetap sama loagin nya lama bgt aku sudah 30 kali coba tapi tetap gak bisa,hapus sampe kosong loagin kali coba,0
freeze everytime open profile after update,freeze everytime open profile update,4
Makasih sdh menghadirkan aven dan topaz ^^,sdh hadir aven topaz,-1
Baru instal,instal,19
"gamenya bagus dan keren,grafiknya storynya juga keren,nggak ada iklannya,suka deh pokoknya sama game ini,bikin lupa waktu kalo sudah main game ini..",grafik cerita iklan suka deh pokok lupa,22
"game rusak, gua main udh ga bisa se enjoy dulu kapitalis cmn mikirin meras duit Player sumpah capek ngikutin nih game",rusak enjoy kapitalis mikirin ras duit player sumpah lelah ngikutin nih,22
Mantaps pol,mantaps pol,2
"Untuk story dan grafik sudah bagus, tetapi tolong perbanyak misi yang mendapat hadiah TL exp karena masih banyak juga misi yang hanya mendapat kredit. Dan juga tambahkan fitur double reward dari traiblazer power ( kalo di genshin kayak condensed resin) .",story grafik banyak misi hadiah tl exp misi kredit tambah fitur double reward traiblazer power genshin condensed resin,-1
Masih belum open tanggal 26 🗿,open tanggal,7
Bagus tapi size gila tidah ramah hp kentang,size gila tidah ramah hp kentang,9
"Game strategi yg menyenangkan, seperti bermain catur, enteng buat perangkatku(dari pada genshin) mudah tapi juga sulit, sehat² game baik(berikan kita barang² bagus lagi ;-) banner",strategi senang main catur enteng perangkat genshin mudah sulit barang banner,-1
"Keren sih game ini, game cocok untuk para gamers yang suka berpetualang, mantap asli.",cocok gamers suka tualang asli,5
Gas,gas,8
bagus sih cuman kalau di android sumpah ngeleg banget kadang ngga bisa login kalau di pc meskipun ram nya trlalu banyak ngga sebanding dengan android tapi tolong lah kalo main di hp kayak enak aja kalau di pc ribet ngga bisa bawa kesana kemari tolong perbaiki lagi🙂,cuman android sumpah ngeleg kadang login pc ram banding android hp enak pc ribet bawa kesana kemari baik,-1
bagus kok game nya bre banner,bre banner,19
"Overheat, genshin aja ga secepet ini heatnya di hp, kebanyakan basabasi anjir, gada tombol skip",overheat genshin secepet heatnya hp banyak basabasi anjir gada tombol skip,-1
Not bad,bad,10
"Saya kalah rate off untuk castorice, padahal ini karakter mempunyai global pasif dan bisa untuk lawan powercreep yg ada",kalah rate castorice karakter global pasif lawan powercreep,-1
"Cerita yang mendalam dan narasi² yang kaya membuat game ini sangat imersif. Kekurangannya sistem gacha memiliki rate yg rendah dan memerlukan keberuntungan, tetapi gameplay strategis dan update rutin dari mihoyo menjaga game ini tetap unik dan menarik. Secara keseluruhan, game ini bagus untuk yg suka turn base rpg dan penggemar karya perusahaan mihoyo.",cerita dalam narasi kaya imersif kurang sistem gacha milik rate rendah untung strategis update rutin mihoyo jaga unik tarik suka turn base rpg gemar karya usaha mihoyo,1
Duluan lag,duluan lag,-1
Camkan dan ingat baik baik,cam,15
Game turn base terbaik ga ngebosenin plot nya bagus walaupun agak rumit dan kompleks cutscene sangat keren waifunya banyak cuman masalah powercreep character saja yang menjadi masalah semoga lebih di perhatikan. thanks hoyoverse❤️🔥🔥,turn base baik ngebosenin plot rumit kompleks cutscene waifunya cuman powercreep character moga perhati,-1
bagus sangad membuat saya sigma update,sangad sigma update,7
Good game turn-based,turn based,18
"maaf yaa aku kasih bintang 4 soalnya hsr gabisa mode coop kayak genshin,pliss hoyo tolong adakan mode coop kayak genshin pliss 😭😭😭😭 gacha",maaf yaa bintang hsr gabisa mode coop genshin hoyo adakan mode coop genshin gacha,24
b5 karena castorice waifu gwejh,b castorice waifu gwejh,3
gatcha kerasss bung !! pity,gatcha kerasss pity,16
"Mantab story nya bagus, f2p pun bisa B4 nya bagus-bagus. Selain itu juga banyak Hidden Achivement, bikin lebih niat menjelajahi setiap sudut dalam game.",mantab story f p b hidden achivement niat jajah sudut,-1
"Game ini sebenarnya bagus, tapi entah kenapa pada update versi 1.1 , mulai banyak bug. dan berakhir tidak bisa log in.",update versi bug log,17
"Durasi serang musuh kurang banyak, sehingga niat untuk uninstall aplikasi kurang sedikit lagi, mungkin di update berikutnya bisa ditambahkan sehingga user benar-benar bisa uninstall dengan senang hati, dan karakter trial kurang lembek lagi, mungkin di versi berikutnya att bisa mendekati nol",durasi serang musuh niat uninstall aplikasi update user uninstall senang hati karakter trial lembek versi att dekat nol,1
udah login malah harus login lagi,login login,17
Let my 1 star speak,let star speak,-1
Game udah bagus alur juga karakter juga cuma spek hp nya gak memadai kalau aja ada settingan resolusi layar 720p pasti lancar semoga kedepannya di adakan settingan resolusi layar,alur karakter spek hp pada settingan resolusi layar p lancar moga depan adakan settingan resolusi layar,5
Mantapp Ni game seru,mantapp,2
Game buaik,buaik,-1
No komen 5 star 😁,komen star,8
Genshin could never!! Love you guys,genshin could never guys,-1
Batlle keren bagus deh pokonya,batlle deh poko,16
