content,clean_final
generous. love it gacha,generous gacha
Top lah,top
oh my god kafka,oh god kafka
Pelit lag,pelit lag
Wah ngeri juga game satu ini sekali update game 6GB lebih.. wah udah hp gw rip... Rip hp gw dah cukup makasih udah menemaniku saat pertama kali rilis :( pity,ngeri update gb hp rip rip hp teman kali rilis pity
saya ingin lost Netherland atau area ultimate dari castorice lebih di optimisasi karena area tersebut menyebabkan lag berlebihan pada saat melawan boss,lost netherland area ultimate castorice optimisasi area sebab lag lawan boss
"game nya bener bener bagus mulai dari gameplay nya, segi permainan nya visual juga itu bener bener udh bagus pokoknya",bener bener segi main visual bener bener pokok
aku sangat suka game baik,suka
"Grafik bagus, gacha ampasss 👎👎",grafik gacha ampasss
Udah coba login 20x enggak masuk2 juga apa2 an ini,coba login x masuk
Good ahhh.,ahhh
gatau intinya gw rela nabung buat ganti hp biar bisa main ni game,inti rela nabung ganti hp biar
waifunya banyak,waifunya
Add fairies like in Honkai 3 to make it more interesting and funny,add fairies honkai interesting funny
"ciamikk rekk, Terima kasih gem baikk😹😹😹💯💯💯👍🏻👍🏻👍🏻 lag",ciamikk rekk baikk lag
Pe tolong loncatin gweh ke Penacony,pe loncatin penacony
Kenapa saya memberikan bintang 1 karena saya ga bisa login udah cape cape nungguin download nya malah ga bisa login perbaiki lagi dong gacha,bintang login cape cape nungguin download login baik gacha
"Developer dng0, gw udah top up google play tapi pas giliran mau top up di game lu malah tidak ke detected. Gw coba di game lain untuk memastikan dan emang bener di game lu ga ke detected",developer dng top google gilir top detected coba bener detected
Ditunggu update berikutnya,tunggu update
sering gangguan sinyal padahal sinyal bagus saja tapi malah logout terus pas lagi lawan bos jadinya ngulang tolong diperbaiki,ganggu sinyal sinyal logout lawan bos ngulang baik
"Bagus banget, suka sama gamenya mihoyo ramah banget buat f2p, ga bikin stress bisa di pause jadi klo ada kejadian ga terduga ga kesel. Love you MIHOYOOOOOOOO 😘😘😘😘😘",suka mihoyo ramah f p stress pause jadi duga kesel mihoyoooooooo
remove global passive gacha,remove global passive gacha
"gua sempat berpikir awal mula char 5* op semenjak rilis Acheron kerena mengabaikan weakness musuh sudah op menurut ku pengubah meta gameplay hsr, sekarang lo rilis char yg ada global pasif tambah sulit lagi ini game bagi player casual yg cuma gacha char yg disuka tapi pada akhirnya tidak ngangkat di end game this not FUN, btw char 4* new mana sdh di hapus dari project kh 5* mulu yg keluar :v, lupa ya ada char 4* sebagai alternatif char 5*. sekian dari saya Terima kasih. ❤ banner",pikir char op semenjak rilis acheron rena abai weakness musuh op ku ubah meta hsr lo rilis char global pasif sulit player casual gacha char suka ngangkat end fun btw char new sdh hapus project kh mulu v lupa char alternatif char sekian banner
Gimme co-op feature hoyovers I want Play with my friend,gimme co op feature hoyovers want friend
"semua terasa beda setelah patch Rappa, powercreep parah, storytelling parah, pendapatan tinggi tpi gak keliatan improvement nya, collab gk ada kejelasan. bye, daripada nunggu janji improvement mending uninstall aja",beda patch rappa powercreep parah storytelling parah dapat liat improvement collab jelas bye tunggu janji improvement mending uninstall
"Story semakin hari semakin seru, event baru juga lebih seru daripada event sebelumnya, YANG PLING PENTING BANSOS NYA MAKIN LANCAT LET'SS GOO! ily hsr lag",story event event pling bansos lancat let ss goo ily hsr lag
"Game ga jelas masa mau login ke akun utama aja gabisa.. Keterangannya selalu sama ""terlalu banyak permintaan"" gitu aja terus dari kemarin..",login akun utama gabisa terang minta gitu kemarin
Mohon yowoverse bisa mengatasi bug android kalo kita masuk ke game ga kelihatan apa apa malah jadi invisible mohon di perbaiki,yowoverse atas bug android masuk invisible baik
Niceee,niceee
Game yang udah lama ditunggu tunggu akhirnya udah rilisss gak sabar nyobain pas tanggal 26,tunggu tunggu rilisss sabar nyobain tanggal
no comment!!,comment
"Secara gameplay gak membosankan dan memberi kesan yang unik gitu, ada story yang bagus dan desain karakter juga saya suka banget! Bintang lima untuk Mih Oyo ☆☆☆☆☆",bosan kesan unik gitu story desain karakter suka bintang mih oyo
Habis update ngak bisa login pasti ada tulisan Login eror 1000_3 Tolong segera di fix Dari pada w pindah game sebelah,habis update login tulis login eror fix pindah belah
Waaaw,waaaw
"Ada suami saya di sana, ganteng²☺",suami ganteng
"Dah lah gua pensi Maen Zenless Zone Zero, perangkat hp gua dah gak memumpuni/kompetible lagi.------------------------------------ Balik maen Honkay Star Rail dah, Soalnya gamenya ramah di hp gua, gak kayak ZZZ🗿.------------------------------------- Hell nah",pensi maen zenless zone zero perangkat hp mumpuni kompetible maen honkay star rail ramah hp zzz hell
Game sampah gacha kasih gw hoki lah tau tutup aja ni game,sampah gacha hoki tau tutup
tolong lah kalo kasi bos anak buah nya damake nya juga jngn sakit sakit pity,bos anak buah damake jngn sakit sakit pity
"Pas baca review kaget loh banyak yang komplain musuh susah. I mean, your playing turn based game dude. Bikin strategi lah, build karakter, farm relic, sama meluangkan waktu. Kalo ngak bisa ngalahin musuh/bos ya coba lagi aja lah sampe bisa dan bukan memberikan rate bintang 1. Review ku: • Gamenya mudah dipelajari kalo mau belajar. • Gacha ku ngak ku masukin ke review karena itu bukan karena gamenya tapi karena KEBERUNTUNGAN. • Ngak ada masalah susah login spek hp: Poco M5s, CPU:MTK G95 Ram 8G",baca review kaget loh komplain musuh susah mean playing turn based dude strategi build karakter farm relic luang ngalahin musuh bos coba sampe rate bintang review ku mudah ajar ajar gacha ku ku masukin review untung susah login spek hp poco cpu mtk ram
loginya lama banget jadi aku kasih bintang 4 aj ya pity,log bintang aj pity
keren bgt banner,banner
New map when ?,new map
haduh update,haduh update
Udh cukup bagus tapi ada misi kecil yang sering frez,misi frez
"gua bingung nih,pas masuk di suruh download 23 GB,itu harus ter download semua?soalnya gak bisa masuk kalo gak di download, kalau harus download semua mendingan gua uninstall aja. banner",bingung nih masuk suruh download gb ter download masuk download download mending uninstall banner
"don't install, this game has crazy powercreep",install crazy powercreep
Absolute cinema,absolute cema
Tambahkan fitur event berupa Co-op bersama teman,tambah fitur event co op teman
sudah setaun main ni nih game ga ada bosenya pity,taun nih bosenya pity
Kenapa loginnya selalu eror,loginnya eror
best game mobile,mobile
"Honkai Star Rail sangat bagus mulai dari story, karakter sama lainnya ya udah mantep.. Semoga gacha bisa menang rate off.. Banyak bansos stellar jade.. Terima kasih dev baik..",honkai star rail story karakter moga gacha menang rate bansos stellar jade dev
"KSJSKSHSJ INII GAMEE PLZZ, MAKASII HOYOO UDAH BIKIN GAMEE INII. jujur ak bru mainn, jadii nya masii seruu seruu nyaa sii. aku sukaa bammgett samaa story, design karakternya yangg baguss gitu, battle, teruss amaa bansos hehe. dan update baru2 ini menurutkuu baguss sii. oiya, ini udh mwu aniv ke-2 jadii, METT ANNIVERSARY KEDUAA YAQWH :D turn-based",ksjskshsj ini gamee plzz makasii hoyoo gamee ini jujur bru mainn jadi masii seruu seruu nyaa sii sukaa bammgett samaa story design karakter yangg baguss gitu battle teruss amaa bansos hehe update menurutkuu baguss sii oiya mwu aniv jadi mett anniversary keduaa yaqwh turn based
mantap banner,banner
"Saran gw jgn unduh pra instalasi. Tunggu aja ganti versi lalu update biar gak ada file ganda & terjadi error. Gw hindari main di awal2 baru ganti patch karena biasanya banyak bug. Karakter jalan sendiri & stuck di langit. Tiba-tiba hanya latar belakang aja. Apk suka Force close. Apk ini bikin hp cpt panas & boros baterai. Jgn pakai ke grafik tinggi. Jgn pakai wifi, paket internet kartu SIM, bluetooth aktif. Bikin lag & hp panas. Kalau ada bug event, relog apk. Selebihnya sudah ok.",saran unduh pra instalasi tunggu ganti versi update biar file ganda error hindar ganti patch bug karakter jalan stuck langit latar aplikasi suka force close aplikasi hp cpt panas boros baterai pakai grafik pakai wifi paket internet kartu sim bluetooth aktif lag hp panas bug event relog aplikasi lebih
Gimana loginnya anying patah patah,gimana loginnya anying patah patah
Padalan pen main banget di hp tapi hp selalu error tapi untung dah main di PC,padalan pen hp hp error untung pc
"Absolutely amazing game, currently it is patch 2.3, game literally got better each update, with really good QoL.",absolutely amazing currently patch literally got better update really qol
makasih game baik saya selalu menang rate off ama sering dapet relic yang bagus semoga terus lancar bansos nya,menang rate ama relic moga lancar bansos
"Nice system need boss, guild/alliance and pvp too",system need boss guild alliance pvp
Teraima kasih gane baik sudah memberikan bansos yg banya dan memeberikan saya menang rate off 2 kali,teraima gane bansos banya memeberikan menang rate kali
Hp inflation nya kelewatan.,hp inflation lewat
"Cerita bagus, ga pelit..tapi boleh lah ditambahin tombol skip biar omongnya gak banyak, kalo tentang map dan design karakternya wahh bagus sih! Tapi sayang ada beberapa bug..tapi okelah!",cerita pelit ditambahin tombol skip biar omong map design karakter wahh sayang bug
Kecewa kenapa akun saya tiba tiba hilang/terhapus sendiri padahal gw off cuman berapa jam aja pas mau login kok ngulangin dari awal karakter saya semua nya hilang dm yang sudah saya beli buat Gacha hilang rugi banget sumpah tolong dia balikin dong mohon bantuan nya🙏,kecewa akun hilang hapus cuman jam login ngulangin karakter hilang dm beli gacha hilang rugi sumpah balikin bantu
"Haloo, awal perilisan tempat nya masih terdapat background kereta nya namun setelah update beberapa objek seperti kereta menjadi transparan semoga cepat di perbaiki yaa agak kesusahan kalo buat liat map nabrak",haloo rilis background kereta update objek kereta transparan moga cepat baik yaa susah lihat map nabrak
Game turn base gak seru,turn base
Ini gimana ya udah download terus download datanya esok nya update terus setelah update download data lagi terus malah ga bisa di buka,gimana download download data esok update update download data buka
"Seru banget guys, bisa main santai, storynya bagus, menarik, bikin penasaran mulu, mekaniknya ga bosenin",guys santai cerita tarik penasaran mulu mekanik bosan
Maenarik,maenarik
Game bagus seru ya unik lah game nya (Kasih kemudahan bagi yang suka gacha dong),unik mudah suka gacha
"Permainan yg bagus menarik, grafiknya juga memuaskan. Tapi kenapa gachanya kgk wangy 😭😭😭",main tarik grafik muas gachanya wangy
Tong sampah,tong sampah
bagus banner,banner
Sehat² game baik 😁 turn-based,turn based
"Controller ds4 gabisa dipake di game ini, please support controller buat android",controller ds gabisa dipake support controller android
Mau sparkle malah dikasih bailu💀,sparkle kasih bailu
I like it update,update
Ga bisa masuk dalam game nya padahal sudah tanggal 26 April 2023 tetap tidak bisa masuk Dengan kata error,masuk tanggal april masuk error
Game ini tidak bisa di mainin hjale narzo❌ tapi aku suka,mainin hjale narzo suka
Aasswa,aasswa
Baru main lagi pas login akun akunnya ko beda jadi akun baru ayolah turn-based,login akun akun ko beda akun ayo turn based
Game nya bagus si seruu apa lagi animasi nya the best lahh😎 pity,seruu animasi lahh pity
Hope my phone make it,hope phone
Setiap update stuck di loading train,update stuck loading train
"Honkai: Star Rail itu game yang bener-bener berkualitas. Visualnya cakep, jalan cerita seru, dan karakter-karakternya punya kepribadian yang bikin betah main terus. Update-nya juga rutin dan gak ngebosenin. Cocok banget buat yang suka game RPG dengan alur cerita yang kuat.",honkai star rail bener bener kualitas visual cakep jalan cerita karakter karakter pribadi betah update rutin ngebosenin cocok suka rpg alur cerita kuat
"Farming relic ny terlalu ampas, dri banner ny si acheron gua kaga pernah dpet yg bagus ajg, g logis pula tu yg di cari crit/cdm buat dps malah dpet hp, def, resis dst, giliran nyari stat buat tank/sup dpet ny att, crit/cdm. Kan kek asu bgst, kpan gua bisa jdi char ny kalo gini trus tod, mna makin hari makin susah lawanny di MoC",farming relic ampas dri banner acheron dpet ajg logis tu cari crit cdm dps dpet hp def resis dst gilir cari stat tank sup dpet att crit cdm asu bgst kpan char gin tod mna susah lawanny moc
game para sigma,sigma
"Baguss, semuanya bagus. Cuma sering ada kendala waktu login. Kadang harus ngulang 4x baru bisa login atau harus pake vpn baru bisa loginn",baguss kendala login kadang ngulang x login pake vpn loginn
"GAME ELIT, MENDUKUNG HP RAM 6 KEATAS SULIT CUAKS pity",elit dukung hp ram atas sulit cuaks pity
Always feel good...😎😎 gacha,always feel gacha
Cant log in,cant log
game nya bagus tapi musuh nya kuat² semua anjay jdi nya mati² mulukkk,musuh kuat anjay mati mulukkk
"ramah f2p ga kyk sodara""nya :3",ramah f p sodara
Super banner,super banner
"Dear Hoyoverse saya ingin mengajukan masalah yg Saya temukan yaitu beberapa adegan cutscene dalam story banyak mengalami patah-patah Yang mengganggu kenikmatan dalam menonton cutscene tersebut . untuk info aja saya menggunakan hp infinix note 12i 2022 Chipset G85 Ram 6GB ROM 128GB , Dan Masalah Ini Bukan Cuma Saya Yang kena Jadi Mohon Untuk Lebih Di Optimalkan Lagi Cutscenenya Dan Ya Cuma Itu Aja Sih pengajuan saya selebihnya udah Mantap kok hehehe 😄",dear aju temu adegan cutscene story alami patah patah ganggu nikmat tonton cutscene info hp infinix note chipset ram gb rom gb kena optimal cutscenenya aju lebih hehehe
Game nya cukup bagus tapi hp saya Helio g37 Masi bisa main lah ngeframe dikit gak ngaruh,hp hio mas ngeframe dikit ngaruh
TOLONG LAH GW PLAYER BARU MASA UDAH KALAH RET OFF,player kalah ret
cool,cool
knp aku ngulang dari awal mohon maaf??🙏🙏 ( saya sudah punya akun trus saya sudah lama tidak main sekarang mau main lagi pake akun yang sama malah ngulang dari awal knp yaa?) all my account,ngulang maaf akun pake akun ngulang yaa account
Yeay,yeay
"Bagus bgt, garafik sangat bagus,karakter nya cantik dan ganteng dan story sangat membagongkan. No komen walaupun sinyal jelek tapi ini bagus bgt gamenya 🥰🤩 pity",garafik karakter cantik ganteng story bagong komen sinyal jelek pity
"Game nya seru banget,map nya open world dan luas,battle nya lumayan keren",map open world luas battle lumayan
Kece,kece
Keep up the good work❤️,keep work
Kerja bagus,kerja
Gw kira game ny kek honkai impact ternyata beda bangt bedah jauh malah g sesuai ekspektasi banner,honkai impact beda bangt bedah sesuai ekspektasi banner
Game burik kikir pity,burik kikir pity
Heheheha,heheheha
"Asu,gw di spam bronya any,gw pengen robin,tolong kasih robin lah😭",asu spam bronya ken robin robin
well,well
"Gamenya asik, seru storynya turn-based",asik cerita turn based
"Kalian pada bego yah,darurat membaca banget jelas jelas dikasih tau informasi nya bisa main tanggal 26",bego yah darurat baca kasih tau informasi tanggal
Kerja bagus update,kerja update
"game nya seruu, akhirnya bisa main game ini setelah sekian lama",seruu sekian
Fitur Skip!!!!,fitur skip
Tolong beri aku clara,clara
Semoga makin byk mode game permanen berhadiah stellar jade & direset per hari🙏🙏🙏 banner,moga byk mode permanen hadiah stellar jade direset banner
"woi tolong ini rate di benerin kocak game bagus ini kocak,lu kalo download cuma fomo rate doang ga main ga usah ngerate jelek ini game kalo di hapus dari PlayStore duit gw juga ilang kocak mikir boss mikir bisa bisanya rate bintang 1 pada fomo ya kalian semua banner",woi rate benerin kocak kocak download fomo rate doang ngerate jelek hapus playstore duit ilang kocak mikir boss mikir bisa rate bintang fomo banner
Keren update,update
No coment...!!,coment
bagus banget moga terus berkembang,kembang
enk d mainkan d waktu senggang turn-based,enk main senggang turn based
Gamenya enak dimainin gak ngebosenin.. turn-based,enak dimainin ngebosenin turn based
"Rata rata bagus lah dari segi optimal gamennya, tapi saat di Cutscenenya selau patah patah hingga gak enak tuk di dengar dan masih terus berlanjut",segi optimal gamennya cutscenenya selau patah patah enak tuk dengar lanjut
Seru bat cuy apalagi disini ada si beliau welt dan Kuru kururin gacha,bat cuy beliau welt kuru kururin gacha
Sebenarnya udh bagus tapi masak ngebug world nya jadi putih semua mau di apain aja ngk bisa balik normal harus download ulang y ngk pp,masak bug world putih apain normal download ulang pp
"Buat yang bilang farm relic susah, aslinya mudah kok, paling kalau mau cepat bisa pakai crafting that di setel self modulnya",bilang farm relic susah asli mudah cepat pakai crafting setel self modul
Suka desain ama grafiknya cmn aku emng klo soal game turn base suka ngantuk jadi itu doang sih minusnya,suka desain ama grafik emng turn base suka ngantuk doang minus
finally! this is good game i hope late this game more good game than now !,finally hope late
Gameplay 20% Story 80% 🥱 update,story update
UID SEPUH CUI😱😱,uid sepuh cui
Untuk semua bagus cuman untuk model pertempurannya tolong di ubah aja,cuman model tempur ubah
Akun gw ilang anjg,akun ilang anjg
Login gagal Mulu tolong pencerahannya puh gabisa masuk ke gamenya ini,login gagal mulu cerah puh gabisa masuk
"Belum download, cuma kasih bintang 5 aja",download bintang
"Dari segi gameplay maupun art bagus banget udah seru, ceritanya juga menarik, Karakternya mempunyai desain dan skill yg berbeda-beda sehingga memberi semangat untuk mengoleksinya, namun untuk pemain f2p agak lama dalam mencari stellar jade, mungkin bisa diperbanyak event yg menghasilkan stellar jade",segi art cerita tarik karakter desain skill beda beda koleksi main f p cari stellar jade banyak event hasil stellar jade
kikir pity,kikir pity
Good turn-based,turn based
Kok jadi susah login? Ganti akun login lamaaa tolong di fix pity,susah login ganti akun login lamaaa fix pity
Asik banget sumpahhh🤭😌😌 pity,asik sumpahhh pity
Its good but my phone is bouta bust,phone bouta bust
Game baik jir,jir
"buat keseluruhan udh bagus tpi ni game kayak kurang buat orang yg f2p soalnya HP inflation, power creep, dan meta yang kadang sering ke ubah di setiap ada update pacth/ada karakter baru",orang f p hp inflation power creep meta kadang ubah update pacth karakter
Terbail,terbail
Arrigatou,arrigatou
Kasih gw hero yg layak gacha dpt sampah mulu.... Next misi Kmn2 cuma ngobrol mulu? Dasar game LAMBEH TURAH lag,hero layak gacha sampah mulu next misi kmn ngobrol mulu dasar lambeh turah lag
"GAME RAMAH, REKOMENDASI UNTUK DIMAINKAN 👍👍 banner",ramah rekomendasi main banner
Gacha Ampas bener .gila awal Rillis aja udah Rate Ampas,gacha ampas bener gila rillis rate ampas
"lu main,lu ketagihan,lu gk bisa brenti,lu kena rate off,uninstal eh gk sampe sminggu instal lagi,intinya anjay lah lag",tagih brenti kena rate uninstal eh sampe sminggu instal inti anjay lag
"Kecewa lah gua, gua mah mainin f2p ya kan ngumpulin stellar Jade dari awal main dapet 10ribu+specialpass 20 masih aja dapet himeko 2x, dan yang parah lagi gacha star rail pass juga dapet himeko anjirr lah parah sih udah gua kumpul"" in buat event jingliu ah males banget gua jadi maininnya. Mending genshin lah masih baik buat player F2P kaya gua ini. Bukannya engga bersyukur saya baru main bre ngumpulin dari awal cuman dikasih *5 (himeko) doang anjir. Kasih yang lain juga gpp udah seneng gua",kecewa mah mainin f p kumpul stellar jade ribu specialpass himeko x parah gacha star rail pass himeko anjirr parah kumpul event jingliu ah males maininnya mending genshin player f p kaya engga syukur bre kumpul cuman kasih himeko doang anjir gpp neng
"This game is really good and I give it five 5🖐 stars, but please add a ""Clear previous Quest data"" feature or a ""Management Quest"" feature so that potato device users can discard mission data that has been collected. banner",really give five stars add clear previous quest data feature management quest feature potato device users discard mission data collected banner
"Ga seru kelamaan cuman buat kuota habis!! , Aku kasih bintang 1 aja!!! ⭐",cuman kuota habis bintang
"Game berat, frame drop",berat frame drop
Game bagus animasi cukup keren suka banget sama karakter nya,animasi suka karakter
"1. Powercreep yg udah terlalu parah Char lama bener bener gak bisa di pake lagi kalau gak ada Eidolon atau sign nya Ayo lah hoyo rebalance lagi char nya Harapan sih dengan buff di 3.4 nanti bisa ngasih solusi. 2. Story telling nya udah sedikit improve dari 3.0 kemaren, tapi bisalah di improve lebih jauh lagi, dari segi pengambilan kamera, pergerakan charnya yg kaku dan kurang ekspresif. Sampe saat itu gw kasih 1 star dulu, kalo masalah ini udah bisa di atasi gw bakal balikin ke 5 star lagi",powercreep parah char bener bener pake eidolon sign ayo hoyo rebalance char harap buff solusi story telling improve kemaren bisa improve segi ambil kamera gera charnya kaku ekspresif sampe star atas balikin star
Gamenya kayak anime keren banget putualangan betul-betul seru kerakter nya juga ganteng dan cantik,anime putualangan kerakter ganteng cantik
Saya menyukai game ini karna alur cerita dan gameplay dari game ini sangat masuk dengan imajinasi kesukaan ku lag,suka karna alur cerita masuk imajinasi suka ku lag
"Keren cuy gameplaynya! Game turn base RPG mantap cuy! Gw dpt Seele, Himeko dan Gepard",cuy gameplaynya turn base rpg cuy seele himeko gepard
Kasih aku silver wolf,silver wolf
"Ada yg bilang di rating, bikin boss yg ngotak dong karena terlalu susah trus chara yg dia dpet ga bagus dll. Buat anda yg bkin rating itu trus baca rating saya ini, anda itu SKILL ISSUE. Klo chara b4 yg gratisan aja ga dibuild pasti ga akan bisa lawan boss nya lah. Nguli cari relic yg bagus. Udah dikasih auto battle aja masih males nguli itu kabengetan. Semua itu ga susah klo kita mau nguli nyari relicnya. Udah dikasih fitur jg relic yg cocok buat charanya yg mana tinggal ikutin aja.",bilang rating boss pikir susah chara dpet dll bkin rating baca rating skill issue chara b gratis dibuild lawan boss nguli cari relic kasih auto battle males nguli kabengetan susah nguli cari relicnya kasih fitur relic cocok charanya tinggal ikutin
"Tolong Lah developer ini game Bikin gua kesal, gua udah gacha buat blade dan nyentuh Hard piyt 95 loh melampaui batas sampai sekarang masih belum mendapatkan Blade atau bintang 5 Rasanya pengen Pensiun main game ini😭😭😭😭😭😭😭😭 Berikan aku Bladeeeee................",developer kesal gacha blade nyentuh hard piyt loh lampau batas blade bintang ken pensiun bladeeeee
Semoga tetap bisa optimal untuk spesifikasi menengah kebawah update,moga optimal spesifikasi tengah bawah update
"nice game, good job",job
I love this game banner,banner
"seru game nya min, janlup castorise nyaa",janlup castorise nyaa
"akhir akhir ini gw soft pity,nice lah lag",soft pity lag
Keren sekali aku suka banget PlayStation nanti kalau ada chat terbaik besar aku bodoh,suka playstation chat baik bodoh
kok pda rating *1 ada masalah kh sama game nya?,pda rating kh
gacha nya fair,gacha fair
"Game yang sangat menarik, perbanyak event agar tidsk bosan turn-based",tarik banyak event tidsk bosan turn based
GAME BAIK! GK BOSEN BOSEN STORY NYA 10000/100,bosan bosan story
"Literal of top qulity of life, so generous on rewarding their player unlike the previous game, many type of end game content unlike the previous game, great design imo better than the previous game beside furina (i love him), the amount of i winning the 50:50 is insane unlike the previous game, the event was soo good unlike the previus game, the story is top (xianzhou was bad,i hate how they hating on yaoshi when they are the one who want the miracle and when they got it they blaming on yaoshi) banner",literal top qulity life generous rewarding player unlike previous many type end content unlike previous great design imo better previous beside furina amount winning insane unlike previous event soo unlike previus story top xianzhou bad hate hating yaoshi one want miracle got blaming yaoshi banner
dari komentar bintang 1 semuanya sudah mewakili saya,komentar bintang wakil
"Banyak bocil FOMO, mental miskin. kalau mau enak ya top up, F2P banyak ngeluh msih untung di ksih bansos termasuk bagus dsini. mau lu spam B1 pun dikira ngefek? lawak.",bocil fomo mental miskin enak top f p ngeluh msih untung ksih bansos dsini spam b ngefek lawak
Sangat lah ngelek,ngelek
"Masalah login berat banget, mau login doang udah 30 menit gak bisa bisa, padahal di ingame lancar",login berat login doang menit ingame lancar
game bagus lag,lag
Mantappuu...,mantappuu
Gamenya seru tapi kenapa saat mau setting grafik. Latar belakangnya malah putih semua gak kelihatan apa² jadi susah mau explore mapnya 😭,setting grafik latar belakang putih susah explore map
"Mantabbb akhirnya udah rilis jugaa inii game, sempet coba cbt nya dan rameee, belum lagi ini game spin off hi3 (seri honkai)",mantabbb rilis jugaa ini sempet coba cbt rameee spin hi seri honkai
Game ini jaln ceritanya sangat bagus dan sangat menarik untuk dimainkan,jaln cerita tarik main
Seru update,update
"Storyny seru banget konten end game juga seru buat dapatin stellar jade jg mudah jdi terkesan ramah f2p tapi perputaran meta dps nya cpt banget huhu, sbnarnya baru kali ini coba turn base tpi ternyata cocok di aku pokoknya makasih game baik.",storyny konten end dapatin stellar jade mudah kes ramah f p putar meta dps cpt huhu sbnarnya kali coba turn base cocok pokok
tambahkan karakter Kamen rider decade nanti tak kasih bintang 5,tambah karakter kamen rider decade bintang
Nice pity,pity
Saat saya buka game dan pencet mulai lang sung keluar terus berkali kali gak tau kenapa,buka pencet lang sung kali kali tau
Behh gilaa siih,behh gilaa siih
Nunggu 10 stoneheart gwej,tunggu stoneheart gwej
"Gw dah lama main gem ini tapi ahir² ini aku gk bisa masuk di in gem ya. stuk di loding masuk ya saja ,tolong perbaiki plis!!",ahir masuk stuk loding masuk baik
bikin musuh yang susah ngab,musuh susah ngab
"Game yang cukup seru daru segi cerita, karakter dan lainnya. Tidak terlalu mengandalkan kehokian juga buat story game ini. Karena diawal kita sudah punya mc yg sangat op, bahkan char char gratisan lainnya pun dapat bersaing dengan char char bintang 5",daru segi cerita karakter andal hoki story awal mc op char char gratis saing char char bintang
Bagus semoga bansos lancar,moga bansos lancar
"Banyak error, gak bisa masuk game🖕🏻.",error masuk
"Gamenya udah bagus, tapi setiap Cutscane frame ratenya ituloh..., padahal Cutscane genshin mah gak gini juga 😅, diperbaiki atuh... (Please)",cutscane frame ratenya ituloh cutscane genshin mah gin baik atuh
Terimakasih game baik (klo bisa powercreep nya di kondisikan le),powercreep kondisi le
game sangat bagus saya suka,suka
hehe,hehe
Kok sekarang susah login yah? Baik pakai google maupun hoyo account. Too much request aja terus. lag,susah login yah pakai google hoyo account much request lag
Loading nya lamaaaaa banget hampir 10 menit nunggu ga main main padahal jaringan saya bagus loh update,loading lamaaaaa menit tunggu jaring loh update
bantai bocil fomo,bantai bocil fomo
Keren grafiknya,grafik
"DI PERMUDAH LAH GACHANYA, JADI MALES MAIN",mudah gachanya males
"Game rosak gw pity 81+ belum dapet dapet robin anjg, quest nya kepanjangan pula+dapet crystal nya cuma dikit, event nya hadiah mya dikit banget anjir",rosak pity robin anjg quest panjang crystal dikit event hadiah mya dikit anjir
"Perpaduan open world dan turn based yang sangat menyenangkan. Banyak yg bilang ngebosenin, padahal bagi org sibuk yg sedikit waktu maen ini ngebantu banget. Untuk masalah animasi jangan ditanya. Untuk masalah gacha, ya kek genshin aja b4 masih bisa ngangkat di story. Pokoknya sejauh ini perfect",padu open world turn based senang bilang ngebosenin org sibuk maen bantu animasi gacha genshin b ngangkat story pokok perfect
"overall bgs, dan tolong tambah fitur hapus event terdahulu agar penyimpanan bisa longgar",overall fitur hapus event simpan longgar
Yang rating 1 adalah orang yang karbit dan fomo. F2P kok banyak mau,rating orang karbit fomo f p
Ini kenapa pas awal masuk tiba tiba keluar gacha,masuk gacha
"Bagus sekali, loginya sedikit lama",log
Need south east asia server. Because asia server still lag in Indonesia. But im enjoying this game so much,need south east asia server asia server still lag indonesia im enjoying much
Apa cuman gw doang buat log in aja susah Mau pke Wifi Data Error mulu malas relog mlu.. Sekali'a masuk In game harus makan Waktu bermenit² cape deh... Optimalkan sistemnya Cape dong tiap off pas mau log in di persulit...,cuman doang log susah pke wifi data error mulu malas relog mlu masuk makan menit cape deh optimal sistem cape log sulit
Bagus gada kekurangan lag,gada kurang lag
gk ada fitur skip story bikin bosen dan monoton,fitur skip story bosan monoton
"Char limited masuk ke standard, ini sih udah gila namanya",char limited masuk standard gila nama
bintang 5 karena gw menang rate off😘 my Cassie is home🥳,bintang menang rate cassie home
best banget pokonya 😋😋😋🎀🎀🎀,poko
"Gem kntl rate off yanqing mulu,yanqing berasa 80% dapatnya",kntl rate yanqing mulu yanqing asa dapat
One of the best game ever!!! lag,one ever lag
"komen nya sih gak suka dengan global pasif, tapi kok nyatanya pada gacha?🏃🏃🏃",komen suka global pasif gacha
Ini game kok kerasa berat dah atau emang hp saya aja yg udh mau mokad,rasa berat hp mokad
Best no words,words
"Panjang umur game baik, terima kasih atas Dr. Ratio gratisnya🙏",umur dr ratio gratis
Yes hoyo pity,yes hoyo pity
Good seele is the besttt,seele besttt
"story slalu berkembang (lebih menarik) sejak patch 2.0 masuk patch 3.0 cerita ga kalah menarik, mekanik game turn based biasa. visual dan animasi character keren. terus berkembang, jangan tutup potensi game ini",story kembang tarik patch masuk patch cerita kalah tarik mekanik turn based visual animasi character kembang tutup potensi
"Sedikit keluhan tolong adakan sistem hapus data event yg sudah berlalu, jadi tidak membebankan game nya soalnya makin lama makin besar size game nya. sekian",keluh adakan sistem hapus data event beban size sekian
