content,clean_final
Mihoyo Forever,mihoyo forever
Masih banyak bug gatau itu dari game atau HP ku tapi kalo pake screen record ada bug grafik pixel kotak kotak.semoga next update jauh lebih baik 😁,bug hp ku pake screen record bug grafik pixel kotak kotak moga next update
"aku gaterlalu peduli amat sama yg namanya global passive,tolong aja yappingnya dikurangin,blackscreen nya juga dikurangin,cutscenenya udah bagus banget,soal powercreep tergantung build karakternya aja",gaterlalu peduli nama global passive yappingnya rangin blackscreen rangin cutscenenya powercreep gantung build karakter
akun kok mau login banyak amat kendalanya yang terlalu banyak permintaan ribet gk kya game sebelah,akun login kendala minta ribet kya belah
overall ini game udah bagus dari segi grafik yg memukai alur cerita yg bagus design setiap karakter yg mantab dan banyak bansos yg di berikan kepada pemain update,overall segi grafik muka alur cerita design karakter mantab bansos main update
gaada fitur telanj... maksudnya game jelek gk balance powercrep gila,fitur telanj maksud jelek balance powercrep gila
"Game nya bagus,Keren Hoyo",hoyo
"Sangat menyenangkan,cocok, grafik nya bagus, karakter nya cakep",senang cocok grafik karakter cakep
"Keren mihoyo, gua selalu mainin semua game Luh kali ini jadi nambah satu lagi koleksi gua mulai dari genshin, honkai impact 3 dan yg terbaru yah ini honkai star rail emang the best mihoyo kagak ada yang mengecewakan game Luh",mihoyo mainin luh kali nambah koleksi genshin honkai impact baru yah honkai star rail mihoyo kecewa luh
"saya sangat menyukai game ini, karena banyak stellar jade yang diberikan, dan saya juga sangat amat menyukai sistem gacha terbaru yang akan update besoknya, semangat terus hoyoverse, selama saya main game ini, tidak ada kendala apapun kok, semangat!",suka stellar jade suka sistem gacha baru update besok kendala apa
Gg bang,bang
"Sementara B3 dlu ya.. Bagian Scenenya tolong di optimisasi lagi ya...Suaranya kresek Kresek 😭😭😭 dan juga kalau bisa juga ada ""fitur hapus Quest Terdahulu"" Agar gamenya tidak terlalu memenuhi memori hp Sekian Terima kasih kalau terealisasi nanti langsung B5 kok hehehe",b scenenya optimisasi suara kresek kresek fitur hapus quest penuh memori hp sekian realisasi langsung b hehehe
Bagus! Optimalkan untuk ram 4GB!,optimal ram gb
"Love this game, Turn-Based RPG with Modern Style. Dan untuk kawan² yang merasa log out terus, kemungkinan spesifikasi HP nya kurang cocok, saya tidak bilang rendah ya, hanya kurang cocok saja.",turn based rpg modern style kawan log spesifikasi hp cocok bilang rendah cocok
tragedi 3.1 casto 💀,tragedi casto
Clara is mine,clara mine
Versi lebih sempurna dari genshin mulai sistem gacha weapon/lc yang memiliki 2 banner dan penyelesaian quest harian yang lebih mudah dan praktis. Edit ulasan:setelah main sampai level Trailblazer 66 dan melewati quest Penacony saya jdi makin gk ragu buat kasih ini game bintang 5 karena story nya yang bagus banget serasa nonton film mana suara Robin juga bagus banget. Hoyo terlalu niat bikin ini game sampe musiknya si Robin pun enak di dngr overall 10/10. But masih ada kekurangan powercreep chara,versi sempurna genshin sistem gacha weapon lc milik banner selesai quest hari mudah praktis edit ulas level trailblazer lewat quest penacony ragu bintang story serasa nonton film suara robin hoyo niat sampe musik robin enak dngr overall kurang powercreep chara
Best Mobile Game Ever,mobile ever
makasih dah nyiptain anaxa. lag,nyiptain anaxa lag
i pull 100x and dont get anything?? your sistem gacha is so bad.,pull x dont get anything sistem gacha bad
"Wwooiiii...boros kali dengan kuota...tolonglah, genshin yg ukuran file sampe 30gb aj gak seboros ini make kuota...masa main 3 jam habis 2gb kuota...hadeehhh...padahal dah pake grafik low...ckckckc",wwooiiii boros kali kuota tolong genshin ukur file sampe gb aj boros kuota jam habis gb kuota hadeehhh pake grafik low ckckckc
game nya pelit banget gk ramah bagi f2p saya baru main aja belum di kasih bintang5 limitid udh 60 an gacha,pelit ramah f p bintang limitid gacha
Tolong bantu ramaikan tiktok saya guys,bantu ramai tiktok guys
"Dalam segi permainan sudah bagus, cuman dalam cerita utamanya terlalu kompleks dan ribet, juga terlalu banyak istilah, dan pembahasanya selalu menggunakan bahasa yang rumit, emang bikin pemain sedikit merasa tidak bosan dengan cerita utamanya namun kami bermain untuk santai dan bersenang-senang tidak untuk berpikir keras",segi main cuman cerita utama kompleks ribet istilah bahasa bahasa rumit main bosan cerita utama main santai senang senang pikir keras
Game haram,haram
Yang rating *1 itu banyak mau tch🙄🙄🙄,rating tch
tambahin fitur cancel ulti( ͡ ͜ʖ ͡ ),tambah fitur cancel ulti
Kirain fight nya kek honkai impact atau genshin,kirain fight honkai impact genshin
💘💘💘💘💘😍😍😍😍😍 I LOVE HONKAI: Star Rail,honkai star rail
game nya sangat bagus saya sudah main dari awal rilis sampai sekarang pokonya game the best lag,rilis poko lag
"Gini ya yg ngasih ★1 ini game belum release, baru bisa di mainin tgl 26 april. jadi pinter dikit lah kalo ngasih nilai, apalagi yg pamer device biar apa coba. device elit pintar sulit wkwkwkwk",gin release mainin tgl april pinter dikit nilai pamer device biar coba device elit pintar sulit wkwkwkwk
Seru sih tapi gacha syulit gacha,gacha syulit gacha
"Yah.. ngga dapat luocha malah dapat yang lain, kenapa game ini ngga bisa menggunakan WiFi dan data game.",yah luocha wifi data
gamee nya baguss,gamee baguss
semoga penilaian ini membantu,moga nilai bantu
Suka bgt sm game ini,suka
Makasih hoyoverse udah ngebuat character se sempurna black Swan dan Sparkle 😇 grinding berjam jam pemain f2p yang malang ini buat mendapatkan beliau sangat sepadan dengan hasil yang saya dapatkan. Namun kita belum selesai hoyoverse masi ada satu lagi perempuan yang ingin saya dapatkan. Sang bintang dengan paras cantik nya yang menawan dan suaranya yang berkombinasi dengan harmony membuat hari ku menjadi luar biasa tak lain tak bukan adalah Robin jadi tolong hoyoverse kabulkan lah permintaan ku,ngebuat character sempurna black swan sparkle grinding jam jam main f p malang beliau padan hasil dapat selesai mas perempuan dapat sang bintang paras cantik tawan suara kombinasi harmony ku robin kabul minta ku
"puas banget, 10/12 kyk 2 game sebelah, menarik, dan juga ga P2W, friendly with pocket! F2P!!",puas belah tarik p friendly pocket f p
ORANG PERTAMA YG NULISSSS.... btw ni game itu keren ku liat-liat di streamers keknyanya hp potato ku gk siap gara-gara memoriku hampir penuh😔😔,orang nulissss btw ku lihat lihat streamers keknyanya hp potato ku gara gara memori penuh
Game baik banyak bansos,bansos
Kebanyakan omong pertarungannya bosenin,banyak omong tarung bosan
give me Jing yuan,give jing yuan
Make skip dialog !,skip dialog
"benci banget gw sama puzzle nya, lebih di utamakan dari pada gameplay perang nya, makan nih rating satu",benci puzzle utama perang makan nih rating
Anjim napa sih setiap ada banner gw selalu lose 50/50 😟 Gw dah berEffort ngumpulin Stellar jade beberapa jam,anjim napa banner lose bereffort kumpul stellar jade jam
gbs login + force close mulu gacha,gbs login force close mulu gacha
"Main udah sampai level 35, karakter juga sudah banyak dan sudah naikin level karakter sampai level 70 begitu ganti hp baru level nya ke reset ke level 6 lagi 😭.. Pensiun dini lah main ini game",level karakter naikin level karakter level ganti hp level reset level pensiun
Kebanyakan yapping,banyak yapping
GG Dev pity,dev pity
Sitimuninggar,sitimuninggar
"Game nya seru, kocak, ada sedihnya Mamah aku takut 😭😭😭😭😭😭",kocak sedih mamah takut
"Gg lah, udah sangat menghibur lah",hibur
Ko g bisa dibuka gimana cara main gemya pity,ko buka gimana gemya pity
Ko tidak bisa masuk yah setelah update pity,ko masuk yah update pity
"Buat kalian yang rate ★1 gara gara server belom dibuka, FUCEK!!!, BACA WOI BACA",rate gara gara server bom buka fucek baca woi baca
"OMG YASSSS I GOT CASTORICE MY LOVE MY SAVIOUR!! I ALREADY BUILD HER AND OMGG HER ULT SO COOLL!! I LOVE HER DRAGON, POLLUX!! B-But pls remove power creep i beg you hoyo.. and in the next update.. please take Sunday out of his cage bcs I don't have him yet..",omg yassss got castorice saviour already build omgg ult cooll dragon pollux b remove power creep beg hoyo next update take sunday cage bcs yet
FIX IT!!!!! BUG STUCK ON LOADING TRAIN 😡😡😡😡😡😡🫤,fix bug stuck loading train
"Dari segi game sudah bagus, cuman saya kalah rate off waktu dulu jadi saya apus game nya 😁 lag",segi cuman kalah rate apus lag
NoComentt gacha,nocomentt gacha
Gim 😭 ini sanat bagut 😭 aku terhura sampai 😋jumpa,sanat bagut terhura jumpa
Nggak ada yang bagusnya. karakter powercreep. musuh HP nya inflasi. eksplorasi dipersulit. cerita inti boring. apa sih yang berkesan di ceritanya sekarang. masuk fase dead game ini. kalau mau main dari awal aku sarankan tidak usah di install,bagus karakter powercreep musuh hp inflasi eksplorasi sulit cerita inti boring kesan cerita masuk fase dead saran install
Nice lag,lag
"Story makin kesini makin mantav, begitu juga sama karakter nya turn-based",story kesini mantav karakter turn based
Ummm.....,ummm
Please nerf Aventurine boss fight pity,nerf aventurine boss fight pity
MY GACHA ALWAYS SUCK IN THIS GAME!!!,gacha always
"Game dan ceritanya sangat cukup menarik, grafiknya juga baik baik saja.",cerita tarik grafik
"Gamenya bagus, dari segi grafik mau pun suarax dah sesuai dgn desain karakterx. Farming juga mdah, bisa smbil krja pekrjaan jdi lebh gampang. Semga bisa lebih ditingkatkan kdpanx dlm variasi menux atau tambahkan fitur PVP juga boleh. update",segi grafik suarax sesuai desain karakterx farming mdah smbil krja pekrjaan lebh mudah semga tingkat kdpanx variasi menux tambah fitur pvp update
"Sebenernya gamenya bagus sih,suka banget sama desain char trus suka desain world nya tapi sayang kebanyakan quest.mana isi questnya boring banget. Mending gak jadi maen.",suka desain char suka desain world sayang banyak quest isi questnya boring mending maen
Ga bisa d mainin stak d login.. 😮‍💨 padahal udah donlod data nya gede lagi😅 update,mainin stak login donlod data gede update
Tolong uduh lebi cepat banner,uduh lebi cepat banner
Sistem gacha rate buat daptin B5 di up dong hoyoverse,sistem gacha rate daptin b
Aaa suka banget ydah ga habisin ruang penyimpanan dapetin kristalnya juga mudah 😍😍,aaa suka ydah habisin ruang simpan kristal mudah
Ini game punya masalah apa sama saya gacha ampas mulu,gacha ampas mulu
"very good lahh, kummmmmmmmmmmmmmmm gacha",lahh kummmmmmmmmmmmmmmm gacha
Mantapp nih game.. Rada heran sih yg hp kentang ga bsa maen malah ngasih ulasan bintang 1 padahal hp nya ga kuat 🤣🤣,mantapp nih rada heran hp kentang bsa maen ulas bintang hp kuat
"aku suka game ini, yg ngasih ranting 1 fomo",suka ranting fomo
hp inflation,hp inflation
Masalah ada pada saat login biasa kalo gk jaringan bagus susah buat masuk,login jaring susah masuk
"Gamenya bagus sangat, story' sangat epic, main game berasa jadi anak meme ☝️ turn-based",story epic asa anak meme turn based
Anjai,anja
"Karena iklan, ni game gw download🤓🤓🤓 gacha",iklan download gacha
"Genre kesukaanku adalah turn base,dan aku Nemu game ini",genre suka turn base nemu
"Game nya sangat memuaskan, saya selalu memainkan nya walaupun device saya tidak terlalu mampu",muas main device
"ini salah satu game terbaik yang pernah saya mainkan, developer nya tidak kikir dan memberikan banyak bansos, walaupun gameplay ngantuk yang penting gak loss di target banner, terimakasih game baik. jangan kikir kek sebelah",salah baik main developer kikir bansos ngantuk loss target banner kikir belah
bnyakin lagi bansosnya,bnyakin bansosnya
Game sangat bagus walaupun misi susah tapi tetap bagus kok heheheh mudah mudahan updatenya makin seruuu lagii😁😁😁😁😁,misi susah heheheh mudah mudah updatenya seruuu lagi
𝕲𝖔𝖉.. ɿ ʅσʋҽ ꓄ꃅꀤꑄ ᎶᎯ𐒄Ꮛ... ₛₐₘₑ 𝒶𝓈 𝗂 lօѵҽ genshin tׁׅᨵׁׅׅᨵׁׅׅ,l genshin
Bang kok gabisa terbang,bang gabisa terbang
himeko plg pls,himeko plg
"gamenya simpel, gampang, dimainkan story yang bagus, karakter yang memiliki karakteristik sendiri, komunitas yang baik dan genah dari pengalamanku sendiri tiap update sudah mempermudah grinding gamenya biar lebih nyaman. turn-based",simpel mudah main story karakter milik karakteristik komunitas genah alam update mudah grinding biar nyaman turn based
☝️☝️☝️☝️👍👍👍👍👍👍 pity,pity
"saya lumayan suka gamenya, dari segi lore dan karakter saya lumayan suka, tapi yg bikin membosankan itu saat bertarung tidak bisa manual seperti di genshin impact, padahal lebih seru bertarung manual seperti di genshin. tapi lorenya banyak yang tidak terlalu saya pahami. tolong dikembangkan lagi ya hoyo, terimakasih",lumayan suka segi lore karakter lumayan suka bosan tarung manual genshin impact tarung manual genshin lorenya paham kembang hoyo
Kasih saya hoki woilah lag,hoki woilah lag
Iklan honkai star rail sangat mengganggu di YouTube update,iklan honkai star rail ganggu youtube update
Lagi gutmut banner,gutmut banner
Tolong perbaiki bug nya,baik bug
Bagusss,bagusss
"game nya bagus, grafik memanjakan mata cmn powercreep nya kurangin aja hoyo",grafik manja mata powercreep rangin hoyo
Semoga lebih dipermudahkan untuk player f2p,moga mudah player f p
no comment but the best,comment
Terbaik,baik
"Gamenya asik seru dan tydack pelit , ramah f2p",asik tydack pelit ramah f p
Nih game seru banget coy dari grafik yg memanjakan mata va nya jg mantap storynya yg seru karakternya yg keren di padukan dangan gameplay yg menarik dan skill yg bagus beh mantap dah gacha,nih grafik manja mata va cerita karakter padu dang tarik skill beh gacha
"Aku suka banget game ini!!!!! Banyak yang komen negatif di ver 3.0, sesungguhnya menurut saya, story pace nya sudah ok, tidak cepat & tidak lambat meski terlihat kayak biasa aja, tapi ini malah bagus. Karena tujuan mereka dalam 1 periode ini bakalan full mengenai planet amphoreus, yeah kalau too hype bakalan overwhelming jg kan.. Current battle system, HP POWERCREEP! so annoying for F2P seperti aq.. wkwkwkwk.. seriously.. meski begitu, aq masih cinta ama ni game 🤭",suka komen negatif ver sungguh story pace cepat lambat tuju periode full planet amphoreus yeah hype overwhelming current battle system hp powercreep annoying f p aq wkwkwkwk seriously aq cinta ama
Panjang umur game baik lag,umur lag
"I love the character, gameplay, and stories is so fun turn-based",character stories fun turn based
"power creep ny g ngotak, kadang wajib pull karakter, ga dapat, bisa mokad, g ad fitur bkin anak",power creep pikir kadang wajib pull karakter mokad ad fitur bkin anak
anjir lah 4 jam main ques 3 jam lebih mijitn layar doang...,anjir jam ques jam mijitn layar doang
"hp inflation jangan besar2, therta gua sampe 6 cycle di flame reaver. Jual char ya jual, tp klo sampai endgame konten dibikin gini terus ya susah. event juga sekarang dikit banget. Tolong bikin event 2x per banner. Masa mau gini terus. Kita mau gacha char juga bergantung rng, klo rng jelek ya apa yg bisa diharapkan",hp inflation therta sampe cycle flame reaver jual char jual tp endgame konten bikin gin susah event dikit event x banner gin gacha char gantung rng rng jelek harap
Knpa sya gug bisa log in padahal semua data tambahan sudah di unduh tapi kenapa tiap log in selalu ada tulisan eror cobalagi nanti dan hal itu trus berulang berkali kali plis beri saya penjelasan .... lag,gug log data tambah unduh log tulis eror cobalagi ulang kali kali jelas lag
tambahkan fitur ganti gender mc nya,tambah fitur ganti gender mc
Nice turn-based,turn based
"karena sekarang karakter gw dah kuat, game ini akhirnya jadi gampang. terimakasih hoyo👍👍👍",karakter kuat mudah hoyo
MASHOKK,mashokk
"burik, 8bit, bikin sakit mata gacha",burik bit sakit mata gacha
Tolol,tolol
remove that global passive and we're good,remove global passive
Tolong jangan kalah 50/50 teruss plisss!!!,kalah teruss
"Dari segi turn based bagus, story bagus, grafik bagus, dan tidak ada kendala saat bermain jadinya saya kasih bintang 5",segi turn based story grafik kendala main bintang
Game nya kok hitam aneh,hitam aneh
Kasih bintang 5 karena game turn base 😋😋,bintang turn base
Game nya bagus Lain kali adain tombol skip,kali adakan tombol skip
Aku kapten hyperion yang jadi trailblazer bukan trapeler dan gamau jadi trapeler,kapten hyperion trailblazer trapeler gamau trapeler
kebanyakan power creep,banyak power creep
Gacha terlalu ampas,gacha ampas
"game tolol damage story boss ga ngotak, apalagi pas lawan nikador,minimal kalo kasual mode damage boss nya dikurangin lah update",tolol damage story boss pikir lawan nikador minimal kasual mode damage boss rangin update
bole lah boleh,bole
Bansosnya banyak juga🗿,bansosnya
Gem ya bagus aku suka dalam permainnan ya 3d pula,suka permainnan
Banyakin bansos nya bos,banyak bansos bos
Ok lag,lag
Terimakasih mihoyo kasi hoki di banner momy kafka gacha,mihoyo hoki banner momy kafka gacha
"harusnya ada pengaturan grafik buat cutscene, grafik low tapi cutscene nya HD ya jelas patah2, in game lancar tapi pas cutscene nge lag banget",atur grafik cutscene grafik low cutscene hd patah lancar cutscene nge lag
WHY YOU GIVE US DR RATIO FREE? GENSHIN WHEN? gacha,give us dr ratio free genshin gacha
"HSR POWER CREEP GILAA,HARUS GACHA CHAR BARU MASA, YAKALI GACHA TERUS BIAR PROGRES JALAN💀💀 lag",hsr power creep gilaa gacha char yakali gacha biar progres jalan lag
good banner,banner
"main dari versi 1.4 sampai sekarang semakin bagus, semakin memuaskan pemain apalagi pemberian F2p yang banyak.thank you hoyoverse memberikan yang terbaik untuk pemain 👍",versi muas main beri f p baik main
"sejauh ini bagus sih secara konten,story,dan gameplay yang simpel dan mudah di mengerti,Ama buat karakter lama jadi balance dong kasihan mereka udah susah di pakai di patch baru",konten story simpel mudah erti ama karakter balance kasihan susah pakai patch
"overall dari keseluruhan gameplaynya mulai sekarang makin menarik, tapi saran saya tolong di optimalkan lagi untuk pemakai grafisnya. masih selalu banyak bug saat battle maupun explore",overall gameplaynya tarik saran optimal pakai grafis bug battle explore
Gua baru download nih game penasaran banyak yg bilang bagus jadi semoga bisa nih game bisa menghibur ku pertama bintang 1 dulu kalo gua suka gua kasih bintang 5,download nih penasaran bilang moga nih hibur ku bintang suka bintang
Hati nya baik ga kikir tapi kok ga bisa loading nya tolong di fix nya pity,hati kikir loading fix pity
f2p ❌ p2w ✅,f p p
Affakah ada kiana?,affakah kiana
Storynya bagus cuman loding nya agak lama,cerita cuman loding
"overall sudah bagus, namun character Trailblazer tidak dapat dikostumisasi jadi sedikit boring",overall character trailblazer kostum boring
Ok gacha,gacha
"untuk game honkai star rail, dari story nya udah bagus. tapi kenapa saya ga main honkai star rail update nya 6GB😭 hargai HP yang ram nya 4/64😭padahal nih hp gak kuat update game honkai lagi 😭😭😭😭. pity",honkai star rail story honkai star rail update gb harga hp ram nih hp kuat update honkai pity
Honkai Star Rail Gam Baik. Semoga Bansos makin banyakkk yaaa,honkai star rail gam moga bansos banyakkk yaaa
"Udah Bansos Dikit, Pity Juga Kadang Gak Adil banner",bansos dikit pity kadang adil banner
Untuk saat ini Bintang 4 dulu lah karena saat mau masuk di loading ada petunjuk log in gagal jadi tolong di perbaiki lagi ya ini sangat menganggu🫤,bintang masuk loading tunjuk log gagal baik menganggu
"Untuk game nya bagus ya, saya sedikit memberi saran untuk fitur login lewat akun hoyoverse mohon di adakan, dan juga untuk sensitivitas layarnya untuk android mohon di tambahkan sekian terims",saran fitur login akun adakan sensitivitas layar android tambah sekian terims
Game ny udh bagus cm pas udh selesai pengunduhan datanya sy mau masuk ke dalam game ny loading ny lama,cm selesai unduh data masuk loading
"Untuk login ke game sulit banget,pas udah mau loading tiba"" kode login error",login sulit loading kode login error
Game nya bagus bisa buat santai juga,santai
"Seru, tapi kadang bikin ngantuk kalau ketemu musuh yang keras gacha nya kadang rate off,dan kadang kalah rate off tapi good 👍 turn-based",kadang ngantuk ketemu musuh keras gacha kadang rate kadang kalah rate turn based
B aja,b
bagus storynya,cerita
Not bat but not good,bat
"this game is good, but why is every account mine rate of?",every account mine rate
"Setelah update, game stuck di loading screen. Solusi nya gimana ya? Mohon diperbaiki dong. lag",update stuck loading screen solusi gimana baik lag
game anj,anj
Sangat menyenangkan mohon penggunaan trailblaze powernya di percepat sedikit agar gampang farming material and relic,senang guna trailblaze powernya cepat mudah farming material relic
"ni gim bagus, cuman Ya agak bosan nunggu turn aja update",cuman bosan tunggu turn update
overall is good,overall
"I don't have a time for read story you idioooott , give the SKIP BUTTON",time read story idioooott give skip button
GAME BAIK BANGET ADUHHH MAKIN CANDU MAIN NYAA🥰🥰🥰,aduhhh candu nyaa
"Game Baik😁, tapi tetap aja gw rate off",rate
"Nice game, so amazing I like this one 🔥✨",amazing one
"Setelah update , tidak bisa masuk ke dalam game , stuck di loading",update masuk stuck loading
Udah gak ada bug bagus,bug
"Ayolah hoyo tambahin fitur skip,main/side story berbelit-belit karakter juga kaku. coba dong liat game tetangga ada fitur skip walaupun story to the point (Yakin bertahun-tahun gak dipertimbangin🤨)",ayo hoyo tambah fitur skip side story belit belit karakter kaku coba lihat tetangga fitur skip story point tahun dipertimbangin
"Game nya bagus, pertahankan seperti ini biar cepet tutup game nya 🥰",tahan biar cepet tutup
tolong hp saya nge frame parah,hp nge frame parah
"Ini game kenapa dah??DU baru banyak banget bug,dan Bug nya ganggu banget.kayak tiba tiba crash lah,event nya gak muncul lah,pokok nya bug bug gak jelas yg ganggu dah.tolong lah kalo niat bikin update, benerin dulu bug nya,kalo emg blok siap buat update patch gak usah update.bikin emosi org aj",du bug bug ganggu crash event muncul pokok bug bug ganggu niat update benerin bug blok update patch update emosi org aj
"Hadeuh malah makin gacha predator nih game. awal nya seru malah nambah ancur aja dengan update global passive, POWERCREEP aje tuh semua sama harus ada karakter global passive yang bisa ningkatin chance% gacha nya. yg ngelindungi game ini bloon semua",hadeuh gacha predator nih nambah ancur update global passive powercreep aje tuh karakter global passive ningkatin chance gacha ngelindungi bloon
"Pls fix , sometime can't log in just stuck on log in page",fix sometime log stuck log page
Game nya bagus terus gak bosenin lag,bosan lag
"Game turn base RPG recommended, dari segi cerita dan gameplay menurut gw ini udah bagus banget. Recommended lah..",turn base rpg recommended segi cerita recommended
"grafiknya bagus, dan visualnya bagus juga kalau pakai grafik menengah- tinggi, tapi yang jadi permasalahan hanya dalam perkataan dalam dialog yang beberapa orang kurang masuk isi story nya",grafik visual pakai grafik tengah masalah kata dialog orang masuk isi story
"HONKAI STAR RAIL AGAMAKU, GAME TERBAIK SEPANJANG MASA! PANJANG UMUR GAME BAIK PENDUKUNG HONKAI STARRAIL NOMOR 1 MAIN GAME INI TIAP HARI SAMPAI HARI AKHIR!",honkai star rail agama baik umur dukung honkai starrail nomor
"Permudahkan dalam gacha buat akun nick Akara ya, Hoyoverse. Lopyu pul deh🤗",mudah gacha akun nick akara lopyu pul deh
Game nya sangat baguuuus,baguuuus
"Gatau, aku udh download sama hapus game ini dua kali cuma buat mastiin kalau gamenya bug atau gmn taoi tetep sama aja, udh kedownload tapi pas loading data keluar sendiri kan gajelas ya",download hapus kali mastiin bug taoi tetep kedownload loading data gajelas
Semoga Gak kikir seperti saudara saudari mu,moga kikir saudara saudari mu
"To be honest ni game seru banget dari segi game play, cerita nya seru gak ngebosenin walaupun agak pusing di teka teki nya dann bansos nya lumayan gak kikir kek bensin impact tapi tolong dong hoyo stop kasih gua bronya woi 😭😭😭 sampe eilodon 2 loh astaga",honest segi cerita ngebosenin pusing teka teki dann bansos lumayan kikir bensin impact hoyo stop bronya woi sampe eilodon loh astaga
kureng,reng
I like turn base lag,turn base lag
ngantuk🗿,ngantuk
Game terngantuk yang pernah ada,terngantuk
Udah bagus tinggal sancation mode aja kalo bisa jangan sering sering sih tapi gapapa dah,tinggal sancation mode gapapa
"Kepada honkai starrail mohon untuk dibenarkan bug atau masalah dalam kenyamanan player karna saya salah satunya ketika saya mau login atau apapun itu saya tidak bisa masuk dan walaupun bisa masuk pas di In gamenya itu ngeleg atau ga bisa gerak, padahal saya sudah memakai hp yg khusus buat gaming tetapi pas saya login buat daily quest saya pas di In game ga bisa gerak walaupun bisa gerak itu palingan ngeleg ngeleg gitu, jadi buat honkai starrail segera untuk ditindak lanjuti bug atau masalah 🥹🥹",honkai starrail benar bug nyaman player karna salah satu login apa masuk masuk ngeleg gerak pakai hp khusus gaming login daily quest gerak gerak paling ngeleg ngeleg gitu honkai starrail tindak lanjut bug
cukup tau update,tau update
"Sudah bagus banget game nya....tp cmn satu yang aku keluhkan,yaitu credit nya kalau bisa ditambahin lagi.soalnya upgrade karakter mahal apalagi dibagian trace.makasih...",tp keluh credit ditambahin upgrade karakter mahal bagi trace
"Overall sejauh ini aku main 3-5 bulan an lancar² aja, Hp ku 8/128 Mediatek g85 gak nyangka ternyata masih ngangkat ini game tanpa frame drop di grafik medium-high 60Fps, keluhan ku mungkin kalo bisa ubah tampilan di Lobby Login (yang kereta api) soalnya Lag banget karena kebanyakan partikel yang bikin hp ngedrop, jadi tolong ubah ya tampilan login agar lebih smooth dan ringan🙏",overall lancar hp ku mediatek nyangka ngangkat frame drop grafik medium high fps keluh ku ubah tampil lobby login kereta api lag banyak partikel hp ngedrop ubah tampil login smooth ringan
Sudah cukup bagus. pity,pity
"Trailblaze Power cuma 180, sedangkan untuk nyari relic 40, boss material 30, belum lagi dapetnya random stats. Costnya terlalu tinggi untuk sebuah relic....",trailblaze power cari relic boss material dapetnya random stats costnya relic
tpi saya blm tentu tau ini bagus banget sihh😄😄😄,tau sihh
I hope this game good,hope
"Tolong di update kalau sudah mentok semua membosankan... tidak ada battle pvp dll. jadi kalau sudah mentok sudah membosankan tidak ada apa-apa yang harus dilakukan, battle pvp, pvp guild, raid guild, tower, co-op battle player. bosan hanya rutinitas seperti itu turn-based",update mentok bosan battle pvp dll mentok bosan battle pvp pvp guild raid guild tower co op battle player bosan rutinitas turn based
Coba dulu,coba
Kafka Is Da Best,kafka da
"Game mantap👍🏻 tapi ada sedikit bug, yah pokok nya game nya bagus, game ngantuk👍🏻👍🏻👍🏻",bug yah pokok ngantuk
ga sabar nungguin my bini castorice😍😍😍,sabar nungguin bini castorice
Gg gaming,gaming
i can't wait for the game open 😍😍,wait open
Gamenya mantap tapi Tolong untuk versi desktop tambahin DLLS/Ray tracing turn-based,versi desktop tambah dlls ray tracing turn based
game baik beut,beut
"Game cacat banyak sekali bug setelah update ini...mulai dari black screen waktu quest, loading screen yg lama, waktu pertandingan di DU malah nge stuck musuhnya gk keluar²,",cacat bug update black screen quest loading screen tanding du nge stuck musuh
"dengerin noh keluhan player, jangan mentang-mentang ini Indo yang pemasukan game nya ga seberapa malah ga lu dengerin. coba nanti plyer dari asia timur ikut rating jelek ni game juga, ketar ketir gak lu?",dengerin noh keluh player mentang mentang indo pasu dengerin coba plyer asia timur rating jelek ketar tir
Bisa gak nunggu Nya gak lama 🤲🤲🤲🤲🤲,tunggu
"Gamenya secara overall bagus & memuaskan, terkhususnya dari characternya, walau yang menggangu tetap system dari fitur pity yg sangat memeras kantong para low-medium spender, apalagi nanti ada efek dari global pasif skill yg memaksa usernya buat hacha karena pasti lebih bagus character tersebut, semoga developer mendengarkan keluhan ini, karena semakin kesini, miHoYo sepertinya sdh mulai memeras isi kantong para usernya turn-based",overall muas khusus characternya menggangu system fitur pity peras kantong low medium spender efek global pasif skill paksa usernya hacha character moga developer dengar keluh kesini mihoyo sdh peras isi kantong usernya turn based
"buat tombol skip dong;), jempol bisa bisa kena syndrom:) turn-based",tombol skip jempol kena syndrom turn based
"Luck banget di game adek nya, ngga di kakak nya jarang bnget luck. Paling cuman hitungan jari, the best deh. Pompom",luck adek kakak jarang luck cuman hitung jari deh pompom
best mihoyo game,mihoyo
Best Game android Turn-Base in Wolrd love this game gacha,android turn base wolrd gacha
Saya ga bisa masukin kode fervikasi nya knp ya hoyoverse,masukin kode fervikasi
Rateupnyabdi naikin lah...,rateupnyabdi naikin
"Ada BUG dibagian awal main Deserve Universe versi Amphorius tidak bisa bergerak karakter nya padahal sudah tekan semua tombol tapi tidak bisa bergerak sama sekali.Punya 2 akun dan semua server sama saja BUG nya dibagian main awal Deserve universe versi Amphorius,dimohon untuk diperbaiki lagi🙏",bug bagi deserve universe versi amphorius gerak karakter tekan tombol gerak akun server bug bagi deserve universe versi amphorius mohon baik
"Game BAIK😁🔥, GENSHIIN COULD NEVER....",genshiin could never
Masalahin powercreep: meragukan party sendiri,masalahin powercreep ragu party
Lawan boss nya seru sekali sih,lawan boss
"Klo ga bisa skip dialog, minimal ada skip typing. Story-nya juga riang gembira, yeay!",skip dialog minimal skip typing story riang gembira yeay
