original_index,content,clean_final
21214,Jelek,jelek
5413,gem jelek,jelek
6057,Jelek,jelek
8167,Jelek,jelek
11109,gim baik jir,jir
8596,Seru jir,jir
8404,Game baik jir,jir
1437,Game bagus jir,jir
22060,Game nya seru bngt mantap jiwa,jiwa
12611,Mantap jiwa,jiwa
12469,Game gak jls,jls
20972,kaga jls,jls
18096,Good job,job
7733,Good job,job
14628,Good job! :),job
18766,Good job,job
16278,Good job,job
21178,Good job,job
16705,Good job,job
18560,Nice job,job
10389,Nice Job!,job
11727,Good job,job
887,good job hoyoverse,job
45,I love this game good job,job
19683,"nice game, good job",job
12821,Game jomok,jomok
12807,Game jomok,jomok
12912,Game jomok,jomok
12790,Game jomok ternyata 😂,jomok
12877,Jomok,jomok
13436,Jos,jos
25079,Jos,jos
23166,Jos,jos
17634,Sangat joss game nya,joss
19063,Joss game,joss
14775,Can't jump,jump
17217,can't jump,jump
17515,I love kafka,kafka
17008,Min bagi gw kafka min ☺️🙏,kafka
17703,I love kafka,kafka
10033,i love you kafka,kafka
17694,Mantap dapet Kafka😁😅😁😅😅😁,kafka
13504,kafka bagus,kafka
17818,Gk dapat kafka,kafka
18921,i love Kafka,kafka
18899,Kafka mantap 😋😋😋😋😋😋🥰🥰🥰,kafka
17832,akhirnya gua dapet kafka,kafka
17906,Aku dapat kafka makasih,kafka
18381,Kafka <3333,kafka
18789,Kafka 😍😍,kafka
18568,aku mau kafka 😭,kafka
19829,KAFKA PUNYA SAYA,kafka
18552,Keren karena ada kafka,kafka
14341,Kafka🥵,kafka
17583,Aku mw kafka,kafka
17548,Karena saya dapat kafka,kafka
13254,Aku mau kafka bugil,kafka bugil
17828,ga di kasih kafka bugil,kafka bugil
14520,Kafka wangy♥︎,kafka wangy
15399,Kafka wangy banget,kafka wangy
18400,Kafka wangy wangy,kafka wangy wangy
18824,KAFKA WANGY WANGY,kafka wangy wangy
21563,Kafka wangy wangy,kafka wangy wangy
16410,"Game baik, tidak seperti kakaknya",kakak
13417,"Game baik, tdk kek kakaknya",kakak
3307,Gw ga akan kalah.,kalah
6982,selalu kalah 50/50,kalah
10640,Sangat bagus walaupun kalah rate off,kalah rate
14314,kalah rate off 😁,kalah rate
7376,Selalu kalah rate off,kalah rate
16601,Kalah rate off,kalah rate
13145,KASIH AJA KALAH RATE OFF,kalah rate
18287,Kalah rate off,kalah rate
14017,"Dari 1.0 sampai sekarang kalah rate off terus ,mantap",kalah rate
9113,kalah rate off mulu,kalah rate mulu
16096,Kalah rate off mulu,kalah rate mulu
657,KALAH RATE OFF MULU😐😐,kalah rate mulu
9413,Seru kali,kali
11062,Game sering kali,kali
13948,karakternya besar,karakter
19195,Mantap karakter,karakter
2631,karakter baru bagus,karakter
23623,"Keren . Karakternya bagus"" 😁",karakter
17672,Game nya bagus banget banyak karakter yang bagus bagus,karakter
12409,Bagus keren karakter banyak,karakter
7865,Karakter B5🥲,karakter b
11155,Pls dpt karakter b5😭🙏,karakter b
17380,Best. Ga kaya genshin,kaya genshin
15946,game keren ga kaya genshin,kaya genshin
22490,kece banget,kece
25228,Kece banget,kece
2817,kece,kece
12457,Kece,kece
5519,kece,kece
18047,Kece,kece
24509,Hoyoverse Selalu Tidak Mengecewakan😁 Good Game👍,kecewa
3000,kecewa,kecewa
24356,aku kecewa 😔,kecewa
1551,kecewa,kecewa
4870,kecewa,kecewa
4896,udah kecewa,kecewa
24790,Game Hoyoverse gak pernah mengecewakan,kecewa
4531,kecewa..,kecewa
23464,The best lah hoyoverse tidak pernah mengecewakan,kecewa
14472,"Gamenya kurang seru, sangat mengecewakan saya",kecewa
5374,mengecewakan,kecewa
3337,mengecewakan,kecewa
596,kecewa,kecewa
3121,Kecewa!!,kecewa
16222,game hoyoverse emang gak pernah mengecewakan,kecewa
24632,Moga aja ga mengecewakan,kecewa
3580,kecewa berat,kecewa berat
3992,kecewa berat,kecewa berat
17678,Gua kecewa berat sama game ini,kecewa berat
19746,KECEWA BERAT,kecewa berat
20427,Kecewa berat 🤓🤓,kecewa berat
2640,"kecewa sama ini game, gaada fitur bikin anak",kecewa fitur anak
3869,Kecewa tidak ada fitur bikin anak 😡,kecewa fitur anak
25261,Kelazzz,kelazzz
23911,Kelazzz,kelazzz
3282,bagus banget moga terus berkembang,kembang
23061,Mantap kembangkan lagi,kembang
3245,tetap berkembang dan buat game nya jadi lebih baik ❤,kembang
563,terus berkembang ya gem nya,kembang
19996,Kemren,kemren
18613,Kemren,kemren
8342,Gw pengen dapet kafka please,ken kafka
13257,Gw Pengen Kafka,ken kafka
11792,Untuk hp kentang bersiap siap dengan gem ini💀🗿💀🗿🗿💀🗿💀,kentang
22444,Mantap walaupun g bisa main di hp krn hp kentang,kentang
8804,Bagus dan keran,keran
8041,Bagus keran,keran
1361,game kereen,kereen
17924,Kereen dan seru ni game,kereen
23524,Mengkeren😎,keren
23468,Game terkeren,keren
22961,kerenn,kerenn
7687,Kerenn..,kerenn
20910,Kerenn,kerenn
5812,kerenn,kerenn
238,kerenn,kerenn
10631,Kerenn,kerenn
22360,Kerenn,kerenn
18122,keren kerenn,kerenn
25254,Kerenn 🥵🥶.,kerenn
17618,Kerenn,kerenn
19895,gamenya kerenn..,kerenn
12623,Gamenya Kerenn!,kerenn
25330,Wah kerenn,kerenn
11985,KERENNN,kerennn
13035,Kerennn...,kerennn
2129,kerennn,kerennn
25398,Kerja Bagus,kerja
4037,Kerja bagus👍,kerja
25151,Kerja bagus,kerja
16881,Kerja bagus,kerja
7626,Kerja Bagus,kerja
19913,Kerja bagus,kerja
21164,Kerja bagus,kerja
24358,kerja bagus,kerja
21545,Kerja bagus,kerja
24572,Kerja bagus,kerja
2822,kerja bagus,kerja
20844,Kerja bagus,kerja
22914,Kerja Bagus,kerja
22900,Kerja bagus,kerja
20436,Kerja bagus,kerja
19977,Kerja bagus,kerja
20227,Kerja bagus,kerja
25146,Kerja bagus👍,kerja
20789,Kerja bagus,kerja
24271,Kerja bagus 👍,kerja
24636,Kerja bagus,kerja
24647,Kerja bagus,kerja
22195,Kerja bagus,kerja
23751,Kerja bagus,kerja
16297,Kerja bagus,kerja
21724,Kerja bagus,kerja
23361,Kerja bagus,kerja
21986,Kerja bagus,kerja
21755,kerja Agus,kerja agus
16696,Kerja agus,kerja agus
16549,Kerren,kerren
25284,Kerren,kerren
10089,Ngga kikir 👍🔥,kikir
14325,Panjang panjang game baik jangan sampai jadi game kikir 🫡,kikir
9442,Game baik dan tidak kikir,kikir
1299,Sehat² game setengah kikir🥳,kikir
6804,Kikir game,kikir
13277,Tidak kikir,kikir
3881,3.2 ini baru game baik tidak kikir,kikir
12297,Game ini tidak kikir,kikir
4501,mulai kikir ni game,kikir
7333,Game kikir,kikir
10014,gamenya tidak kikir😁👍,kikir
13409,Game kikir,kikir
10206,"terimakasih game baik, jauh² game kikir",kikir
1352,semakin kikir,kikir
2448,kikir,kikir
8413,Mantap tidak kikir,kikir
10654,Game nya gak kikir.,kikir
10326,gem kikir 😄,kikir
12541,Gemnya kurang kikir,kikir
7186,Game terlalu baik dan tidak kikir,kikir
9596,Game nya baik tidak kikir,kikir
2444,GK kikir,kikir
6211,game kikir,kikir
7322,Game baik no kikir,kikir
10646,10/10 tidak kikir,kikir
127,game kikir,kikir
7219,kikir,kikir
9150,GAME KIKIR,kikir
5566,Game kikir,kikir
11451,Mantap ga kikir,kikir
3913,"bagus gamenya,gak kikir.",kikir
11605,Game nya ga kikir,kikir
872,masih kikir,kikir
2112,"Game seru, baik, dan tidak kikir😁",kikir
9102,game nya tidak kikir 😁🥰,kikir
8044,Jangan kikir,kikir
3211,kikir,kikir
12714,game baik tidak kikir,kikir
8995,Game kikir,kikir
4396,game kikir 2.0,kikir
3856,udah mulai kikir,kikir
11793,Game nya tidak kikir😁,kikir
8874,Tidak kikir,kikir
8792,Gk kikir🤑,kikir
4899,game kikir,kikir
9168,Gem baik tidak kikir,kikir
10107,Game baik dan gak kikir,kikir
5614,Kikir,kikir
3064,kikir,kikir
11173,ga kikir,kikir
12565,Gamenya tidak kikir,kikir
1275,"Game baik, tidak kikir",kikir
4278,Kikir,kikir
261,game kikir 🤡,kikir
4977,makin lama makin kikir,kikir
11014,Yg penting g kikir,kikir
10945,Tidak kikir,kikir
6786,Game Kikir,kikir
2603,Game kikir,kikir
7210,Gak kikir,kikir
279,sekarang jadi kikir,kikir
3596,Gak kikir kek game sebelah,kikir belah
10539,"Tidak kikir, kayak game sebelah",kikir belah
5860,gak kikir kayak sebelah,kikir belah
6274,Bagus lah ni game gak kikir kek sebelah,kikir belah
10742,Mantap ga kayak game kikir sebelah,kikir belah
14306,Gak kikir kayak game sebelah,kikir belah
10900,Game BAIK sangat bagus tidak seperti Kikir Impact,kikir impact
225,kikir impact,kikir impact
12866,"Sehat2 game baik, ga kayak si kikir impact 😋😋🔥🔥",kikir impact
6220,Lebih baik dari pada kikir impact 🗿👍,kikir impact
14141,Lebih baik daripada kikir impact,kikir impact
13553,Mirip kikir impact,kikir impact
10103,Game baik gak kayak kikir impek,kikir impek
8656,Lebih bagus dari kikir impek,kikir impek
12456,Gak kyk kikir impek,kikir impek
11785,Bukan kikir impek,kikir impek
9482,Game baik gak kikir kek kakaknya,kikir kakak
13351,Gk kikir kyk kakak nya,kikir kakak
10346,TIDAK KIKIR KYK KAKAKNYA GOOD,kikir kakak
12756,Game yang tidak kikir saya suka,kikir suka
12475,"Game ini sangat baik dan tidak kikir, saya sangat suka dengan hal itu:)",kikir suka
15941,King bgt,king
11952,king,king
16770,King🥇,king
19243,Game kntl,kntl
13298,game kntl,kntl
20289,"Game kocak , game gak jelas",kocak
1801,game kocak,kocak
13013,no komen,komen
16757,Komen an,komen
21474,No komen,komen
23254,No komen,komen
21620,No komen,komen
16072,Gk perlu komen udh the best 👍💯,komen
2180,gak perlu komen banyak ini game bagus banget yg jelas,komen
11235,No komen,komen
18859,No komen,komen
14041,No komen 👍,komen
18080,Tidak ada komen,komen
20880,No komen,komen
13871,Gak komen bagus banget👍,komen
9926,"No Komen, intinya bagus👍",komen inti
4688,no komen bagus intinya,komen inti
21735,Game kontol,kontol
22524,game kontol,kontol
24065,kren,kren
25041,Kren,kren
24230,Kren,kren
20843,Kren,kren
3767,harusnya gak perlu lagi ku jelaskan,ku
22042,Biasa aja menurut ku,ku
10565,Bagus saja menurut ku,ku
24508,ku kasih bintang satu aja,ku bintang
11954,Ku kasih bintang 5 karena kamu game baik,ku bintang
21053,Kalo bagus ku kasih bintang 🌟🌟🌟🌟🌟 5,ku bintang
24976,Ku kasih bintang 3 dulu,ku bintang
18935,Kuru kuru,kuru kuru
18419,Kuru kuru,kuru kuru
18997,Kuru kuru,kuru kuru
19969,KURU KURU,kuru kuru
19332,Kuru kuru,kuru kuru
14959,kuru kuru kururing,kuru kuru kururing
20650,Kuru kuru kururing,kuru kuru kururing
2136,l love game,l
18615,Сооl,l
11709,(•_•) | l / | \,l
15367,Good game l,l
5436,L update,l update
19050,"I Love you Hoyoverse, l like this game. update selanjutnya tambah lebih baik dan keren daripada yang sebelumnya 😍😁",l update
11635,Awal mulai game bikin lag min,lag
18239,Lag,lag
22097,Lag,lag
8095,Lag,lag
21308,Lag banget,lag
22367,Game nya lag amat y,lag
6034,"game ya seru banget,bagus,gak lag",lag
10590,Lag,lag
17387,Bagus aja walaupun agak lag:),lag
23872,Lag Tapi bagus 🗿,lag
13224,wah ini game bagus banget meskipun ada lag dikit tapi gk ngaruh 🗿,lag dikit ngaruh
16584,Lag dikit gak ngaruh 😁,lag dikit ngaruh
21573,lag parah,lag parah
6637,Lag parah,lag parah
11277,good but lagging,lagging
19493,lagging more than before,lagging
14982,Lancar2 game baik,lancar
11857,Game nya bagus banget lancar di hp saya.....,lancar
22819,Sejauh ini lancar,lancar
15490,mantap lanjutkan,lanjut
17358,Lanjutkan,lanjut
10726,"Mantap, lanjutkan game baik",lanjut
2137,lawak,lawak
588,lawak,lawak
24452,let's go,let go
20433,good game let's go!,let go
25313,Lets go,lets go
15452,Lets go 1.6,lets go
19072,lets go,lets go
24839,Lets Go,lets go
24627,lmao,lmao
15872,lmao,lmao
8121,loading lama,loading
9077,Loading. Lama. Banget,loading
7816,Loading nya lama,loading
9556,Game nya udah bagus tapi loading nya agak lama,loading
6088,loading nya lama banget,loading
24889,Bagus Cuma Lama Loading nYa,loading
16960,"Loading bgtt,lama pula",loading
19016,Ini loading nya lama sekali,loading
9007,loading nya lama,loading
17198,loading nya lama🥰,loading
19265,Loading lama,loading
9650,loadingnya lama,loadingnya
7172,Bagus banget tapi loadingnya lama banget,loadingnya
10791,Lama banget loding nya-_-,loding
523,bagus sih tapi loding nya lama,loding
9786,loding nya lama,loding
13659,Ini game loding nya lama,loding
12936,Loginya lama banget 😡😡,log
20248,Knp g bisa log in,log
23499,Ga bisa log in T.T,log
18317,Loginya lama,log
8963,loginya Ia ma,log
7401,Loginya lama amat ya..,log
18116,"Bagus sekali, loginya sedikit lama",log
19585,Login,login
22796,"login aja ngga bisa, game macam apa ini?",login
7869,tidak bisa login,login
13771,"game nya bagus, tapi login nya lama bgt",login
7706,Login nya lama banget,login
24433,Ga bisa login udah 3 hari,login
10608,Gk bisa login,login
23297,kok gak bisa login?,login
391,ngga bisa login 😮‍💨,login
8950,Login terlalu lama,login
22494,Tidak bisa login,login
7477,Lama login,login
6172,GK bisa login,login
19694,Login lama banget,login
24219,GK bisa login,login
19224,I can't Login,login
12624,Gak bisa login?,login
4405,gak bisa login,login
12701,Login nya lama,login
9750,Gak jelas gak bisa login,login
24292,"Kok gak bisa login, eror",login eror
22997,Login selalu eror,login eror
22889,Waktu mau main katanya login eror,login eror
24246,Login eror,login eror
23704,Login eror terus ini.,login eror
17485,kok login eror 1001,login eror
6954,Login eror,login eror
22190,Login eror,login eror
21669,Login eror,login eror
20971,Login eror,login eror
19629,Setiap login selalu eror🥱,login eror
24251,"Gak bisa login ,error 😥",login error
17526,Gak bisa login error 1001,login error
24278,Login error...-_-a,login error
24223,Login error,login error
19229,Login error terus,login error
19726,Selalu login error,login error
24171,Login error,login error
24130,Login error,login error
24102,Tidak bisa login error 1001_2,login error
24066,Gak bisa login kenapa ya ? error terus,login error
22303,Terlalu sering login error,login error
24307,Login Error,login error
8633,Gak bisa login apa apa error,login error
19841,Login error 1001_3,login error
23554,Login error😡,login error
20731,saat login terjadi error kenapa???,login error
23287,Game nya gak bisa login error trus,login error
23212,Login error,login error
10314,Login error' terus. Tapi lah,login error
23009,Sering terjadi login error,login error
21575,Login error 1002,login error
22418,Setiap login pasti ada aja error 10013,login error
6109,Login error,login error
6652,login error mulu 1001,login error mulu
24275,Login error mulu,login error mulu
14830,Mau login error mulu -_-,login error mulu
24248,Mau Login Error Mulu,login error mulu
23683,Apaan ini login error mulu,login error mulu
22426,"seru sih, tapi login error mulu",login error mulu
22729,Game gak jelas Login masuk lama,login masuk
10359,Lama untuk login dan lebih sering ga bisa masuk,login masuk
9097,Loginnya lama,loginnya
14599,Kenapa loginnya lama bgt,loginnya
11592,Loginnya lama,loginnya
21039,Loginnya lama,loginnya
15406,Long live,long live
15321,Long live game baik.,long live
9521,Bagus lorenya,lorenya
21148,Keren sih buat lorenya,lorenya
7770,lemot,lot
17641,Gak bagus lemot banget 🤬,lot
10632,Sering lemot,lot
6133,Thanks for low pity,low pity
19464,Low pity please,low pity
15370,Beri saya low pity,low pity
9549,Game nya lumayan,lumayan
14917,Lumayan,lumayan
16345,Lumayan,lumayan
14625,Mayan lah,lumayan
21477,Lumayan,lumayan
22069,Lumayan seru!,lumayan
10018,lumayan..,lumayan
7799,Mayan,lumayan
17088,Lumayan.,lumayan
22082,mayan lah,lumayan
3557,lumayan lah,lumayan
25399,Lumayan,lumayan
6317,Udh lumayan,lumayan
7997,sejauh ini lumayan,lumayan
16203,Lumayan,lumayan
23385,Lumayan,lumayan
6282,Lumayan,lumayan
16147,Lumayan,lumayan
8517,lumayan,lumayan
14758,Lumayan bagus,lumayan
23990,Keren gamenya lumayan,lumayan
8316,lumayan,lumayan
16037,Lumayan,lumayan
8232,Mayan,lumayan
12,lumayan,lumayan
3628,lumayan,lumayan
10344,mayan lah,lumayan
15978,Lumayan seru.,lumayan
24942,Lumayan lah,lumayan
18379,Lumayan,lumayan
18377,Lumayan,lumayan
11883,"Oke lah, lumayan",lumayan
19303,lumayan,lumayan
18061,Gamenya lumayan bagus,lumayan
11428,lumayan bagus,lumayan
17103,Lumayan,lumayan
19756,Lumayan,lumayan
19908,Lumayan,lumayan
19944,mayan,lumayan
18458,Lumayan,lumayan
20367,Lumayan game nya,lumayan
20619,Lumayan,lumayan
5111,game lumayan baik,lumayan
20755,Lumayan,lumayan
20810,Lumayan,lumayan
20818,Lumayan,lumayan
7201,Lumayan lah,lumayan
10556,Lumayan lah,lumayan
10428,Lumayan seru,lumayan
20101,Lumayan,lumayan
11452,Lumayan menyenangkan,lumayan senang
15131,Game ny lumayan menyenangkan,lumayan senang
18550,I Luv This Game,luv
16306,LUV IT,luv
17409,i luv this game,luv
22953,Maen,maen
3304,pls lah baru maen,maen
19202,Gamenya bagus dan seru untuk dimainkan,main
23246,Sudah bisa dimainkan dan sangat bagus 👍,main
18646,Makin semangat mainnya,main
17733,Permainannya bagus,main
16086,Permainan nya sangat bagus,main
8026,Kenapa kalok mau mainkan game ini harus sangat lama 😡😡,main
8126,Gem nya sangat sangat seru untuk di mainkan,main
9733,Permainan ini sangat bagus,main
9453,Sejauh ini permainan cukup baik,main
4154,Saya bermain dengan kesenangan,main senang
8742,Seru untuk di mainkan dan menyenangkan,main senang
18263,Permainan yang menyenangkan,main senang
24820,Baru bisa dimainkan tanggal 26 April 2023,main tanggal april
17961,Bermain Saat Tanggal 7 April 2023,main tanggal april
7566,g bisa di mainin ツ,mainin
24622,Kok belum bisa di mainin ya?,mainin
17885,Malam,malam
7034,Malam game baik,malam
18886,aku mau mama kafka,mama kafka
17753,Mama kafka,mama kafka
4824,mantab,mantab
13585,Mantab,mantab
17711,Mantab,mantab
15422,Mantab,mantab
22643,Mantab,mantab
8284,Mantab,mantab
15612,Mantab game seru,mantab
12396,Mantab! Sehat selalu game baik,mantab
22473,Mantab,mantab
5524,Mantab,mantab
20012,Mantab,mantab
10471,mantapp,mantapp
24141,Mantapp Ni game seru,mantapp
15770,Mantapp,mantapp
22920,mantapp,mantapp
10202,Mantapp,mantapp
24748,mantapp,mantapp
1736,mantapp,mantapp
12859,MANTAPP,mantapp
24277,Mantapp,mantapp
1378,mantapp,mantapp
19356,Mantapp!,mantapp
844,mantapp,mantapp
18664,Game seru mantapp,mantapp
11054,Mantapp......,mantapp
24819,Mantapp,mantapp
470,mantapp,mantapp
16217,Mantappp,mantappp
11532,game baik mantappp,mantappp
14621,MANTAPPP,mantappp
15839,Mantappp,mantappp
20520,Mantappp,mantappp
9910,Mantapppp,mantapppp
16562,Mantapppp,mantapppp
9178,Mantul,mantul
24877,mantul :D,mantul
18868,Mantul,mantul
21377,Mantul,mantul
23197,So many BuG,many bug
16113,How many bug again in this game 😕,many bug
14493,March 7 punya gw,march
24046,March 7 😋😋,march
24511,March 7 Wangy Wangy 🥵🥵🥵,march wangy wangy
19414,March wangy wangy,march wangy wangy
3771,maruk amat,maruk
4083,game maruk,maruk
9290,Masterpiece....,masterpiece
15087,Masterpiece,masterpiece
956,meski bukan masterpiece tapi NiCE,masterpiece
10453,Masterpiece,masterpiece
1448,Game masterpiece coy,masterpiece
7370,masterpiece,masterpiece
6225,Masterpiece Game♥️,masterpiece
13681,Masterpiece,masterpiece
10323,Masterpiece,masterpiece
12549,Masterpiece,masterpiece
10870,Masterpiece,masterpiece
7949,Masterpiece,masterpiece
10978,masterpiece!,masterpiece
20025,Masterpiece,masterpiece
14608,Kok ga bisa masuk,masuk
13801,lama banget masuk nya,masuk
660,sering gk bisa masuk game,masuk
10390,Kenapa gak bisa masuk in game nya,masuk
17266,GK bisa masuk,masuk
21357,Game nya gak bisa masuk gak seru,masuk
19289,Gk bisa masuk,masuk
8748,Ko gak bisa masuk sih,masuk
20633,Saya tidak bisa masuk,masuk
20325,Kok lama sih masuk game nya,masuk
21996,Kenapa lama sekali masuk gamenya saya sudah lama,masuk
17066,Ga bisa masuk game,masuk
19595,Masuk ke gem nya lama banget😅,masuk
7175,Ini kenapa pas awal masuk tiba tiba keluar,masuk
18934,Lama banget masuknya,masuk
10204,Game nya ngk bisa masuk,masuk
12222,Cara masuk ya gimana,masuk gimana
10940,"Ga bisa masuk,ini gimana sih",masuk gimana
10485,Matap,matap
19081,Matap,matap
17046,Mantep men,men
5456,mantap men,men
13025,Game baik menang rate off 3×,menang rate
15061,Belum pernah menang rate off,menang rate
19451,Selalu menang rate off 😎,menang rate
6285,TERIMAKASIH HOYOVERSE AKU MENANG RATE OFF,menang rate
14066,Terimakasih untuk selalu menang rate of nya hoyoverse🙏,menang rate
16011,Hoyoverse Kasi gw menang rate off terus ok?,menang rate
1557,ga pernah menang rate off lagi...,menang rate
5311,miaw,miaw
5518,miaw,miaw
7823,Miaw 👅😘,miaw
16484,Mid,mid
5286,mid,mid
15512,I LOVE MIHOYO,mihoyo
18645,I love mihoyo game,mihoyo
8228,Mihoyo ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,mihoyo
22398,Mihoyo sangat baik sekali,mihoyo
12836,Wah game baik makasih mihoyo,mihoyo
2851,best mihoyo game,mihoyo
3442,semangat mihoyo,mihoyo
21681,Seperti biasa game mihoyo bagus² semua,mihoyo
16678,MIHOYO EMANG MANTEP GAME NYA,mihoyo
2992,love you mihoyo😘😘😘,mihoyo
10933,Bagus cuma mihoyo kon,mihoyo kon
19800,Mihoyo kon lu,mihoyo kon
15161,No minus coy,minus
12132,Mantap game nya minus nya GK ada😁,minus
4085,Kenapa tidak ada misi,misi
19018,"Game nya bagus, tapi kenapa ya, misi nya gak ada lagi?",misi
16003,cuma kurang banyak aja misi nya,misi
16224,Mntap,mntap
12691,Mntap,mntap
19745,Mntap,mntap
24641,Mntap,mntap
17949,Sangat Bagus Gameplay nya semoga Lebih baik lagi,moga
5996,Semoga lebih baik lagi,moga
1630,gamenya mantap dan keren.semoga sehat selalu hoyoverse,moga
5114,Semoga lebih baik,moga
24495,Semoga bagus game nya,moga
11714,semoga bagus 😎,moga
3462,game baik semoga baik selalu,moga
25332,Semoga gamenya bagus,moga
24812,Semoga bagus😁,moga
25343,Semoga Seru game nya,moga
7536,Semoga bisa jauh lebih baik lagi.,moga
25012,semoga bagus,moga
24552,Semoga bansos nya lancar 😇😇😇,moga bansos lancar
15280,Semoga bansos lancar terus,moga bansos lancar
8541,Bagus semoga bansos lancar,moga bansos lancar
24779,Semoga betah,moga betah
23752,Semoga betah main ini,moga betah
335,Semoga kedepannya akan lebih baik,moga depan
10290,"Gamenya sangat bagus,semoga semakin baik dan bagus kedepannya",moga depan
8224,semoga gacha ku wangi,moga gacha ku wangi
3646,semoga gacha ku wangi,moga gacha ku wangi
16983,Semoga gacha saya wangi,moga gacha wangi
23406,Semoga gacha wangi,moga gacha wangi
24755,Semoga seru kayak genshin impact,moga genshin impact
25011,Semoga game ini bagus seperti genshin impact 👍,moga genshin impact
551,Semoga hoki,moga hoki
16170,Semoga hoki,moga hoki
23217,"Gamenya bagus, semoga rate gacha nya juga selalu bagus",moga rate gacha
3196,semoga rate gacha nya lebih baik,moga rate gacha
3314,game nya seru! semoga ada peningkatan lebih baik lagi,moga tingkat
13261,Bagus semoga Di Tingkatkan lagi,moga tingkat
20027,10 out of 10 banyak mommy,mommy
15538,Bagus ada banyak mommy,mommy
17875,Mommy Kafka 😏😏,mommy kafka
18811,Sangat mantap apalagi MOMMY KAFKA🥰🥰😋,mommy kafka
20271,I love mommy kafka,mommy kafka
18714,MOMMY KAFKA!!,mommy kafka
17923,Mommy Kafka 🥵🥵,mommy kafka
17533,Gamenya bagus tapi aku gak dapet mommy kafka😭😭,mommy kafka
18491,Mommy kafka 😌,mommy kafka
18025,Mommy Kafka 👉❤️👌,mommy kafka
6762,Mommy kafka,mommy kafka
18461,Mommy Kafka 🥰😘,mommy kafka
24792,Muantap,muantap
6506,Muantap,muantap
17859,sangat memuaskan game ini,muas
10569,Sangat memuaskan,muas
21358,Sangat memuaskan^^,muas
21499,Memuaskan,muas
14175,Tidak memuaskan sama sekali,muas
20006,Sangat memuaskan,muas
20898,sangat memuaskan,muas
14042,Gameplay yang memuaskan dan story yang bagus,muas story
13883,Sangat memuaskan baik story maupun gameplay,muas story
20030,Love this game very much,much
18571,i love this game so much,much
18206,Thanks you much :),much
1652,i love this game so much,much
8858,I love it so much,much
8470,I love this game so much❤️❤️❤️💋,much
17947,I love this game so much,much
1387,Thank you very much!!!,much
8955,Seru gak gampang bosen,mudah bosan
17188,gampang bosen,mudah bosan
13225,"Bagus,sangat mudah untuk memainkan nya",mudah main
9609,Sangat bagus dan mudah di mainkan,mudah main
3870,murah hati,murah hati
13795,Game murah hati,murah hati
14899,"Mantap, game murah hati😂",murah hati
20816,Nais,nais
25258,Nais,nais
6581,nais,nais
23610,naise,naise
22191,Naise 👍,naise
14486,Need more event..,need event
22569,Need more event,need event
10498,Ngantuk,ngantuk
5959,Bikin ngantuk,ngantuk
10219,Game ngantuk🙂,ngantuk
23487,Ngantuk,ngantuk
8877,gem ngantuk,ngantuk
2590,game ngantuk,ngantuk
17734,Game ngantuk,ngantuk
10753,game ngantuk,ngantuk
23397,Ngantuk,ngantuk
12969,game baik tapi agak ngantuk,ngantuk
13074,Game ngantuk,ngantuk
1420,game ngantuk 🥱,ngantuk
12621,Ngantuk,ngantuk
6694,Game ngantuk,ngantuk
13128,Gamenya ngantuk,ngantuk
13129,Game ngantuk,ngantuk
2896,game bagus - ngantuk,ngantuk
11502,Game ngantuk,ngantuk
2703,game ngantuk,ngantuk
1487,Game yg bagus walaupun bikin ngantuk 🗿,ngantuk
9305,Ngantuk,ngantuk
21258,Game ngk guna Buat ngantuk,ngantuk
15182,"Bagus sih, cuma agak ngantuk aja",ngantuk
10518,Game Ngantuk,ngantuk
10363,Gamenya bikin ngantuk 😴,ngantuk
5516,ngantuk🗿,ngantuk
10843,Game ngantuk 👍🏻,ngantuk
7728,ngantuk,ngantuk
3184,ngantuk 🤣,ngantuk
6247,Ngantuk,ngantuk
7647,Game ngantuk,ngantuk
16472,Bagus tapi jangan ngelag,ngelag
21777,Seketika hp gua ngelag²,ngelag
15636,NgeLag terus padahal di game lain nggak 😴,ngelag
17119,Agak ngelag tapi mantap,ngelag
2611,game nya bagus kalo ga ngelag :),ngelag
9225,kenapa ngelag²,ngelag
22527,KEREN TAPI NGELEG,ngeleg
18914,Ngeleg. 🗿🗿,ngeleg
18702,Bagus agak ngeleg,ngeleg
14265,Keren banget agak Ngelek,ngelek
6491,agak ngelek si,ngelek
15805,Sangat lah ngelek,ngelek
871,NICEEE,niceee
21197,Niceee,niceee
25348,Niceee,niceee
17725,Niceee,niceee
4427,Makin ga jelas nih game,nih
17245,the best lah nih game,nih
17001,Kok Nih Game keren banget😍,nih
5009,Makin makin nih game,nih
4970,nikmati aja,nikmat
3962,saya sangat menikmati gamenya,nikmat
24692,Sedang Menikmati,nikmat
20282,"Satu kata buat game ini ""NIKMAT""",nikmat
25271,Noice,noice
11401,Noice,noice
17328,noice,noice
6559,Noice,noice
23317,noice,noice
22814,Ntap,ntap
7244,Ntap,ntap
10358,Ntaps 👍,ntaps
18068,Ntaps,ntaps
16159,Ntaps,ntaps
11609,Ntaps,ntaps
10178,Ntaps,ntaps
12343,menyala abangkuh🔥🔥,nyala abangkuh
13195,Menyala abangkuh 🔥🔥🔥,nyala abangkuh
13786,Ga nyesel gw download ini game,nyesel download
2385,ngk bakal nyesel download,nyesel download
