original_index,raw_content
7710,saya rating 1 karena teman saya selalu menghina persona series dan mengocok menggunakan karakter kafka
7711,"Grafis yang disajikan sangat bagus begitu memukau dan desain tampilan karakter kreatif tidak menoton. Story nya fresh,menegangkan,kadang sedih dan menarik,soundtrack dan lagu yang dibawa sangat enak didengar Cara bermain sangat mudah karna ini adalah game Turn Base RPG semua orang harus nya bisa memainkan game HSR dengan mudah dan pastinya pemula sudah bisa memahami gameplay dari game Turn Base. Semoga HSR lebih bagus lagi kedepannya👍"
7712,tolong lah kalo kasi bos anak buah nya damake nya juga jngn sakit sakit
7713,Rerun ditanggal 10oktober dan ternyata hasilnya alhamdulilah.
7714,"Wehh, Hoyoverse gimana ini akun hoyoverseku kok tidak terdaftar aneh. Mau main jadi ngga bisa"
7715,Susah login
7716,Mantep
7717,Mengunduh sumber datanya lama tolong di cepetin lagi
7718,mantap
7719,Aduh aduh game bagus banget
7720,Game ya sangat bagus
7721,Map nya mana yg baruuuu
7722,loginya lama banget jadi aku kasih bintang 4 aj ya
7723,Good game!!!
7724,Game terbaik setelah habis main genshin 😁👍
7725,Setelah update dapet banyak bug
7726,gamenya asik
7727,Ini game gak guna ngebug Mulu nyesel main game ini kek tai
7728,ngantuk
7729,Loadingnya kebanyakan nguras data + lama
7730,Mantap Pity 10 Walau kalah rate off Makasih Hoyoo Aku sayang Hoyo Btw Berikan aku Gacha Wangy ya Berikan aku menang Rate off Pliss Berikan aku keberuntungan Hoyo Kumohonnn Aku cinta HoYoverse!
7731,Suka banget walaupun gameplay nya ngantuk dan masih gak ngerti juga wkwkwk tapi buat sistem gacha hoki banget. pernah menang rate off awal² main + baru pity belasan udh dapet emas. pokonya game baik lah. saya player genshin jadi iri sama sistem gacha hsr. pokonya nice hoyo + story nya juga seru bgtt karakter nya juga banyak yang unik² .
7732,"maaf yaa aku kasih bintang 4 soalnya hsr gabisa mode coop kayak genshin,pliss hoyo tolong adakan mode coop kayak genshin pliss 😭😭😭😭"
7733,Good job
7734,"Saya harap untuk karakter bernama (Jing Yuan) lebih di perbaiki lagi, karena secara performa dari awal hingga sekarang sangat tidak memadai secara gameplay dari SPD Issue hingga DMG Issue, saya berharap Jing Yuan mendapatkan pembaruan secara mekanik gameplay agar lebih baik lagi"
7735,"There's no skip story feature, i just don't care about story"
7736,Bagus
7737,👍
7738,Dasar game sampah
7739,Saya akan donwload game ini nanti jika sudah ada komputer di kamar saya biar saya bisa bermain setiap hari dari karakter seperti archan arlceehino cumbina saja saya sudah mengagumi game ini cmn saya memakai HP android maka dari itu sya harus membeli komputer
7740,Overall gamenya bagus banget sih!! Cuma game hoyoverse ini yang paling lama kumainin daripada yang lain karakternya juga unik unik dan alur ceritanya bagus juga ya kira kira ku kasih rating 7/10 sih👍
7741,i love hoyoverse
7742,🤬🤬🤬🤬🤬🤬🤬🤬☹️
7743,Bagis ceritanya
7744,Keren banget sih
7745,"Beh game nya dah mantap, ga perlu di jelasin"
7746,"GAME BAIK, GAME TIDAK KIKIR DE BEST DEH"
7747,Best game
7748,"I hope version 2.6 will be available in a few days, I can't wait for this."
7749,Capek farming relik
7750,knp unduh data dalam banyak minn
7751,game baik
7752,"Apalah gacha nya, gak pernah hoki+hard pity mulu+kalah 50/50 terus, plislah..."
7753,jous
7754,Walaupun game turun base tapi sangat seru
7755,"Game nya udah enak, mau ny klo mau nge ascend karakter yg mau naik level material ny kurangin aj, pasti banyak juga yg males farming material ny, sekian terimakasih..."
7756,"gamenya bagus, lebih bagus lagi kalo di kasih Relic sub stat cr cdm, udah gitu yang naek cr sampe mentok buat fexiao. dan akan lebih lebih bagus lagi kalo menang 50/50 di 2.7"
7757,Best game
7758,"Kenapa saat masuk kedalam game(log in) selalu error,tolong di tinjau lebih lanjut.."
7759,"Moc min have 1e, Money talks."
7760,Batlle keren bagus deh pokonya
7761,Gacha selalu ampas harus nyentuh pity 90
7762,Kalo High pity minimal gak rate off mas.......
7763,"Farming relic ny terlalu ampas, dri banner ny si acheron gua kaga pernah dpet yg bagus ajg, g logis pula tu yg di cari crit/cdm buat dps malah dpet hp, def, resis dst, giliran nyari stat buat tank/sup dpet ny att, crit/cdm. Kan kek asu bgst, kpan gua bisa jdi char ny kalo gini trus tod, mna makin hari makin susah lawanny di MoC"
7764,"Well selama ini pertama kali main dari banner HuoHuo Argenti (1.5?) dan yeah permasalahan diaku cuma masalah cut scene yang pertama kali muncul itu ngeleg, tapi kalau diliat cutscenenya sekali lagi ( pas cutscene langsung keluar apk, otomatis cutscenenya diulang ) pas login dan cutscenenya muncul eh lancar jaya bet, kadang heran aja, mengapa? Tapi selama ini HSR selalu ngasih story dan charakter yang bagus, kuharap selalu begitu ah dan hsr sungguh dermawan 😊"
7765,"HSR HSR, game macam apa coba atribut banyak matrialnya di jadi satu, contohnya aja fram stat equp sepatu pedang. di satu tempat. dah gitu macam"" equp + sehari ±3 bikin equp, kemungkinan stat cuma 0,3% yg op, saran aja KLO bikin stat harus ada milih jaminan equp s. game modal hoki"" paling benci jir."
7766,Aku dah main sejak awal rilis dan aku bener-bener terhibur dengan ini game ❤️❤️
7767,Game yang tidak sengaja aku temukan dan aku menyukainya
7768,Game kntl bansos gimik doang tiap gacha highpity lose rateoff
7769,emg pada dasarnya gk suka genre turn base si
7770,lemot
7771,"Powercreep nya mulai bikin gk nyaman, I quit this game"
7772,For all it is good but please add skip feature in the game to save playing time thank you
7773,Kukiraa 2gb ternyata 20gb🗿🗿🗿
7774,Sehat² game baik
7775,Grafis dan visual nya kren sih tapi bingung belum paham untuk yg pemula..
7776,Emang bener. Musuh di story utama terlalu sulit.. butuh waktu lama baru bisa killnya. Characternya sekedar di upgrade gak cukup mesti relicnya sama LC yg bagus dan udh terbuild.
7777,Main nya enak bangett
7778,"Game ini sangat bagus,tidak kalah bagus dari Genshin Impact menurut saya. Dari semua segi game nya saya suka tapi ada satu kekurangan yaitu untuk farm relic yang susah apalagi untuk gacha stat yang dibutuhkan, pasti hasil nya sangat acak. Tolong developer Hoyoverse, di permudah untuk gacha relic nya, itu saja terimakasih😆😆"
7779,game bagus banget sama grafik
7780,Game jembut ngabisin data sampai 5g msih belum selesai update data
7781,Game ini bagus gerapik nya hoyuverse buat lah pitur sekif setori cerita gw males lama kali cerita nya
7782,"Side story yang membosankan dan terlalu banyak basa-basi dan hafiah yang tidak sepadan, saya memainkan 1 side story yang memnghabiskan waktu 2 jam dan hanya dapat 20 stellar jade itu juga sata tidak membaca alur ceritanya!!!!"
7783,"Ukuran terlalu besar,Dan gamenya sangat membosankan karna cuma lari bentar tap-tap,"
7784,Bagus Sekali
7785,Permainan yg kren👊
7786,"Overall, bagus sih cuma tolonglah banyakin dikit char cwonya dan di bikin meta. Liat aja character break ada firefly sama boothill tapi yang di buff firefly Mulu. MC harmony dibikin khusus buat dia, relic khusus buat dia, lingsha di bikin elemen api yang sama sama dia, terus itu si fugue juga sama elemen api. Pilih kasih bgt jir lah (ini yang bikin malas main)"
7787,"Apalah nih game, dikit2 terlalu banyak permintaan"
7788,"Sial Mulu ngehe dari awal main kalah rate off dikasih yancing sampe e6,giliran rate on 70+ keatas mulu"
7789,"KURANG KURANGIN NGASIH MISI DARI NPC (KARAKTER GA PENTING) PANJANG GA KARUAN, KARAKTER GA PENTING MISI PANJANG BNGT, GA ADA SUARA KARAKTERNYA PAS NGOBROL, PERCUMA VISUAL BAGUS TAPI HENING PAS LIAT CERITA DARI QUEST BIRU, BOSENIN BIKIN STRESS CERITANYA"
7790,mantapp baguss sihh dari semua baguss cerita gameplay grafik dll dan march 7th itu istri gw 😋
7791,"Gacha relic ampas terus, jadi gw kasih rating bintang 1 klo relic gw ampas terus"
7792,"karakter bagus, grafik bagus gak burik"
7793,Story terlalu bertele tele boring dan bikin ngantuk
7794,Tolong karakter jingyuan jangan di Rerun lgi yah selamanya 🙏
7795,game nya bagus sayang nya banyak masalah tentang gagal login akun hsr
7796,Mohon di tambahkan fitur untuk skip dialog.
7797,Tolong dong kasih fitur hapus penyimpanan quest yang terdahulu 😑
7798,Saya kecewa dengan game ini karena tidak ada fitur telanjang🗿
7799,Mayan
7800,"tidak ada fitur telanjang untuk cowo, di usahakan ada ya."
7801,"Game taik dev babi 🐷🐷 .Tolong lah perbaiki sistem gachanya ,ini saya dari versi 2.0 sampai 2.5 ini, selalu kalah rate off dan selalu dapat ⭐ 5 nya di angka gak masuk akal 70,80, bahkan hampir menyentuh pity 90, game apaan ini iya bansos ada tapi pity sesulit ini siapa yang ngerasa di bantu, game GI sudah membaik jangan game ini yang berulah, saya gak berharap selalu beruntung dapat 2 limited sekaligus lah atau 20/10 kali langsung dapet lah, tapi di tingkatkan lagi sistemnya, salam dari player"
7802,The story cutscene cannot be skipped
7803,Itu persentase gacha emang 50% kah? Aku kalah mulu 50% nya
7804,"Sebulan tidak main dan saat mau main kembali kenapa tidak bisa login lalu ada notif ""TOO MANY REQUEST"" atau permintaan anda penuh perbarui halam dan coba lagi beberapa saat, tapi sudah seharian dicoba lagi tetap tidak bisa, apakah ada yang bisa jelasin"
7805,tolong hapus bug mencari 3 anak kecil saya selalu stak di situ misi nya tida bisa di lanjut kan
7806,"ga bisa login katanya jaringan error terus, padahal aku pake wifi sinyal nya kenceng, tolong di perbaiki dong terimakasih"
7807,This game is very good
7808,Memberikan banyak pengalaman dalam berstrategi
7809,Sistem gacha tidak ramah f2p.. 5 akun yg saya mainkan perlu pity di atas 75 tidak ada pity 50/50
7810,"Satu kata ""PEAK"""
7811,"Game nya sih udah bagus, udah lengkap jadi gaada yang kurang kok, semuanya pas, oh tambahin karakternya bisa berbahasa indonesia itu aja, terimakasih...."
7812,"Kurang nya cuman di saat auto farm aja , tolong untuk charakter yang punya 2 bar ultimate seperti argenti dibuat ulti setelah bar ke dua penuh saja"
7813,LINGSHA LONTEEE ANJEEENG.. PITY 70 RATE ON MASIH BELOM DAPET..?!! KEMAREN GW KALAH RATE OFF PITY 80 BAILU KIMAKK!!
7814,God a game
7815,Please bikin buat Hapus file yang udah ga kepake kaya genshin 😭
7816,Loading nya lama
7817,Gachanya diwangiin
7818,Ai het yu so much
7819,"INGAT, JANGAN MAIN GAME KODOK IMPEK, MAIN HSR AJA"
7820,Udh mulai ada perkembangan dan beri lah 50/50 malah dpt yanging tolong di peebaiki san beri banyak event bia cristal jade jadi banyak
7821,"Akun sudah 6 bulan lebih nempel di device gak ada masalah, udah jadi akunnya bisa clear all end game konten malah tiba"" Too many request gak bisa login sama sekali kecewa berat Saya"
7822,Semoga di berikan diamond sama skin kolektor
7823,Miaw 👅😘
7824,Seru
7825,geem nya bagus
7826,𝙱𝚊𝚐𝚞𝚜 𝚐𝚎𝚖 𝚙𝚕𝚊𝚢 𝚗𝚢𝚊
7827,Sukur gamenya masih bisa walaupun saya pakai HP MediaTek 6080 biasanya jarang game Cina yang bisa berjalan di processor HP di atas itu jarang banget
7828,"baru download udah selesai download data,malah disuruh download data lagi,hhhh"
7829,Why now is so difficult to just do a login? My train just lost in space way too long!!
7830,Bagus banget
7831,Perbanyak rate dapetin 5 star karakter
7832,pegundu ya sagat lama
7833,"Nice reward, keep it up"
7834,Sory gua kasih bintang 3 soalnya gamenya berat baget di hp masa ram 8 kapasitas 125 ga bisa ngangkat dan ga bisa buka game.... Klo gamenya ga berat gua kasih bintang 5... Sory🙏
7835,Gamenya bagus grafik juga bagus ceritanya apalagi kekurangannya farming relik yang bikin mau keluar dari game ini ditambah powercreep karakter untuk bermain mode endgame seperti moc.
7836,hehe
7837,"untuk game nya sangat sangat bagus udah, cuma tolong dong kasih fitur tambahan buat ngehapus data quest terdahulu kayak genshin biar memo nya gk penuh, internal gw dh sekarat bgt aselii"
7838,"Sering stuck dan banyak errornya. Contohnya stuck di kereta pompom... Terus loadingnya gagal terus padahal internet saya bagus-bagus aja, tolong perbaiki ya"
7839,Terimakasih bansos nya atmin♥️♥️♥️♥️♥️♥️♥️♥️♥️
7840,Tombol skipnya manaa
7841,Game ya baguss tpi semoga bisa lebih baik dalam sinyalnya ya
7842,game buruk yang paling jelek di dunia jelek buruk bikin muntah 🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢😡🤬😡🤬😁🤬😡🤬😡🤬😡🤬😡😡🤬😡🤬😡🤬😡🤬🤬😡😡🤬😡🤬😡🤬😡🤬🤬😡😡🤬🤬😡🤬😡🤬😡🤬😡🤬😡😤
7843,jelek sama kaya gensin ppc
7844,Story 10/10
7845,"Come on, the cutscenes really lag, why if the cutscenes have the highest graphics automatically?"
7846,Game seru banget gak usah di tanya
7847,"Yang mau main game nya gas download jangan ragu, minimal ram 6 mainnya udah lancar kok di grafik medium sampai grafik high, cuma masalahnya download data nya gw saranin pake wifi karena full datanya 23gb, tapi bagi kalian user data kuota paket kayak gw, ngangsur aja download 3-4gb per minggu"
7848,Di redmi a3 kenapa ngga bisa di download yahh?
7849,Grafik dan permainannya seru tapi tolong tambahkan karakter yang bersenjata sycthe
7850,saya beri bintang lima kalau mendapatkan karakter bintang lima
7851,"Nge freeze pada saat di tengah permainan, sehingga memaksa saya untuk merestart handphone Device : redmi note 8 pro. Spesifikasi direkomendasikan padahal.."
7852,Aku bahkan belum main udah banyak error lawak
7853,keren
7854,Bagus
7855,Untuk gerafik mending di pisah data biar lebih luas penyimpanan kali yah 😢
7856,Woi katanya di unduh seratus juta pemain kok dilihat cuma sepuluh juta download
7857,bukankah sudah jelas kenapa aku memberikan b5!??
7858,Terimakasih Honkai star rail sudah menyediakan karakter seindah Gallagher
7859,Gamenya Bagus benar
7860,"terimakasih banget, ngebolehin mulangin Robin di soft pity semoga nanti gacha kakaknya dapet"
7861,ok
7862,SUNDAY SUNDAY SUNDAY AKU MAU SUNDAY
7863,"Sangat bagus, mudah di mainkan dgn grafis yg realistis"
7864,"Gamenya sangat sangat bagus,dari segi grafik,action,ultimate scene,cerita,side quest,dll. Pemberian bansos yang bagus,event event yang tidak ngebosenin buat dijalanin...semoga kedepannya makin banyak hal hal yang bikin gamenya tambah bagus."
7865,Karakter B5🥲
7866,"Waktu scene epic selalu terjadi lag,tolong diperbaiki,karena ngaruh ke dalam experience story sama epic nya"
7867,Please percakapan membosankan di side quest dan event quest jangan terlalu panjang. Membosankan bgt tau
7868,Good game ever
7869,tidak bisa login
7870,Habis download data game di suruh download lagi
7871,Game kikirrr aku gacha kafka ga dapet dapet
7872,"Tolong tambahkan lagi stellar jadenya, dan untuk eventnya tolong tambahkan"
7873,Mana 80 pull yang kau janjikan
7874,aKU doNGlod Ini gaRa GAra bG rIAn 😋
7875,rating warp taiii
7876,Keren
7877,"Optimal kan lagi bagi Snapdragon 700+ , terimakasih:*"
7878,Tega bgt ni game buat gw yg f2p menang aj cuma sekali di banner aceron itumpun pity 80. habis itu GK pernah di kasih menang lagi kalau mau dapat karakter harus bgt ngeluarin 150 tiket yg bener aja
7879,Game nya bagus baget plis oiya fungsi hero jing yuan apa🗿
7880,good Game
7881,Bos musuh Feixiao susah bgt
7882,Why I can't login my account after I change my password? But my password is correct and I try it on Facebook Itself it can login but honkai star rail dont
7883,amazing game
7884,"Kalau bisa langsung terap in diawal game download nya berapa, kalau begini saya ngiranya cuman 3gb, hilang sudah paketan saya karena ternyata ada 20gb lagi terpaksa saya hapus karena gk pakek wifi"
7885,5 Star for this game!!! Tapi minimal kasih gw clara lah hoyoverse :) Edited : Dh dapat ama lc nya thanks very much hoyo btw please add 45FPS because 60 Fps burn my phone
7886,"baguss euy, grafiknya mantap, gameplay-nya mayan asik, charnya juga pada cakep² :D, GA PELIT BANSOS!, but ngebuild charnya agak susahh :'v"
7887,Sistem gacha nya ampas
7888,"This game is really good and I give it five 5🖐 stars, but please add a ""Clear previous Quest data"" feature or a ""Management Quest"" feature so that potato device users can discard mission data that has been collected."
7889,dulu ketika teman saya bermain game ini saya merasa ini hanyalah game turn-based biasa tetapi setelah saya bermain game ini ternyata game ini di luar ekspektasi saya yang mengira ini hanyalah game yang membosankan tetapi mindset ku dipatahkan setelah saya mencoba game nya secara langsung
7890,Bagus
7891,"Kok sekarang hsr pas ganti email itu selalu ada tulisan ""anda terlalu lama berada di halaman login ini, silahkan kembali lagi"", padahal waktu aku ganti email sebelumnya, gk kyk gini, mohon kepada hoyoverse untuk memperbaiki halaman login, Terima kasih"
7892,"Game nya bagus,tapi mungkin bisa di perbaiki sedikit bug dan lag jaringan Semoga hp kentang masih bisa main nih game"
7893,Wow ini sangat keren
7894,"Jelek banget sumpah grafik memang bagus tapi ayolah masa harus downlod sampai 23GB kalau 3 GB aja mah no problem, mana downlod nya lama , saran gw kalau mau downlod dikit aja paling banyak 6 GB aja, sementara aku kasih 2 bintang aja dulu kalau udah dikurangin GB nya aku kasih bintang 5"
7895,"Tolong buat yang cloud nya juga dong, seperti genshin impact, agar player player pc kentang bisa maen"
7896,🔥🔥
7897,Bagus sih bagus cuma nih aku kan donglot data aku main tuh nah selesai main aku matiin hap nah aku liat lagi nah itu masalahnya malah di suruh donglot data lagi aneh
7898,Nice
7899,GACHA AMPAS.
7900,Untuk gameplay sudah bagus dan storynya menarik.Tapi tolong gachanya dipermudah sedikit
7901,"Kami sayang hoyoverse, hoyoverse sayang kami 😍😍😍"
7902,Lama banget nunggu loadingnga tolong diperbaiki hoyoverse
7903,Semakin naik versi semakin menarik untuk diikuti
7904,Kenapa aku tidak bisa menginstal honkai Star rail
7905,semoga dpt yanqing ma bailu
7906,"Terpaksa unistal karena sudah update data 2,8GB lebih sudah bermain game nya, pas keluar dari game mau masuk lagi harus update ulang 2,8GB lbh lagi auto ulang update data, pemborosan paket seperti ini, game gak jelas"
7907,Game nya bagus👍👍👍
7908,"game terlalu mudah untuk di cheat di pc/computer , pemilik game nya gk ad kemajuan dalam ban player cheat"
7909,Turunin sizenya
7910,"Tolong tambahkan fitur untuk mengganti cara bermain, saya ingin menggunakan keyboard wireless tanpa mapping di handphone saya."
7911,Nyesal nyesal loading aja butuh berjam jam dah tu gk bisa lagi
7912,Mengingat saya dengan game ninja Saga
7913,"for honkai star rail. I have a suggestion to create a ""delete previous data / delete unnecessary data"" feature to reduce the size of the application, especially for those with potato cellphones"
7914,Loading nya lama banget dan ngabisin kuota
7915,Suka. Game menarik san banyak ceritanya
7916,bagus
7917,Rate gacha ampas. Ngumpulin stellar Jade susah . Tidak ramah F2P mau top up pun mikir mikir 3 kali
7918,game bauk
7919,Kalo gacha dan udah soft pity tolong jangan hero lain selain banner yang keluar lah.. Capek ngumpulin starjade nya.. 😅
7920,Baguus bgt story ya
7921,"game yang sangat baik, saya telah mengikuti mihoyo dari zaman hi3, sejauh ini mihoyo tidak KIKIR SAMA SEKALI,SAYA GACHA DAN DAPAT CHARACTER YANG SAYA INGINKAN SAAT RATE ON DAN DI PITY 80+, setidaknya game ini lebih baik dari kakanya, terima kasih"
7922,Gg gaming
7923,Saya ketagihan
7924,Lopyu mihoyo
7925,Saya kasih bintang 2 dulu karna game ini banyak bug nya dan saat menerima misi terjadi layar hitam/patah². Kalo segi game play sudah bagus saran dari saya 1 perbaiki bug 2 karakter di perbanyak 3 banyakin event.
7926,Mengalami bug fexiao
7927,kalah rate off mulu asu
7928,sayang cma bsa di mainkan di ps5 nggk bsa di ps4
7929,Bagusss
7930,Best game!?
7931,😎👍👍
7932,"eventnya yg sekarang terlalu banyak cerita dan teka teki ribet, ngak seperti dulu yg banyak actionnya lebih seru gitu"
7933,"Make an impossible boss to beat except you pay to win i guess, even if you have the best chara"
7934,Belum juga main tapi donwlod nya setahun gak bisa main tolong apain
7935,Ty hoyoverse
7936,"game kikir bagusan gensin impact.gameplay nya ngantuk dan repeattitif dan juga terlalu Begity begitu saja,tolong di tambah kan lagi seperti map atau fitur bertarung baru"
7937,Game p2w
7938,Give me more stellar jade and new event
7939,"Akun saya tidak bisa dimainkan dengan tulisan ""Terlalu banyak permintaan"" udh menunggu lama tapi tetap tidak bisa digunakan"
7940,"Game santai, turu best lah"
7941,Saya ingin memulai permainan tapi tidak ada tombol mulai cuman gambar planet
7942,Game ksabar!!! Hard pity mulu!!!!
7943,"gw nyewa cloud gaming cuma buat main honkai starail doang, tapi nih game nggak pernah ngasih gw hoki bgst"
7944,"Males komen panjang. Intinya gw dah cape maen game2 dari mihoyo, ga ramah free to play, jadi yah gw stop"
7945,"Hoyo, please kasih aku Feixiao, aku sudah menggacha cukup banyak tetapi belum dapat😭"
7946,"Saya tidak bisa login akun ""terlalu banyak permintaan silahkan coba lagi setelah beberapa saat"""
7947,"Seru, udh itu aja"
7948,"Bagus, cuman ini game lebih ke story, pertarungannya kurang suka, menurut pribadi lebih suka tarungnya honkai impact"
7949,Masterpiece
7950,Bagus sih tapi ngotak dikit lah jaringan nya udh cakep ini masih aja gak bisa masuk tapi akhirnya masuk bagusih gem nya loading gotak lah sampe pulsa gua abis kasih bintang atu dulu y
7951,The best game favorite
7952,Tolong lah aku gw kena permintaan terlalu banyak kagak bisa bisa benerin lah hoo yo
7953,Kenapa pas login kadang tiba tiba log out?
7954,"Story bagus, gameplay ngga monoton, Bansos berlimpah, mini game banyak yg seru, Event EndGame makin banyak, karakter luar biasa menarik. Gacha mirip kayak GI, tp lebih oke dalam segi Wishnya. Awalnya pengen rating 4/5 gara gara selalu kalah 50/50, tp at least dapet 5 Relic substat CR/CD +5 :D"
7955,2 akun banner std newbie dapet yanqing apalah 😠
7956,Manteb mas hoyo 🥰😘🥰😘🥰😘
7957,Game nya udah bagus walaupun di hp saya patah patah minus nya terlalu banyak update
7958,Mantap
7959,Yng baca anak yatim
7960,SEHAT2 GAME BAIK 🙏
7961,"Hey hoyo, I'll give 5 stars if you can make yangjing died in the main story 😁"
7962,Bagus gamenya
7963,"kecewa gk ada fitur buka bajunya, padahal acheron sama black swan udah montok loh"
7964,Hoyo plis ada fitur ganti karakter MC
7965,Butut ga bisa di mainin di hp kentang
7966,"Bilang ke HOYOVERSE, Terimakasih telah membuat karakter secantik dan seimut SPARKLE"
7967,"Bintang 2, karna tidak ada fitur telanjang"
7968,"Gamenya bagus cocok buat kuu, kalian harus cobain deh!"
7969,"boring , unlepaa"
7970,aku kasih bintang 4 karena agak kikir👍🏽
7971,"Dengan game ini, sekarang aku jadi rajin grinding di game lain👍😆"
7972,"Bug loading banyak banget woi developer gimana ini padahal ni akun baru Lo masak pas udah login belom sampai play in game udah kena bug loading lagi , saya udah reloading Mulu 59 kali udah saya reloading dan nggak bisa masuk ke play game nya atau hapus aja honkai:star Raul dari versi mobile nya , bukan nya ngemudahin playernya buat on ni malah buat streessss yang ada ,ni aja gw pake login ke Genshin Impact lancar jaya malah ke Honkai Star Raul kena Bug loading terussss HI DEVELOPER"
7973,Game anime ini Bagus 👍
7974,Nice gmae nice storyy
7975,Setelah update data hilang Game apa ini?🤣 Mending tak uninstal aja
7976,collabed with kfc and mcd hoyo? fr?
7977,"Hard pity mulu, heran dah gw:)"
7978,Gua kasi bintang 1 karna gak ada tombol skip nya
7979,Keep up. I love the lore and the character design.
7980,kenapa nggk bisa di buka
7981,"Baru main lagi setelah patch 1.6 posisi rate on dapat clara,setelah main 2.5 gaca kok malah kalah dapat clara lagi?tidak kesimpan pity nya,seharusnya rate on malah rate off 😑"
7982,Seronok
7983,ngelag bgt jingan
7984,👍
7985,Game nya aneh masa udah download data ga bisa masuk
7986,Mantap hoyo mksih menang rate off Feixiao 😁😁
7987,Game nya bagus grapik bagus kenapa udah udah beres main sampai ngelawn setengah kua setengah robot raja kenapa malah hrus donlod dta lagi
7988,Tolong Loading Nya Di Cepatin Deh
7989,"bagus game nya,cmn menurut ku untuk end game konten nya kurang bgt,mungkin bisa ditambahin lagi dan untuk kesulitan nya bisa lebih dimudahkan krn jujur aja nyelesain moc tuh udh susah,untuk quest jg pls perbanyak,dan event jg.Lalu untuk cutscene nya juga entah knp di hp ku sering ngelag dan kek ngefreez gitu padahal buat main di medium 60 fps lancar2 aja,itu aja sih menurut ku intinya banyakin lahi end game konten,sama perbaiki dibagian cutscene nya"
7990,Ngebug di loading screen black screen
7991,"Honkai tolong lah ini game udah bagus tapi masi aja banyak bug yang gak jelas,kaya pas mau nyelesain misi maju cloudford kameranya gak ada kalo gitu mau pake ap biar selesai misinya mohon di perbaiki aja soalnya ini game dah bagus"
7992,"Game Yang Ramah f2p🥳, tapi🤔 kalau masalah gacha🤩 tergantung kehokian masing-masing😌.... Dan yang paling kesel🤬 stat Relicnya😨 ""GACHA""😟😓 Walawee💀... Sanzz storynya Baguskok🤝"
7993,anj kena too many request mulu sistem tai
7994,"I think this game has bugs. Because i already downloaded all the resource and it somehow forced me to download it again with 22GB waste of space. Please fix this, this is still in first half of the patch. So there aren't supposed to be any pre download content"
7995,"This game its my sleep pill,i just turn on auto and sleep"
7996,"size gede suka ngebug, benerin lagi lah masa login gabisa"
7997,sejauh ini lumayan
7998,Semoga cepet ada versi claudnya
7999,"Yg komen banyak bug itu kek nya karena device nyabaja deh yg udh ga kuat, gw maen lancar"" aja ko Feixiao wangyy wangyyy😋"
8000,seru dan karakternya menarik
8001,"game nya baguss, ya cuma kalo ada cut scene suka ngefrize. terus kalo bisa adain fitur hapus data quest terdahulu biar tambah gacor 😁"
8002,"Bagus sih bagus, smuany perfect cuman ya.. kekurangan character cowok sih (male char enjoyers😘) jdi hanya itu aj yg saya pengenin. Unik unik characternya tapi saya jarang liat Quantum versi cowoknya.. aku jadi pengen tahu versi Quantum cowok kyak gmna"
8003,"cuman pengen ada fitur hapus data seperti yg ada di genshin, karena ini game udah berat banget"
8004,Hari hari gacha ampas Mulu cik
8005,Saya sangat rekomendasi game ini game nya santai sama event dan buat karakter gacha nya juga tidak pelit
8006,Dev plerr kembali kan pity ku
8007,"Ok, cuman ada bug di login entah kenapa sering error login"
8008,ゲームのせいで泣かされたのは初めてだ、グッドエンド
8009,"Sebenarnya seru banget main ini tapi yang gak serunya sering kena bug. Sering kali aplikasinya keluar sendiri dipertengahan pertarungan, bug black screen, setiap lacak lokasi misi layar patah dan tidak berfungsi dengan baik. Padahal HP sudah sesuai dengan kriteria dan memori masih cukup malah sering ngelag sendiri. Salah saya dimana ya... padahal sudah berulang kali aplikasinya di install dan uninstall tetap saja seperti ini sudah begitu pemborosan kuota internet. Tolong bagian developer 😭🌋"
8010,Bagus
8011,Gim baik Tolong tambahkan manajemen data agar penyimpanan jadi ringan Terimakasih.
8012,Saya coba dulu mungkin bagus apk nya
8013,Perbanyak bansos
8014,Sigma woy
8015,Bagus sekali
8016,"Terlalu lama mengunduh data butuh 30 menit lebih mengunduh,dan ini berbasis bergiliran mainnya gak kyak genshin dan wuthering waves"
8017,Bolehlah
8018,"Game gak jelas ngabisin kuota aj,,, game gk guna masak udah nunggu download data lama banget pas udah selesai gk bisa di buka,, lol bangettt"
8019,segi dari keseluruhan story dan gamenya sangat wow banget. character yang banyak dan sangat menarik
8020,Game bagus
8021,Bagus game nya
8022,Game yang seruh dan semoga gameplai kedepan nya lebih beragam
8023,"Story nya bagus bgt coeg, g kek si kikir itu udh jelek kaku lagi, hsr lah game dermawan selalu menang rate off, banyak event, char nya waifuable, tapi plisssssss bgt tambahin fitur co-op walaupun cuma bisa jalan2 di map org lain, plis hoyooooo aku butuh bgt"
8024,BEST GAME
8025,Woi dawei kalo dapat gepard lagi aku pensi
8026,Kenapa kalok mau mainkan game ini harus sangat lama 😡😡
8027,game baik
8028,"Gua kasih bintang 3 dlu , gua paling males sama misinya yg masih ada bug kaya layar hitam sendiri lah padahal dah direfresh tapi tetep sama aja jadi ngangu permainan yg lgi seru serunya,untuk grafik si dah bagus cuma tolong benerin misi yg masih ada bugg"
8029,"Keren tapi msih ada bug,seperti interior hilang,login butuh beberapa percobaan dll"
